"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.701342260E-1,3.180000186E-1,8.800950050E0,1.969950080E0
1.726409970E-1,3.900000155E-1,9.709050179E0,2.296050072E0
1.751470740E-1,3.610500097E-1,1.057995033E1,2.286000013E0
1.776539180E-1,2.320500165E-1,1.063800049E1,1.932000041E0
1.801616100E-1,6.405000389E-2,9.804000854E0,1.620000124E0
1.826683810E-1,-5.400000140E-2,8.734050751E0,1.209000111E0
1.851744580E-1,-1.069500074E-1,8.442000389E0,1.113000035E0
1.876813020E-1,-1.759500057E-1,9.238950729E0,1.528950095E0
1.901889180E-1,-1.740000099E-1,1.035300064E1,1.909950137E0
1.926959970E-1,-1.210500076E-1,1.076895046E1,2.056050062E0
1.952018430E-1,-5.700000376E-2,1.013895035E1,2.026950121E0
1.977086490E-1,3.105000220E-2,9.121950150E0,1.944000125E0
2.002163410E-1,1.290000081E-1,8.748000145E0,1.855050087E0
2.027233430E-1,1.650000066E-1,9.286950111E0,1.885950089E0
2.052292670E-1,1.890000105E-1,1.009395027E1,1.876950145E0
2.077362650E-1,1.669500023E-1,1.036200047E1,1.684950113E0
2.102437260E-1,1.099500060E-1,9.868950844E0,1.515000105E0
2.127507120E-1,7.200000435E-2,9.060000420E0,1.510050058E0
2.152566350E-1,6.405000389E-2,8.736000061E0,1.507950068E0
2.177636330E-1,-1.395000052E-2,9.313050270E0,1.855050087E0
2.202713250E-1,-1.170000061E-1,1.023300076E1,2.221050024E0
2.227780970E-1,-1.720500141E-1,1.065405083E1,2.130000114E0
2.252840200E-1,-2.719500065E-1,1.022805023E1,1.941000104E0
2.277910180E-1,-2.239500135E-1,9.253950119E0,1.768950105E0
2.302987100E-1,-7.304999977E-2,8.499000549E0,1.441050053E0
2.328054810E-1,5.505000427E-2,8.743950844E0,1.522050023E0
2.353116350E-1,1.909500062E-1,9.790050507E0,1.762050033E0
2.378184020E-1,2.939999998E-1,1.065405083E1,1.834050059E0
2.403260950E-1,3.160500228E-1,1.064205074E1,1.783050060E0
2.428328660E-1,2.700000107E-1,9.754050255E0,1.707000136E0
2.453389960E-1,1.890000105E-1,8.800950050E0,1.522050023E0
2.478457630E-1,4.305000231E-2,8.784000397E0,1.594050050E0
2.503534740E-1,-1.309500039E-1,9.618000031E0,1.867050052E0
2.528603230E-1,-2.190000117E-1,1.043895054E1,2.023050070E0
2.553663990E-1,-2.629500031E-1,1.036695004E1,1.989000082E0
2.578732640E-1,-2.149500102E-1,9.505050659E0,1.861950040E0
2.603808790E-1,-3.299999982E-2,8.727000237E0,1.800000072E0
2.628877270E-1,9.795000404E-2,8.803050041E0,1.857000113E0
2.653938040E-1,2.179500163E-1,9.697050095E0,1.968000054E0
2.679006480E-1,2.560500205E-1,1.057995033E1,1.951050043E0
2.704083410E-1,1.750500053E-1,1.064205074E1,1.708950043E0
2.729151120E-1,1.000500023E-1,9.819000244E0,1.434000015E0
2.754211890E-1,2.100000158E-2,8.767950058E0,1.194000006E0
2.779280330E-1,-6.105000153E-2,8.467950821E0,1.189050078E0
2.804357250E-1,-1.189500093E-1,9.217950821E0,1.692000031E0
2.829427080E-1,-1.380000114E-1,1.028295040E1,2.118000031E0
2.854486310E-1,-1.069500074E-1,1.069005013E1,2.272050142E0
2.879556430E-1,-1.189500093E-1,1.016295052E1,2.344050169E0
2.904631050E-1,-2.100000158E-2,9.096000671E0,2.083050013E0
2.929701070E-1,6.900000572E-2,8.571000099E0,1.788000107E0
2.954760300E-1,6.195000187E-2,9.091050148E0,1.762050033E0
2.979827970E-1,7.605000585E-2,1.008195019E1,1.740000129E0
3.004905000E-1,7.395000011E-2,1.054395008E1,1.551000118E0
3.029974970E-1,7.605000585E-2,1.009395027E1,1.399950027E0
3.055034200E-1,8.805000782E-2,9.154950142E0,1.294950008E0
3.080104180E-1,1.530000120E-1,8.760000229E0,1.312050104E0
3.105178790E-1,9.795000404E-2,9.273000717E0,1.723050117E0
3.130248810E-1,4.800000042E-2,1.025400066E1,2.154000044E0
3.155310350E-1,-1.095000096E-2,1.074300098E1,2.338950157E0
3.180378020E-1,-8.295000345E-2,1.019205093E1,2.226000071E0
3.205454950E-1,-9.000000358E-2,9.153000832E0,1.957950115E0
3.230523430E-1,-4.050000105E-3,8.499000549E0,1.720950127E0
3.255584200E-1,1.905000024E-2,8.848950386E0,1.732950091E0
3.280651870E-1,9.795000404E-2,9.838050842E0,1.864950061E0
3.305728790E-1,9.795000404E-2,1.058505058E1,1.813950062E0
3.330796500E-1,1.099500060E-1,1.044600010E1,1.683000088E0
3.355858040E-1,7.200000435E-2,9.583950043E0,1.507950068E0
3.380925670E-1,6.000000238E-2,8.839050293E0,1.369050026E0
3.406002590E-1,0.000000000E0,8.973000526E0,1.498050094E0
3.431071070E-1,-9.705000371E-2,9.819000244E0,1.836000085E0
3.456131790E-1,-1.189500093E-1,1.043595028E1,1.927050114E0
3.481200230E-1,-1.669500023E-1,1.025205040E1,1.987050056E0
3.506277150E-1,-1.210500076E-1,9.448050499E0,2.038950205E0
3.531344870E-1,4.500000179E-2,8.707950592E0,1.876950145E0
3.556405640E-1,1.200000048E-1,8.799000740E0,1.849950075E0
3.581474080E-1,1.480500102E-1,9.685050011E0,1.999050140E0
3.606551000E-1,1.339500099E-1,1.054395008E1,1.953000069E0
3.631618710E-1,6.705000252E-2,1.060605049E1,1.726050138E0
3.656680250E-1,-9.000000544E-3,9.799950600E0,1.467000127E0
3.681747920E-1,1.695000008E-2,8.767950058E0,1.149000049E0
3.706824850E-1,1.200000010E-2,8.513999939E0,1.158000112E0
3.731894870E-1,-9.000000544E-3,9.297000885E0,1.611000061E0
3.756954290E-1,-2.295000106E-2,1.039605045E1,2.068050146E0
3.782021960E-1,0.000000000E0,1.078095055E1,2.266950130E0
3.807098880E-1,-1.095000096E-2,1.009605026E1,2.241000175E0
3.832169100E-1,6.405000389E-2,9.009000778E0,2.050950050E0
3.857228330E-1,1.240500063E-1,8.622000694E0,1.876950145E0
3.882298310E-1,1.219500080E-1,9.262950897E0,1.822050095E0
3.907372930E-1,8.400000632E-2,1.017795086E1,1.780950069E0
3.932442950E-1,1.200000010E-2,1.048200035E1,1.603950024E0
3.957502320E-1,-1.605000161E-2,9.852000237E0,1.450050116E0
3.982572300E-1,-2.295000106E-2,8.923050880E0,1.363950014E0
4.007649220E-1,2.100000158E-2,8.683950424E0,1.402950048E0
4.032717180E-1,-2.295000106E-2,9.427950859E0,1.780950069E0
4.057776410E-1,-4.695000127E-2,1.043400097E1,2.154000044E0
4.082846390E-1,-1.000500023E-1,1.079295063E1,2.152050018E0
4.107923310E-1,-1.639500111E-1,1.019700050E1,2.145000219E0
4.132991450E-1,-9.000000358E-2,9.061950684E0,1.881000042E0
4.158052990E-1,7.200000435E-2,8.338950157E0,1.486050129E0
4.183120810E-1,1.150500029E-1,8.758049965E0,1.599000096E0
4.208198510E-1,1.840500087E-1,9.889950752E0,1.849950075E0
4.233266220E-1,1.909500062E-1,1.078395081E1,1.893000126E0
4.258326990E-1,1.410000026E-1,1.064505005E1,1.857000113E0
4.283394660E-1,9.795000404E-2,9.565050125E0,1.618050098E0
4.308472350E-1,6.705000252E-2,8.656949997E0,1.359000087E0
4.333540060E-1,-4.050000105E-3,8.822999954E0,1.495950103E0
4.358600830E-1,-1.020000055E-1,9.780000687E0,1.800000072E0
4.383669280E-1,-1.260000020E-1,1.056300068E1,1.977000117E0
4.408746200E-1,-1.330500096E-1,1.030905056E1,2.025000095E0
4.433813910E-1,-1.095000096E-2,9.334950447E0,1.975050092E0
4.458875450E-1,1.480500102E-1,8.659950256E0,1.929000139E0
4.483943120E-1,2.269500047E-1,8.968950272E0,1.948050141E0
4.509020080E-1,2.490000129E-1,9.931050301E0,1.933950067E0
4.534090100E-1,1.669500023E-1,1.063005066E1,1.837950110E0
4.559149340E-1,2.100000158E-2,1.042905045E1,1.692000031E0
4.584219470E-1,-6.105000153E-2,9.502950668E0,1.431000113E0
4.609294080E-1,-1.140000075E-1,8.617050171E0,1.138950109E0
4.634364100E-1,-1.429500133E-1,8.668950081E0,1.246950030E0
4.659423330E-1,-1.500000060E-1,9.555000305E0,1.789950132E0
4.684493400E-1,-7.800000161E-2,1.042395020E1,2.113950014E0
4.709568020E-1,-7.800000161E-2,1.062105083E1,2.226000071E0
4.734638040E-1,-4.905000329E-2,9.910050392E0,2.290950060E0
4.759697270E-1,8.400000632E-2,8.935050011E0,2.004000187E0
4.784767590E-1,1.099500060E-1,8.715000153E0,1.795050144E0
4.809844510E-1,1.099500060E-1,9.394950867E0,1.747050047E0
4.834912220E-1,9.300000221E-2,1.022805023E1,1.596000075E0
4.859973850E-1,5.205000192E-2,1.042200089E1,1.405050039E0
4.885041530E-1,1.905000024E-2,9.763950348E0,1.426050067E0
4.910118450E-1,7.905000448E-2,8.904000282E0,1.395000100E0
4.935186930E-1,8.100000024E-2,8.787000656E0,1.534050107E0
4.960247700E-1,4.995000362E-2,9.634050369E0,1.975050092E0
4.985315370E-1,2.895000204E-2,1.059405041E1,2.260050058E0
5.010392290E-1,-4.200000316E-2,1.075995064E1,2.263950109E0
5.035460780E-1,-1.120500043E-1,9.876000404E0,2.050950050E0
5.060521700E-1,-5.400000140E-2,8.755949974E0,1.764000058E0
5.085590140E-1,2.595000155E-2,8.373000145E0,1.644000053E0
5.110666290E-1,9.600000083E-2,9.100049973E0,1.762050033E0
5.135734960E-1,1.939500123E-1,1.024695015E1,1.845000029E0
5.160795730E-1,1.990500093E-1,1.079295063E1,1.816950083E0
5.185864170E-1,1.429500133E-1,1.027395058E1,1.732950091E0
5.210941100E-1,8.805000782E-2,9.181950569E0,1.537050128E0
5.236008810E-1,3.105000220E-2,8.631000519E0,1.402950048E0
5.261069720E-1,-9.705000371E-2,9.151050568E0,1.642050028E0
5.286138160E-1,-1.909500062E-1,1.015095043E1,1.909950137E0
5.311214990E-1,-1.999500096E-1,1.057305050E1,1.963050127E0
5.336282710E-1,-2.050500065E-1,1.006500053E1,1.989000082E0
5.361344240E-1,-9.705000371E-2,9.036000252E0,1.920000076E0
5.386411920E-1,8.805000782E-2,8.527950287E0,1.788000107E0
5.411488840E-1,2.059500068E-1,9.109950066E0,1.912950039E0
5.436558860E-1,2.340000123E-1,1.021095085E1,2.061000109E0
5.461618090E-1,1.750500053E-1,1.078800011E1,1.869000077E0
5.486685760E-1,9.795000404E-2,1.034295082E1,1.546050072E0
5.511762890E-1,3.795000166E-2,9.241950035E0,1.257000089E0
5.536832910E-1,-1.605000161E-2,8.470950127E0,1.090950012E0
5.561892140E-1,-4.500000179E-2,8.830050468E0,1.395000100E0
5.586962120E-1,-8.100000024E-2,9.910050392E0,1.897950053E0
5.612036780E-1,-4.695000127E-2,1.073595047E1,2.224050045E0
5.637107570E-1,-1.605000161E-2,1.052295017E1,2.278950214E0
5.662166030E-1,6.000000238E-2,9.463950157E0,2.128050089E0
5.687236010E-1,1.429500133E-1,8.692950249E0,1.936050057E0
5.712312940E-1,1.459500045E-1,8.892000198E0,1.876950145E0
5.737380940E-1,8.595000207E-2,9.759000778E0,1.828950047E0
5.762440170E-1,5.700000376E-2,1.045305061E1,1.699050069E0
5.787510150E-1,-6.000000052E-3,1.025205040E1,1.471950054E0
5.812587070E-1,-6.000000052E-3,9.358950615E0,1.288050056E0
5.837654590E-1,4.950000439E-3,8.662050247E0,1.278000116E0
5.862716120E-1,1.200000010E-2,8.938050270E0,1.576950073E0
5.887783660E-1,-4.695000127E-2,9.937950134E0,2.125950098E0
5.912861350E-1,-7.304999977E-2,1.076700020E1,2.310000181E0
5.937929060E-1,-1.240500063E-1,1.062105083E1,2.194950104E0
5.962989830E-1,-1.240500063E-1,9.627000809E0,2.041949987E0
5.988058460E-1,-1.395000052E-2,8.527950287E0,1.644000053E0
6.013135380E-1,5.700000376E-2,8.362950325E0,1.495950103E0
6.038203100E-1,9.600000083E-2,9.310950279E0,1.731000066E0
6.063264790E-1,1.410000026E-1,1.048695087E1,1.873950124E0
6.088332460E-1,1.600500047E-1,1.087005043E1,1.855050087E0
6.113409380E-1,1.459500045E-1,1.016805077E1,1.711050034E0
6.138479400E-1,1.270500124E-1,8.997000694E0,1.423950076E0
6.163538630E-1,9.105000645E-2,8.602050781E0,1.419000030E0
6.188606300E-1,-1.605000161E-2,9.273000717E0,1.695000052E0
6.213678580E-1,-9.705000371E-2,1.034505081E1,1.989000082E0
6.238749430E-1,-1.450500041E-1,1.068495083E1,2.121000051E0
6.263812480E-1,-9.705000371E-2,9.889950752E0,2.005950212E0
6.288880150E-1,4.305000231E-2,8.824950218E0,1.837950110E0
6.313957070E-1,1.549500078E-1,8.513999939E0,1.804950118E0
6.339026940E-1,2.059500068E-1,9.309000015E0,1.915050149E0
6.364086170E-1,2.149500102E-1,1.044105053E1,2.017950058E0
6.389155960E-1,8.100000024E-2,1.085805035E1,1.903050065E0
6.414232890E-1,-1.950000064E-3,1.021095085E1,1.585050106E0
6.439300310E-1,-5.205000192E-2,8.965950012E0,1.222950101E0
6.464359540E-1,-6.900000572E-2,8.298000336E0,1.009950042E0
6.489429520E-1,-1.360500008E-1,8.847000122E0,1.453050017E0
6.514506250E-1,-1.360500008E-1,1.004595089E1,2.005950212E0
6.539573970E-1,-1.000500023E-1,1.078800011E1,2.253000021E0
6.564635510E-1,-1.170000061E-1,1.050105095E1,2.374950171E0
6.589703180E-1,-9.000000544E-3,9.421050072E0,2.229000092E0
6.614780100E-1,9.300000221E-2,8.623950005E0,1.801950097E0
6.639848580E-1,1.120500043E-1,8.822999954E0,1.651950121E0
6.664909350E-1,1.099500060E-1,9.759000778E0,1.659000039E0
6.689977020E-1,7.395000011E-2,1.042005062E1,1.563000083E0
6.715053950E-1,3.600000218E-2,1.023300076E1,1.503000021E0
6.740122090E-1,6.900000572E-2,9.349050522E0,1.441050053E0
6.765182860E-1,8.595000207E-2,8.740950584E0,1.374000072E0
6.790250530E-1,8.805000782E-2,9.136050224E0,1.699050069E0
6.815327300E-1,3.299999982E-2,1.013700008E1,2.095050097E0
6.840395790E-1,-2.595000155E-2,1.080495071E1,2.278950214E0
6.865456600E-1,-9.495000541E-2,1.040505028E1,2.188050032E0
6.890525050E-1,-9.495000541E-2,9.270000458E0,1.917000055E0
6.915601590E-1,1.695000008E-2,8.404050827E0,1.642050028E0
6.940669300E-1,8.805000782E-2,8.617050171E0,1.659000039E0
6.965730070E-1,1.530000120E-1,9.706050873E0,1.804950118E0
6.990798510E-1,1.750500053E-1,1.068495083E1,1.885950089E0
7.015875440E-1,1.339500099E-1,1.067595005E1,1.840950131E0
7.040943150E-1,8.100000024E-2,9.732000351E0,1.656000137E0
7.066004690E-1,1.905000024E-2,8.770050049E0,1.395000100E0
7.091074670E-1,-7.605000585E-2,8.784000397E0,1.470000029E0
7.116149280E-1,-1.669500023E-1,9.670050621E0,1.768950105E0
7.141219300E-1,-1.840500087E-1,1.047000027E1,1.900950074E0
7.166278530E-1,-2.239500135E-1,1.041195011E1,1.957950115E0
7.191346210E-1,-1.570500135E-1,9.570000648E0,2.017950058E0
7.216422980E-1,4.800000042E-2,8.690999985E0,1.855050087E0
7.241493000E-1,1.750500053E-1,8.686050415E0,1.855050087E0
7.266552230E-1,2.440500110E-1,9.574050903E0,2.004000187E0
7.291622210E-1,2.299500108E-1,1.051800060E1,1.987050056E0
7.316699130E-1,1.219500080E-1,1.076700020E1,1.744950056E0
7.341766840E-1,-1.950000064E-3,9.997950554E0,1.491000056E0
7.366828380E-1,-4.200000316E-2,8.839050293E0,1.132050037E0
7.391896060E-1,-6.105000153E-2,8.392050743E0,1.114950061E0
7.416972980E-1,-6.900000572E-2,9.073950768E0,1.537050128E0
7.442040690E-1,-2.595000155E-2,1.026900005E1,2.037000179E0
7.467102230E-1,4.800000042E-2,1.083900070E1,2.281050205E0
7.492169900E-1,4.500000179E-2,1.029000092E1,2.322000027E0
7.517246830E-1,8.805000782E-2,9.184050560E0,2.146950006E0
7.542314540E-1,1.270500124E-1,8.668950081E0,1.933950067E0
7.567376080E-1,8.595000207E-2,9.133950233E0,1.780950069E0
7.592443750E-1,6.405000389E-2,1.002495003E1,1.611000061E0
7.617520670E-1,-1.095000096E-2,1.039995003E1,1.441050053E0
7.642589150E-1,-2.805000171E-2,9.840000153E0,1.386000037E0
7.667649920E-1,-6.000000052E-3,8.976000786E0,1.374000072E0
7.692718360E-1,3.795000166E-2,8.734050751E0,1.458000064E0
7.717794960E-1,2.895000204E-2,9.460050583E0,1.924950123E0
7.742862670E-1,-1.800000109E-2,1.045305061E1,2.286000013E0
7.767923440E-1,-6.599999964E-2,1.076205063E1,2.230950117E0
7.792991920E-1,-1.620000005E-1,1.014405060E1,2.113950014E0
7.818068840E-1,-1.240500063E-1,9.004950523E0,1.789950132E0
7.843136420E-1,-2.100000158E-2,8.305050850E0,1.431000113E0
7.868197950E-1,6.705000252E-2,8.775000572E0,1.563000083E0
7.893265630E-1,1.579500139E-1,9.925950050E0,1.837950110E0
7.918342550E-1,2.130000144E-1,1.075005054E1,1.855050087E0
7.943412570E-1,1.960500032E-1,1.057995033E1,1.800000072E0
7.968471800E-1,1.720500141E-1,9.558000565E0,1.642050028E0
7.993539470E-1,1.309500039E-1,8.719950676E0,1.491000056E0
8.018616400E-1,4.095000029E-2,8.926050186E0,1.623000026E0
8.043686420E-1,-8.295000345E-2,9.907050133E0,1.876950145E0
8.068745650E-1,-1.600500047E-1,1.060605049E1,1.977000117E0
8.093815630E-1,-1.740000099E-1,1.029300022E1,1.951050043E0
8.118890430E-1,-5.205000192E-2,9.226950645E0,1.810050130E0
8.143960450E-1,1.050000042E-1,8.571000099E0,1.807050109E0
8.169019780E-1,2.059500068E-1,8.947050095E0,1.912950039E0
8.194089760E-1,2.610000074E-1,9.972000122E0,1.987050056E0
8.219166740E-1,1.870500147E-1,1.071405029E1,1.927050114E0
8.244234450E-1,6.705000252E-2,1.053900051E1,1.756950140E0
8.269293720E-1,-3.795000166E-2,9.534000397E0,1.422000051E0
8.294363700E-1,-6.900000572E-2,8.586000443E0,1.042950034E0
8.319440620E-1,-1.020000055E-1,8.575950623E0,1.204050064E0
8.344508340E-1,-1.720500141E-1,9.487950325E0,1.744950056E0
8.369569870E-1,-1.069500074E-1,1.047705078E1,2.116050005E0
8.394637550E-1,-7.605000585E-2,1.069695091E1,2.305050135E0
8.419714470E-1,-2.805000171E-2,9.949950218E0,2.305050135E0
8.444782950E-1,1.170000061E-1,8.899050713E0,1.993950129E0
8.469843720E-1,1.390500069E-1,8.590050697E0,1.765950084E0
8.494911390E-1,1.429500133E-1,9.280050278E0,1.711050034E0
8.519988320E-1,7.395000011E-2,1.022805023E1,1.644000053E0
8.545057000E-1,4.500000179E-2,1.052295017E1,1.519950032E0
8.570117770E-1,2.895000204E-2,9.876000404E0,1.414950013E0
8.595186160E-1,5.505000427E-2,8.880000114E0,1.312050104E0
8.620262310E-1,9.105000645E-2,8.686050415E0,1.455000043E0
8.645330790E-1,8.595000207E-2,9.502950668E0,1.893000126E0
8.670391610E-1,6.195000187E-2,1.055595016E1,2.250000000E0
8.695460050E-1,-3.495000303E-2,1.082400036E1,2.359950066E0
8.720536580E-1,-7.304999977E-2,1.000800037E1,2.161950111E0
8.745606600E-1,-1.800000109E-2,8.822999954E0,1.836000085E0
8.770665830E-1,5.505000427E-2,8.374950409E0,1.623000026E0
8.795735810E-1,9.600000083E-2,9.024000168E0,1.642050028E0
8.820810420E-1,1.459500045E-1,1.013505077E1,1.765950084E0
8.845880440E-1,1.120500043E-1,1.071405029E1,1.786050081E0
8.870939680E-1,7.200000435E-2,1.026195049E1,1.774050117E0
8.896009660E-1,4.800000042E-2,9.234000206E0,1.537050128E0
8.921084270E-1,3.795000166E-2,8.751000404E0,1.405050039E0
8.946154290E-1,-9.000000358E-2,9.249000549E0,1.668000102E0
8.971213570E-1,-1.450500041E-1,1.013895035E1,1.917000055E0
8.996283550E-1,-1.720500141E-1,1.046805096E1,1.912950039E0
9.021360130E-1,-1.720500141E-1,9.955050468E0,1.981950045E0
9.046427850E-1,-4.905000329E-2,8.985000610E0,1.948050141E0
9.071489580E-1,1.270500124E-1,8.602050781E0,1.812000036E0
9.096557250E-1,2.080500126E-1,9.201000214E0,1.951050043E0
9.121634170E-1,2.059500068E-1,1.026195049E1,2.032050133E0
9.146702560E-1,1.720500141E-1,1.078605080E1,1.840950131E0
9.171763230E-1,5.700000376E-2,1.030905056E1,1.563000083E0
9.196830900E-1,2.895000204E-2,9.164999962E0,1.258950114E0
9.221907830E-1,3.105000220E-2,8.443950653E0,1.051050067E0
9.246976310E-1,-1.395000052E-2,8.836950302E0,1.398000121E0
9.272037080E-1,-2.295000106E-2,9.946050644E0,1.893000126E0
9.297105520E-1,-6.000000052E-3,1.073595047E1,2.180999994E0
9.322181670E-1,1.200000010E-2,1.048695087E1,2.305050135E0
9.347250160E-1,2.895000204E-2,9.475950241E0,2.169000149E0
9.372310920E-1,1.030500084E-1,8.734050751E0,1.981950045E0
9.397379370E-1,8.595000207E-2,8.887050629E0,1.831050038E0
9.422456730E-1,1.050000042E-1,9.723000526E0,1.707000136E0
9.447524440E-1,4.305000231E-2,1.034805012E1,1.579950094E0
9.472585210E-1,-9.000000544E-3,1.016295052E1,1.510050058E0
9.497653450E-1,-1.605000161E-2,9.342000008E0,1.374000072E0
9.522730380E-1,3.299999982E-2,8.703000069E0,1.333050013E0
9.547798240E-1,1.950000064E-3,9.049950600E0,1.684950113E0
9.572859780E-1,-1.095000096E-2,1.005600071E1,2.182950020E0
9.597927300E-1,-4.500000179E-2,1.077195072E1,2.278950214E0
9.623004220E-1,-1.429500133E-1,1.055805016E1,2.157000065E0
9.648074240E-1,-1.500000060E-1,9.511950493E0,1.965000153E0
9.673133470E-1,-3.495000303E-2,8.440050125E0,1.575000048E0
9.698201150E-1,6.705000252E-2,8.410950661E0,1.539000034E0
9.723278070E-1,1.579500139E-1,9.421050072E0,1.776000142E0
9.748348090E-1,1.960500032E-1,1.057995033E1,1.864950061E0
9.773407320E-1,1.770000011E-1,1.088700008E1,1.836000085E0
9.798477300E-1,1.390500069E-1,1.003905010E1,1.728000045E0
9.823551920E-1,9.600000083E-2,8.914050102E0,1.458000064E0
9.848621940E-1,1.695000008E-2,8.644950867E0,1.434000015E0
9.873681120E-1,-7.304999977E-2,9.450000763E0,1.719000101E0
9.898751100E-1,-1.279500127E-1,1.044795036E1,1.989000082E0
9.923828020E-1,-1.450500041E-1,1.057500076E1,2.041949987E0
9.948895730E-1,-8.505000174E-2,9.688950539E0,1.939050078E0
9.973954960E-1,4.995000362E-2,8.710050583E0,1.840950131E0
9.999024940E-1,1.699500084E-1,8.593050003E0,1.896000147E0
1.002410197E0,2.200500071E-1,9.495000839E0,2.017950058E0
1.004916968E0,1.909500062E-1,1.053195095E1,2.004000187E0
1.007423117E0,5.700000376E-2,1.078095055E1,1.771050096E0
1.009929884E0,-4.905000329E-2,9.985950470E0,1.507950068E0
1.012437653E0,-1.020000055E-1,8.824950218E0,1.146000028E0
1.014944424E0,-1.069500074E-1,8.334000587E0,1.057950020E0
1.017450501E0,-1.380000114E-1,9.057000160E0,1.573050022E0
1.019957345E0,-1.140000075E-1,1.025400066E1,2.065950155E0
