"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.126527470E2,4.078212500E1,1.674840167E1,4.982716209E2,9.281471252E0,9.940000153E1,1.700000048E0,9.800000191E0
2.136527470E2,4.078211333E1,1.674851667E1,4.981720164E2,9.601113319E0,9.862000275E1,1.799999952E0,1.000000000E1
2.146527470E2,4.078210500E1,1.674863000E1,4.984723993E2,9.898108482E0,9.784999847E1,1.799999952E0,1.010000038E1
2.156527470E2,4.078209667E1,1.674874500E1,4.980727874E2,1.014414597E1,9.673000336E1,1.799999952E0,1.019999981E1
2.166527470E2,4.078208167E1,1.674886333E1,4.978732010E2,1.025738430E1,9.583999634E1,1.799999952E0,1.039999962E1
2.176527470E2,4.078207500E1,1.674898500E1,4.976736069E2,1.026459026E1,9.530000305E1,1.799999952E0,1.030000019E1
2.186527470E2,4.078206833E1,1.674911167E1,4.976740289E2,1.051165676E1,9.500000000E1,1.799999952E0,1.030000019E1
2.196527470E2,4.078206667E1,1.674923500E1,4.976744292E2,1.070622253E1,9.308999634E1,1.799999952E0,1.060000038E1
2.206527470E2,4.078206000E1,1.674936000E1,4.978748458E2,1.071857548E1,9.220999908E1,1.799999952E0,1.069999981E1
2.216527470E2,4.078205667E1,1.674948833E1,4.978752659E2,1.074791431E1,9.083999634E1,1.799999952E0,1.100000000E1
2.226527470E2,4.078205500E1,1.674961667E1,4.980756822E2,1.074842930E1,8.991999817E1,1.799999952E0,1.150000000E1
2.236527470E2,4.078205500E1,1.674974500E1,4.983760949E2,1.072011948E1,8.920999908E1,1.700000048E0,1.139999962E1
2.246527470E2,4.078205667E1,1.674987500E1,4.993765093E2,1.055386448E1,8.790000153E1,1.799999952E0,1.119999981E1
2.256527470E2,4.078206000E1,1.675000667E1,4.999769253E2,1.057857132E1,8.686000061E1,1.799999952E0,1.089999962E1
2.266527470E2,4.078206833E1,1.675013500E1,5.003773196E2,1.045349407E1,8.537000275E1,1.799999952E0,1.110000038E1
2.276527470E2,4.078207667E1,1.675025500E1,5.006776872E2,1.047922993E1,8.526000214E1,1.799999952E0,1.110000038E1
2.286527470E2,4.078208833E1,1.675037167E1,5.008780367E2,1.048746490E1,8.458999634E1,1.799999952E0,1.130000019E1
2.296527470E2,4.078210333E1,1.675048833E1,5.010783788E2,1.029804707E1,8.391000366E1,1.799999952E0,1.100000000E1
2.306527470E2,4.078211667E1,1.675060833E1,5.014787353E2,9.826561928E0,8.383999634E1,1.799999952E0,1.039999962E1
2.316527470E2,4.078212667E1,1.675072167E1,5.013790778E2,9.395739555E0,8.351000214E1,1.799999952E0,1.050000000E1
2.326527470E2,4.078213500E1,1.675083333E1,5.013794185E2,8.945357323E0,8.380000305E1,1.799999952E0,1.050000000E1
2.336527470E2,4.078214000E1,1.675093500E1,5.011797344E2,8.606155396E0,8.438999939E1,1.799999952E0,1.039999962E1
2.346527470E2,4.078214333E1,1.675102833E1,5.011800272E2,8.203127861E0,8.702999878E1,1.700000048E0,9.699999809E0
2.356527470E2,4.078213833E1,1.675112500E1,5.006803491E2,7.996209621E0,9.151999664E1,1.799999952E0,9.699999809E0
2.366527470E2,4.078213000E1,1.675122000E1,5.002806729E2,7.703847408E0,9.605999756E1,1.799999952E0,9.899999619E0
2.376527470E2,4.078212000E1,1.675130833E1,5.002809790E2,7.671934605E0,9.643000031E1,1.799999952E0,9.899999619E0
2.386527470E2,4.078212167E1,1.675139500E1,4.997812540E2,7.519062042E0,8.101000214E1,1.700000048E0,9.600000381E0
2.396527470E2,4.078214833E1,1.675147667E1,4.991814580E2,7.756349087E0,6.915000153E1,1.799999952E0,1.030000019E1
2.406527470E2,4.078218333E1,1.675155833E1,4.990816435E2,8.340559006E0,6.043000031E1,1.799999952E0,9.899999619E0
2.416527470E2,4.078222167E1,1.675164667E1,4.995818432E2,8.812559128E0,6.224000168E1,1.799999952E0,9.899999619E0
2.426527470E2,4.078226000E1,1.675174500E1,5.002820751E2,9.371032715E0,6.676000214E1,1.899999976E0,9.699999809E0
2.436527470E2,4.078229500E1,1.675185167E1,5.000823410E2,9.884210587E0,6.904000092E1,1.799999952E0,9.899999619E0
2.446527470E2,4.078233000E1,1.675196667E1,4.997826338E2,1.032738686E1,7.230999756E1,1.799999952E0,9.800000191E0
2.456527470E2,4.078235667E1,1.675208500E1,4.993829557E2,1.060276318E1,7.487999725E1,1.899999976E0,9.500000000E0
2.466527470E2,4.078237500E1,1.675221167E1,4.990833227E2,1.137896442E1,7.594000244E1,1.799999952E0,9.500000000E0
2.476527470E2,4.078239833E1,1.675235000E1,4.988837162E2,1.191581917E1,7.523000336E1,1.799999952E0,9.800000191E0
2.486527470E2,4.078242500E1,1.675249167E1,4.980841131E2,1.246193981E1,7.441999817E1,1.899999976E0,9.899999619E0
2.496527470E2,4.078245000E1,1.675263667E1,4.971845244E2,1.287577629E1,7.423000336E1,1.799999952E0,1.000000000E1
2.506527470E2,4.078248167E1,1.675278500E1,4.966849317E2,1.318563938E1,7.287000275E1,1.799999952E0,9.699999809E0
2.516527470E2,4.078252000E1,1.675293667E1,4.966853351E2,1.359844685E1,6.998999786E1,1.799999952E0,9.399999619E0
2.526527470E2,4.078256667E1,1.675309000E1,4.968857256E2,1.397882652E1,6.679000092E1,1.799999952E0,9.300000191E0
2.536527470E2,4.078262500E1,1.675324667E1,4.974861011E2,1.419809818E1,6.418000031E1,1.799999952E0,9.199999809E0
2.546527470E2,4.078268333E1,1.675340000E1,4.980864658E2,1.495422459E1,6.240000153E1,1.799999952E0,9.399999619E0
2.556527470E2,4.078274833E1,1.675355667E1,4.982868267E2,1.568924809E1,5.909000015E1,1.799999952E0,9.300000191E0
2.566527470E2,4.078282500E1,1.675372167E1,4.983871887E2,1.666155815E1,5.677000046E1,1.799999952E0,9.500000000E0
2.576527470E2,4.078291500E1,1.675389833E1,4.995875589E2,1.752783585E1,5.391999817E1,1.700000048E0,9.500000000E0
2.586527470E2,4.078301333E1,1.675406167E1,4.992878679E2,1.821807861E1,5.009000015E1,1.799999952E0,9.600000381E0
2.596527470E2,4.078313167E1,1.675422167E1,4.992881222E2,1.855110359E1,4.727000046E1,1.799999952E0,9.500000000E0
2.606527470E2,4.078324667E1,1.675438167E1,4.980883838E2,1.838330460E1,4.415999985E1,1.799999952E0,9.399999619E0
2.616527470E2,4.078337167E1,1.675452833E1,4.970885806E2,1.879559708E1,4.111000061E1,2.000000000E0,9.500000000E0
2.626527470E2,4.078350167E1,1.675467000E1,4.961887504E2,1.925833130E1,3.879999924E1,1.899999976E0,9.699999809E0
2.636527470E2,4.078364000E1,1.675481167E1,4.954889018E2,1.969378662E1,3.806000137E1,1.899999976E0,9.800000191E0
2.646527470E2,4.078378000E1,1.675495833E1,4.959890656E2,2.018843460E1,3.831000137E1,1.899999976E0,9.300000191E0
2.656527470E2,4.078392333E1,1.675511000E1,4.956892383E2,2.061874199E1,3.906000137E1,1.899999976E0,9.500000000E0
2.666527470E2,4.078407000E1,1.675526167E1,4.951894036E2,2.106912422E1,3.856000137E1,1.899999976E0,9.399999619E0
2.676527470E2,4.078421833E1,1.675542000E1,4.944895868E2,2.137847328E1,3.806999969E1,1.899999976E0,9.399999619E0
2.686527470E2,4.078437500E1,1.675558333E1,4.934897677E2,2.203628731E1,3.868999863E1,1.899999976E0,9.699999809E0
2.696527470E2,4.078453167E1,1.675574667E1,4.923899486E2,2.266270447E1,3.841999817E1,1.899999976E0,9.800000191E0
2.706527470E2,4.078469333E1,1.675591667E1,4.916901401E2,2.316507339E1,3.861999893E1,1.899999976E0,9.500000000E0
2.716527470E2,4.078486000E1,1.675608500E1,4.907903152E2,2.307190895E1,3.865999985E1,1.899999976E0,9.600000381E0
2.726527470E2,4.078502167E1,1.675625833E1,4.902905174E2,2.304308510E1,3.868000031E1,2.000000000E0,9.899999619E0
2.736527470E2,4.078518667E1,1.675642333E1,4.893906855E2,2.302249527E1,3.845000076E1,2.000000000E0,9.899999619E0
2.746527470E2,4.078535000E1,1.675659167E1,4.885908681E2,2.281403351E1,3.863000107E1,2.000000000E0,1.000000000E1
2.756527470E2,4.078550833E1,1.675676000E1,4.877910616E2,2.263491058E1,3.875000000E1,1.899999976E0,9.600000381E0
2.766527470E2,4.078567000E1,1.675692500E1,4.869912372E2,2.214746857E1,3.931999969E1,2.000000000E0,9.800000191E0
2.776527470E2,4.078581667E1,1.675709167E1,4.852914511E2,2.146803474E1,4.129999924E1,1.799999952E0,9.899999619E0
2.786527470E2,4.078594833E1,1.675726000E1,4.848917033E2,2.071293640E1,4.379000092E1,1.899999976E0,9.899999619E0
2.796527470E2,4.078606833E1,1.675744500E1,4.836920349E2,2.036807251E1,4.858000183E1,1.899999976E0,9.899999619E0
2.806527470E2,4.078618000E1,1.675762833E1,4.820923794E2,2.038557434E1,5.356999969E1,1.799999952E0,9.899999619E0
2.816527470E2,4.078628500E1,1.675782500E1,4.815927815E2,2.003710747E1,5.897000122E1,1.799999952E0,9.699999809E0
2.826527470E2,4.078637833E1,1.675803833E1,4.806932629E2,2.018380165E1,6.377000046E1,1.899999976E0,9.899999619E0
2.836527470E2,4.078645833E1,1.675825500E1,4.798937844E2,2.062337494E1,6.826999664E1,1.799999952E0,9.100000381E0
2.846527470E2,4.078652000E1,1.675849000E1,4.796944051E2,2.076080704E1,7.298000336E1,1.799999952E0,9.100000381E0
2.856527470E2,4.078656000E1,1.675873333E1,4.780951003E2,2.049572372E1,7.588999939E1,1.799999952E0,9.199999809E0
2.866527470E2,4.078659667E1,1.675896333E1,4.761957600E2,1.974680328E1,7.684999847E1,1.700000048E0,9.000000000E0
2.876527470E2,4.078663500E1,1.675918000E1,4.748963730E2,1.857066345E1,7.672000122E1,1.799999952E0,9.000000000E0
2.886527470E2,4.078667000E1,1.675938667E1,4.739969612E2,1.725091553E1,7.633000183E1,1.700000048E0,9.199999809E0
2.896527470E2,4.078670833E1,1.675957333E1,4.734974778E2,1.617102814E1,7.668000031E1,1.799999952E0,9.500000000E0
2.906527470E2,4.078673833E1,1.675974667E1,4.733979697E2,1.520335007E1,7.737999725E1,1.799999952E0,9.199999809E0
2.916527470E2,4.078677167E1,1.675991833E1,4.739984489E2,1.429640961E1,7.756999969E1,1.799999952E0,9.399999619E0
2.926527470E2,4.078679500E1,1.676007833E1,4.737989126E2,1.324843502E1,7.843000031E1,1.799999952E0,9.100000381E0
2.936527470E2,4.078681167E1,1.676023167E1,4.735993695E2,1.231987667E1,7.991000366E1,1.799999952E0,9.300000191E0
2.946527470E2,4.078683000E1,1.676037000E1,4.734997744E2,1.118542862E1,8.077999878E1,1.799999952E0,9.199999809E0
2.956527470E2,4.078684500E1,1.676049333E1,4.733001384E2,9.769942284E0,8.325000000E1,1.799999952E0,9.100000381E0
2.966527470E2,4.078685333E1,1.676060833E1,4.734004902E2,8.386883736E0,8.766999817E1,1.799999952E0,8.600000381E0
2.976527470E2,4.078685167E1,1.676070667E1,4.730008103E2,8.185627937E0,9.726999664E1,1.799999952E0,8.699999809E0
2.986527470E2,4.078683667E1,1.676079500E1,4.728011276E2,8.167097092E0,1.048000031E2,1.799999952E0,8.699999809E0
2.996527470E2,4.078682167E1,1.676088667E1,4.724014555E2,7.756864071E0,9.755000305E1,1.799999952E0,8.500000000E0
3.006527470E2,4.078681333E1,1.676097500E1,4.724017581E2,7.250377178E0,8.526999664E1,1.700000048E0,8.399999619E0
3.016527470E2,4.078683000E1,1.676105667E1,4.720019843E2,7.290525436E0,6.851000214E1,1.700000048E0,8.600000381E0
3.026527470E2,4.078686667E1,1.676113500E1,4.718021559E2,7.462957382E0,5.540000153E1,1.799999952E0,8.899999619E0
3.036527470E2,4.078690500E1,1.676121167E1,4.722023185E2,7.650316238E0,5.995999908E1,1.799999952E0,8.699999809E0
3.046527470E2,4.078694000E1,1.676128833E1,4.729024884E2,7.768702507E0,6.329999924E1,1.799999952E0,8.600000381E0
3.056527470E2,4.078697167E1,1.676137167E1,4.739026871E2,8.106360435E0,6.866999817E1,1.799999952E0,8.699999809E0
3.066527470E2,4.078700000E1,1.676146500E1,4.743029252E2,8.420855522E0,7.265000153E1,1.799999952E0,8.800000191E0
3.076527470E2,4.078701833E1,1.676156167E1,4.739031961E2,8.660716057E0,7.604000092E1,1.700000048E0,8.500000000E0
3.086527470E2,4.078703333E1,1.676166167E1,4.742034850E2,9.240808487E0,7.868000031E1,1.700000048E0,8.800000191E0
3.096527470E2,4.078705000E1,1.676177167E1,4.745038024E2,9.588245392E0,7.951000214E1,1.700000048E0,8.699999809E0
3.106527470E2,4.078706333E1,1.676188833E1,4.739041487E2,1.067173576E1,8.016000366E1,1.700000048E0,8.800000191E0
3.116527470E2,4.078708167E1,1.676201500E1,4.737045161E2,1.140830326E1,8.031999969E1,1.700000048E0,8.899999619E0
3.126527470E2,4.078710333E1,1.676214833E1,4.731048976E2,1.216288567E1,8.011000061E1,1.700000048E0,9.199999809E0
3.136527470E2,4.078712333E1,1.676229500E1,4.725053258E2,1.278467083E1,7.923000336E1,1.700000048E0,9.100000381E0
3.146527470E2,4.078714500E1,1.676245000E1,4.720057771E2,1.340233707E1,7.819000244E1,1.700000048E0,9.199999809E0
3.156527470E2,4.078717167E1,1.676260833E1,4.716062281E2,1.380793858E1,7.659999847E1,1.799999952E0,9.000000000E0
3.166527470E2,4.078720167E1,1.676277500E1,4.713066987E2,1.435817623E1,7.569999695E1,1.799999952E0,9.199999809E0
3.176527470E2,4.078724167E1,1.676294500E1,4.711071581E2,1.500466728E1,7.287999725E1,1.799999952E0,9.300000191E0
3.186527470E2,4.078729000E1,1.676310833E1,4.699075777E2,1.538659096E1,6.891999817E1,1.799999952E0,8.899999619E0
3.196527470E2,4.078734667E1,1.676327667E1,4.696079951E2,1.592396164E1,6.523000336E1,1.799999952E0,9.000000000E0
3.206527470E2,4.078741000E1,1.676344667E1,4.686084033E2,1.637485886E1,6.222999954E1,1.799999952E0,8.500000000E0
3.216527470E2,4.078748167E1,1.676361833E1,4.680087986E2,1.688906479E1,5.938999939E1,1.700000048E0,8.600000381E0
3.226527470E2,4.078756167E1,1.676379833E1,4.674092024E2,1.733893204E1,5.683000183E1,1.799999952E0,8.500000000E0
3.236527470E2,4.078764833E1,1.676397000E1,4.671095648E2,1.735746193E1,5.627999878E1,1.799999952E0,8.500000000E0
3.246527470E2,4.078774167E1,1.676414000E1,4.670099072E2,1.739349365E1,5.534999847E1,1.799999952E0,8.600000381E0
3.256527470E2,4.078783000E1,1.676431000E1,4.667102605E2,1.737444878E1,5.579999924E1,1.799999952E0,8.500000000E0
3.266527470E2,4.078792000E1,1.676448167E1,4.660106157E2,1.729260826E1,5.559999847E1,1.799999952E0,8.600000381E0
3.276527470E2,4.078800833E1,1.676465000E1,4.665109637E2,1.719532585E1,5.520000076E1,1.799999952E0,8.600000381E0
3.286527470E2,4.078810000E1,1.676482167E1,4.666113152E2,1.749798203E1,5.547000122E1,1.899999976E0,8.800000191E0
3.296527470E2,4.078819167E1,1.676499167E1,4.666116614E2,1.766217804E1,5.454999924E1,1.799999952E0,8.899999619E0
3.306527470E2,4.078828167E1,1.676516000E1,4.658120058E2,1.791748047E1,5.404000092E1,1.799999952E0,9.300000191E0
3.316527470E2,4.078837667E1,1.676533000E1,4.650123447E2,1.790049553E1,5.391999817E1,1.799999952E0,9.000000000E0
3.326527470E2,4.078847500E1,1.676549833E1,4.641126709E2,1.815322304E1,5.270000076E1,1.799999952E0,9.399999619E0
3.336527470E2,4.078857167E1,1.676567667E1,4.636130330E2,1.829631615E1,5.095000076E1,1.799999952E0,9.399999619E0
3.346527470E2,4.078867500E1,1.676584833E1,4.628133590E2,1.851404381E1,4.765000153E1,1.899999976E0,9.800000191E0
3.356527470E2,4.078879167E1,1.676600167E1,4.621135967E2,1.872302055E1,4.338999939E1,1.799999952E0,9.600000381E0
3.366527470E2,4.078892167E1,1.676614167E1,4.615137623E2,1.873897743E1,3.688999939E1,2.000000000E0,9.699999809E0
3.376527470E2,4.078906000E1,1.676625667E1,4.615138292E2,1.862059021E1,3.148999977E1,1.899999976E0,9.699999809E0
3.386527470E2,4.078920500E1,1.676636667E1,4.618138654E2,1.851713181E1,3.029999924E1,1.899999976E0,9.899999619E0
3.396527470E2,4.078935000E1,1.676647333E1,4.614138908E2,1.864066505E1,2.784000015E1,2.000000000E0,9.899999619E0
3.406527470E2,4.078950000E1,1.676656667E1,4.611138624E2,1.864684105E1,2.462000084E1,2.000000000E0,1.000000000E1
3.416527470E2,4.078965667E1,1.676665833E1,4.613138140E2,1.854132462E1,2.060000038E1,1.799999952E0,9.300000191E0
3.426527470E2,4.078981000E1,1.676672500E1,4.616136925E2,1.855058861E1,1.713999939E1,1.799999952E0,8.800000191E0
3.436527470E2,4.078996333E1,1.676677667E1,4.621135226E2,1.784284592E1,1.519999981E1,1.799999952E0,9.199999809E0
3.446527470E2,4.079011833E1,1.676682000E1,4.614133223E2,1.667082405E1,1.215999985E1,1.799999952E0,8.899999619E0
3.456527470E2,4.079025833E1,1.676685667E1,4.619131334E2,1.458053684E1,1.031000042E1,1.799999952E0,9.100000381E0
3.466527470E2,4.079037833E1,1.676688833E1,4.624129722E2,1.221641731E1,1.140999985E1,1.799999952E0,8.899999619E0
3.476527470E2,4.079047167E1,1.676691500E1,4.624128534E2,9.618099213E0,1.459000015E1,1.899999976E0,9.199999809E0
3.486527470E2,4.079054167E1,1.676694500E1,4.622127966E2,8.202612877E0,2.470999908E1,1.899999976E0,9.000000000E0
3.496527470E2,4.079059500E1,1.676699167E1,4.618128299E2,7.408911705E0,4.104999924E1,1.799999952E0,9.300000191E0
3.506527470E2,4.079063167E1,1.676706167E1,4.628129750E2,6.886983395E0,6.224000168E1,1.799999952E0,9.699999809E0
3.516527470E2,4.079064667E1,1.676715333E1,4.630132373E2,7.362071991E0,8.516999817E1,1.799999952E0,9.899999619E0
3.526527470E2,4.079063500E1,1.676725500E1,4.630135903E2,8.252026558E0,9.808999634E1,1.799999952E0,9.699999809E0
3.536527470E2,4.079061333E1,1.676735833E1,4.617139705E2,8.628288269E0,1.017900009E2,1.799999952E0,8.899999619E0
3.546527470E2,4.079059167E1,1.676746167E1,4.612143508E2,9.403974533E0,1.039599991E2,1.799999952E0,9.100000381E0
3.556527470E2,4.079057000E1,1.676757167E1,4.606147526E2,1.009009933E1,1.041600037E2,1.899999976E0,9.399999619E0
3.566527470E2,4.079054500E1,1.676769333E1,4.603151992E2,1.053121662E1,1.043700027E2,1.799999952E0,9.699999809E0
3.576527470E2,4.079052333E1,1.676782500E1,4.603156707E2,1.106755733E1,1.035199966E2,1.899999976E0,9.899999619E0
3.586527470E2,4.079049667E1,1.676796333E1,4.602161746E2,1.166978264E1,1.032600021E2,1.899999976E0,9.899999619E0
3.596527470E2,4.079047000E1,1.676810167E1,4.600166786E2,1.230391979E1,1.026600037E2,1.799999952E0,9.500000000E0
3.606527470E2,4.079044333E1,1.676824833E1,4.594172093E2,1.269716740E1,1.028499985E2,1.899999976E0,9.199999809E0
3.616527470E2,4.079041667E1,1.676839833E1,4.592177508E2,1.327314186E1,1.035899963E2,1.899999976E0,9.199999809E0
3.626527470E2,4.079039500E1,1.676854667E1,4.589182760E2,1.358763695E1,1.036399994E2,1.799999952E0,9.199999809E0
3.636527470E2,4.079037000E1,1.676870333E1,4.592188353E2,1.380639458E1,1.031800003E2,1.799999952E0,9.399999619E0
3.646527470E2,4.079033833E1,1.676886167E1,4.588194146E2,1.411677170E1,1.036100006E2,1.899999976E0,9.199999809E0
3.656527470E2,4.079030667E1,1.676902500E1,4.583200100E2,1.415022850E1,1.031299973E2,1.799999952E0,9.000000000E0
3.666527470E2,4.079027500E1,1.676918667E1,4.576206000E2,1.427736473E1,1.033799973E2,1.799999952E0,8.800000191E0
3.676527470E2,4.079024833E1,1.676935333E1,4.572211951E2,1.438185406E1,1.040699997E2,1.799999952E0,8.899999619E0
3.686527470E2,4.079021833E1,1.676952333E1,4.572218083E2,1.452134323E1,1.038000031E2,1.899999976E0,9.100000381E0
3.696527470E2,4.079018667E1,1.676969000E1,4.576224144E2,1.452494621E1,1.036800003E2,1.899999976E0,9.399999619E0
3.706527470E2,4.079015500E1,1.676985833E1,4.577230258E2,1.449560738E1,1.038000031E2,1.899999976E0,9.399999619E0
3.716527470E2,4.079012333E1,1.677002167E1,4.574236212E2,1.435508823E1,1.041999969E2,1.899999976E0,9.399999619E0
3.726527470E2,4.079009333E1,1.677018167E1,4.569242021E2,1.438700104E1,1.040500031E2,1.899999976E0,9.500000000E0
3.736527470E2,4.079005500E1,1.677034000E1,4.559247959E2,1.423618698E1,1.042300034E2,1.799999952E0,9.399999619E0
3.746527470E2,4.079002333E1,1.677050000E1,4.553253805E2,1.431751347E1,1.039300003E2,1.899999976E0,9.699999809E0
3.756527470E2,4.078999167E1,1.677066667E1,4.548259866E2,1.449612236E1,1.039899979E2,1.899999976E0,9.800000191E0
3.766527470E2,4.078995833E1,1.677083833E1,4.555266124E2,1.478591061E1,1.039800034E2,1.899999976E0,9.399999619E0
3.776527470E2,4.078992500E1,1.677100667E1,4.556272274E2,1.504636002E1,1.042900009E2,1.899999976E0,9.399999619E0
3.786527470E2,4.078988833E1,1.677118333E1,4.554278766E2,1.539482689E1,1.044000015E2,1.899999976E0,9.500000000E0
3.796527470E2,4.078985333E1,1.677136167E1,4.557285275E2,1.535570812E1,1.041999969E2,1.899999976E0,9.399999619E0
3.806527470E2,4.078982000E1,1.677154167E1,4.560291801E2,1.543754864E1,1.043600006E2,1.899999976E0,9.399999619E0
3.816527470E2,4.078979000E1,1.677171833E1,4.555298147E2,1.572424889E1,1.041100006E2,1.899999976E0,9.800000191E0
3.826527470E2,4.078975500E1,1.677189667E1,4.550304655E2,1.597080135E1,1.049000015E2,1.899999976E0,1.010000038E1
3.836527470E2,4.078971333E1,1.677208667E1,4.547311686E2,1.617360115E1,1.045899963E2,1.899999976E0,1.010000038E1
3.846527470E2,4.078967500E1,1.677227333E1,4.542318536E2,1.645463943E1,1.042799988E2,1.899999976E0,1.019999981E1
3.856527470E2,4.078963833E1,1.677246500E1,4.533325510E2,1.674906158E1,1.045800018E2,1.899999976E0,1.000000000E1
3.866527470E2,4.078960000E1,1.677265833E1,4.535332574E2,1.710267448E1,1.045000000E2,2.000000000E0,1.019999981E1
3.876527470E2,4.078956167E1,1.677285000E1,4.538339585E2,1.735180092E1,1.041399994E2,2.000000000E0,1.000000000E1
3.886527470E2,4.078952333E1,1.677305500E1,4.542347025E2,1.788505363E1,1.041699982E2,1.899999976E0,1.000000000E1
3.896527470E2,4.078948833E1,1.677327000E1,4.552354714E2,1.804307365E1,1.035999985E2,1.899999976E0,9.800000191E0
3.906527470E2,4.078945167E1,1.677348500E1,4.544362439E2,1.840543747E1,1.036100006E2,1.899999976E0,9.300000191E0
3.916527470E2,4.078941167E1,1.677369833E1,4.547370183E2,1.862316513E1,1.042799988E2,1.899999976E0,9.399999619E0
3.926527470E2,4.078936833E1,1.677391667E1,4.551378162E2,1.890832138E1,1.045699997E2,1.899999976E0,9.399999619E0
3.936527470E2,4.078932833E1,1.677414333E1,4.549386335E2,1.904214859E1,1.046200027E2,1.899999976E0,9.399999619E0
3.946527470E2,4.078928167E1,1.677435167E1,4.547394064E2,1.854904556E1,1.042200012E2,1.899999976E0,9.000000000E0
3.956527470E2,4.078924167E1,1.677456333E1,4.545401755E2,1.818925476E1,1.036800003E2,1.899999976E0,9.100000381E0
3.966527470E2,4.078921000E1,1.677477500E1,4.539409263E2,1.793086243E1,1.031900024E2,1.899999976E0,9.199999809E0
3.976527470E2,4.078917500E1,1.677497333E1,4.540416414E2,1.729981422E1,1.018399963E2,1.899999976E0,9.199999809E0
3.986527470E2,4.078914500E1,1.677516667E1,4.532423295E2,1.696421432E1,9.750000000E1,1.799999952E0,8.899999619E0
3.996527470E2,4.078913000E1,1.677536333E1,4.523429955E2,1.658074760E1,9.155000305E1,1.799999952E0,8.800000191E0
4.006527470E2,4.078913333E1,1.677555500E1,4.516436053E2,1.629404640E1,8.554000092E1,1.700000048E0,8.500000000E0
4.016527470E2,4.078915333E1,1.677574167E1,4.514441626E2,1.568821907E1,8.006999969E1,1.700000048E0,8.800000191E0
4.026527470E2,4.078918000E1,1.677591667E1,4.512446676E2,1.566557121E1,7.791999817E1,1.799999952E0,8.699999809E0
4.036527470E2,4.078920833E1,1.677606667E1,4.508450886E2,1.274812508E1,7.666999817E1,1.799999952E0,8.899999619E0
4.046527470E2,4.078923667E1,1.677619667E1,4.501454452E2,1.120189953E1,7.601999664E1,1.799999952E0,8.800000191E0
4.056527470E2,4.078926000E1,1.677631667E1,4.495457805E2,9.787443161E0,7.538999939E1,1.799999952E0,8.899999619E0
4.066527470E2,4.078928000E1,1.677642333E1,4.494460802E2,9.134260178E0,7.986000061E1,1.799999952E0,8.600000381E0
4.076527470E2,4.078928000E1,1.677653000E1,4.490464236E2,8.176877022E0,9.383000183E1,1.799999952E0,8.699999809E0
4.086527470E2,4.078926000E1,1.677662667E1,4.489467786E2,8.007019043E0,1.125000000E2,1.799999952E0,8.800000191E0
4.096527470E2,4.078922333E1,1.677670000E1,4.488470949E2,7.872676373E0,1.245800018E2,1.799999952E0,9.000000000E0
4.106527470E2,4.078916667E1,1.677674833E1,4.491473745E2,7.874735355E0,1.427899933E2,1.899999976E0,9.000000000E0
4.116527470E2,4.078910000E1,1.677679000E1,4.492476544E2,8.331294060E0,1.502500000E2,1.899999976E0,9.300000191E0
4.126527470E2,4.078903167E1,1.677683500E1,4.489479488E2,8.733806610E0,1.511900024E2,1.899999976E0,9.500000000E0
4.136527470E2,4.078896000E1,1.677688333E1,4.483482611E2,8.986535072E0,1.504100037E2,2.000000000E0,9.600000381E0
4.146517470E2,4.078889000E1,1.677693667E1,4.479485859E2,9.003005981E0,1.502899933E2,1.899999976E0,9.399999619E0
4.156517470E2,4.078881667E1,1.677699167E1,4.480489234E2,9.230513573E0,1.498099976E2,1.899999976E0,9.300000191E0
4.166517470E2,4.078874333E1,1.677705000E1,4.481492716E2,9.256764412E0,1.498000031E2,1.899999976E0,8.899999619E0
4.176517470E2,4.078866667E1,1.677711000E1,4.480496324E2,9.074552536E0,1.493399963E2,1.899999976E0,9.100000381E0
4.186517470E2,4.078859500E1,1.677716500E1,4.483499662E2,9.058596611E0,1.488899994E2,1.899999976E0,9.000000000E0
4.196517470E2,4.078852333E1,1.677722000E1,4.482503000E2,8.971608162E0,1.491600037E2,1.899999976E0,9.300000191E0
4.206517470E2,4.078845500E1,1.677727667E1,4.481506319E2,8.709099770E0,1.487899933E2,1.899999976E0,9.300000191E0
4.216517470E2,4.078838500E1,1.677733167E1,4.481509620E2,8.354970932E0,1.486300049E2,1.899999976E0,9.199999809E0
4.226517470E2,4.078831833E1,1.677738167E1,4.479512688E2,7.969958782E0,1.468600006E2,1.899999976E0,9.199999809E0
4.236517470E2,4.078825833E1,1.677743167E1,4.478515609E2,7.707450390E0,1.467299957E2,1.899999976E0,8.899999619E0
4.246517470E2,4.078820167E1,1.677748000E1,4.476518404E2,7.512371063E0,1.462500000E2,1.899999976E0,8.800000191E0
4.256517470E2,4.078814500E1,1.677752500E1,4.473521092E2,7.293099403E0,1.482899933E2,1.799999952E0,8.899999619E0
4.266517470E2,4.078808833E1,1.677755667E1,4.470523351E2,7.212287903E0,1.562500000E2,1.799999952E0,8.199999809E0
4.276517470E2,4.078803000E1,1.677757833E1,4.471525324E2,6.993530750E0,1.741499939E2,1.799999952E0,8.399999619E0
4.286517470E2,4.078796167E1,1.677756833E1,4.464526496E2,7.081548214E0,1.933500061E2,1.799999952E0,8.500000000E0
