"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.606841620E-1,-4.500000179E-2,9.952950478E0,1.675950050E0
2.631910100E-1,-1.309500039E-1,1.024200058E1,1.860000134E0
2.656970870E-1,-2.239500135E-1,1.015395069E1,1.873950124E0
2.682039310E-1,-2.890500128E-1,9.720000267E0,1.819050074E0
2.707115470E-1,-2.670000196E-1,9.241950035E0,1.764000058E0
2.732183950E-1,-1.840500087E-1,9.000000000E0,1.800000072E0
2.757244720E-1,-7.095000148E-2,9.213000298E0,2.020050049E0
2.782313160E-1,7.200000435E-2,9.792000771E0,2.320050001E0
2.807390080E-1,1.549500078E-1,1.028805065E1,2.413050175E0
2.832457660E-1,2.370000184E-1,1.036005020E1,2.320050001E0
2.857519200E-1,2.440500110E-1,9.940950394E0,1.980000138E0
2.882586870E-1,2.250000089E-1,9.292050362E0,1.539000034E0
2.907663790E-1,2.010000050E-1,8.835000038E0,1.230000019E0
2.932731500E-1,1.650000066E-1,8.824950218E0,1.225050092E0
2.957793040E-1,1.080000028E-1,9.282000542E0,1.494000077E0
2.982859940E-1,2.595000155E-2,9.892950058E0,1.857000113E0
3.007937640E-1,-5.700000376E-2,1.029000092E1,1.996050119E0
3.033005350E-1,-1.639500111E-1,1.021395016E1,1.956000090E0
3.058066120E-1,-2.430000156E-1,9.724950790E0,1.872000098E0
3.083133400E-1,-3.060000241E-1,9.177000046E0,1.711050034E0
3.108211090E-1,-2.550000250E-1,8.929950714E0,1.680000067E0
3.133278670E-1,-1.549500078E-1,9.166950226E0,1.915050149E0
3.158339440E-1,-1.095000096E-2,9.748950005E0,2.221050024E0
3.183407830E-1,1.219500080E-1,1.030005074E1,2.427000046E0
3.208484750E-1,2.179500163E-1,1.041000080E1,2.370000124E0
3.233552270E-1,2.269500047E-1,1.008195019E1,2.050950050E0
3.258613040E-1,2.389500141E-1,9.475950241E0,1.723050117E0
3.283681480E-1,2.220000178E-1,9.001950264E0,1.429050088E0
3.308758410E-1,1.549500078E-1,8.902050018E0,1.362000108E0
3.333826120E-1,8.595000207E-2,9.213000298E0,1.494000077E0
3.358886890E-1,4.950000439E-3,9.766050339E0,1.764000058E0
3.383955330E-1,-1.050000042E-1,1.024500084E1,1.963050127E0
3.409032250E-1,-2.430000156E-1,1.031205082E1,1.953000069E0
3.434099970E-1,-3.559500277E-1,9.874050140E0,1.849950075E0
3.459160680E-1,-3.460500240E-1,9.256050110E0,1.675950050E0
3.484229130E-1,-2.770500183E-1,8.881950378E0,1.642050028E0
3.509305280E-1,-1.120500043E-1,9.072000504E0,1.828950047E0
3.534373810E-1,3.600000218E-2,9.694050789E0,2.130000114E0
3.559434580E-1,1.750500053E-1,1.027800083E1,2.382000208E0
3.584502870E-1,2.509500086E-1,1.047705078E1,2.355000019E0
3.609579030E-1,3.210000098E-1,1.009395027E1,2.097000122E0
3.634647470E-1,2.989500165E-1,9.448050499E0,1.719000101E0
3.659708240E-1,2.440500110E-1,8.973000526E0,1.435950041E0
3.684776680E-1,1.870500147E-1,8.855999947E0,1.357050061E0
3.709852830E-1,1.120500043E-1,9.148050308E0,1.528950095E0
3.734921310E-1,4.950000439E-3,9.627000809E0,1.771050096E0
3.759982080E-1,-1.380000114E-1,1.008195019E1,1.945950150E0
3.785050530E-1,-2.629500031E-1,1.019700050E1,1.972050071E0
3.810126680E-1,-3.679500222E-1,9.922050476E0,1.896000147E0
3.835195160E-1,-3.870000243E-1,9.358950615E0,1.738050103E0
3.860255930E-1,-2.980500162E-1,8.997000694E0,1.692000031E0
3.885324170E-1,-1.380000114E-1,9.061950684E0,1.819050074E0
3.910400330E-1,4.095000029E-2,9.577050209E0,2.121000051E0
3.935468810E-1,2.149500102E-1,1.019505024E1,2.377050161E0
3.960529580E-1,3.229500055E-1,1.047705078E1,2.458050013E0
3.985597450E-1,3.229500055E-1,1.022595024E1,2.260050058E0
4.010674370E-1,3.060000241E-1,9.618000031E0,1.867050052E0
4.035742750E-1,2.320500165E-1,9.016950607E0,1.546050072E0
4.060803520E-1,1.150500029E-1,8.842050552E0,1.354950070E0
4.085871350E-1,1.905000024E-2,9.141000748E0,1.470000029E0
4.110948270E-1,-5.700000376E-2,9.675000191E0,1.756950140E0
4.136016750E-1,-1.639500111E-1,1.012995052E1,1.936050057E0
4.161077520E-1,-2.460000068E-1,1.021095085E1,1.915050149E0
4.186145190E-1,-3.060000241E-1,9.924000740E0,1.792950034E0
4.211222110E-1,-2.939999998E-1,9.442950249E0,1.711050034E0
4.236290600E-1,-2.239500135E-1,9.081000328E0,1.666050076E0
4.261351370E-1,-7.095000148E-2,9.124050140E0,1.788000107E0
4.286419810E-1,6.405000389E-2,9.555000305E0,2.044049978E0
4.311495960E-1,1.909500062E-1,1.008900070E1,2.346000195E0
4.336564240E-1,2.629500031E-1,1.037700081E1,2.365050077E0
4.361625010E-1,2.610000074E-1,1.018500042E1,2.161950111E0
4.386692680E-1,2.200500071E-1,9.622050285E0,1.831050038E0
4.411769280E-1,1.630500108E-1,9.067049980E0,1.515000105E0
4.436837760E-1,1.150500029E-1,8.854050636E0,1.345050097E0
4.461898530E-1,4.305000231E-2,9.049950600E0,1.434000015E0
4.486966200E-1,-3.795000166E-2,9.529050827E0,1.690050125E0
4.512043450E-1,-9.705000371E-2,1.000305080E1,1.921950102E0
4.537111170E-1,-2.070000172E-1,1.016295052E1,1.975050092E0
4.562173040E-1,-2.820000052E-1,9.904950142E0,1.867050052E0
4.587240720E-1,-3.300000131E-1,9.436050415E0,1.740000129E0
4.612317640E-1,-2.959500253E-1,9.057000160E0,1.692000031E0
4.637385350E-1,-1.600500047E-1,9.079050064E0,1.801950097E0
4.662446890E-1,1.950000064E-3,9.498000145E0,2.050950050E0
4.687515330E-1,1.630500108E-1,1.010400009E1,2.286000013E0
4.712591490E-1,2.850000262E-1,1.043595028E1,2.394000053E0
4.737659200E-1,3.280500174E-1,1.025895023E1,2.248050213E0
4.762720740E-1,2.989500165E-1,9.727950096E0,1.896000147E0
4.787788410E-1,2.389500141E-1,9.199050903E0,1.552950025E0
4.812865470E-1,1.549500078E-1,8.947050095E0,1.407000065E0
4.837933190E-1,7.200000435E-2,9.129000664E0,1.482000113E0
4.862992420E-1,-3.795000166E-2,9.565050125E0,1.671000123E0
4.888062400E-1,-1.639500111E-1,9.969000816E0,1.857000113E0
4.913139130E-1,-2.869500220E-1,1.014900017E1,1.948050141E0
4.938207610E-1,-3.559500277E-1,1.000305080E1,1.872000098E0
4.963268380E-1,-3.750000298E-1,9.606000900E0,1.765950084E0
4.988336050E-1,-2.820000052E-1,9.199050903E0,1.639950037E0
5.013413120E-1,-1.429500133E-1,9.061950684E0,1.659000039E0
5.038481600E-1,9.000000544E-3,9.391950607E0,1.896000147E0
5.063542370E-1,1.579500139E-1,9.969000816E0,2.166000128E0
5.088610040E-1,2.220000178E-1,1.039605045E1,2.278950214E0
5.113687250E-1,2.490000129E-1,1.032405090E1,2.145000219E0
5.138755730E-1,1.909500062E-1,9.768000603E0,1.872000098E0
5.163816500E-1,1.579500139E-1,9.091050148E0,1.551000118E0
5.188884180E-1,1.240500063E-1,8.760000229E0,1.333050013E0
5.213960910E-1,7.605000585E-2,8.893950462E0,1.429050088E0
5.239029390E-1,-1.095000096E-2,9.426000595E0,1.765950084E0
5.264090160E-1,-8.505000174E-2,9.981000900E0,2.020050049E0
5.289157830E-1,-1.519500017E-1,1.018305016E1,2.029950142E0
5.314234940E-1,-2.550000250E-1,1.001505089E1,1.860000134E0
5.339303430E-1,-2.790000141E-1,9.582000732E0,1.708950043E0
5.364364200E-1,-2.509500086E-1,9.222000122E0,1.611000061E0
5.389431680E-1,-1.450500041E-1,9.129000664E0,1.636950135E0
5.414508600E-1,-1.800000109E-2,9.433050156E0,1.792950034E0
5.439576310E-1,1.170000061E-1,9.961950302E0,2.104050159E0
5.464638280E-1,2.269500047E-1,1.035705090E1,2.296050072E0
5.489705950E-1,2.820000052E-1,1.029300022E1,2.233050108E0
5.514782880E-1,2.779500186E-1,9.855000496E0,1.953000069E0
5.539852860E-1,2.250000089E-1,9.241950035E0,1.684950113E0
5.564923550E-1,1.630500108E-1,8.932950020E0,1.515000105E0
5.589979820E-1,7.905000448E-2,8.995050430E0,1.555950046E0
5.615056720E-1,1.395000052E-2,9.439949989E0,1.740000129E0
5.640124440E-1,-8.805000782E-2,9.888000488E0,1.872000098E0
5.665186030E-1,-2.220000178E-1,1.010595036E1,1.896000147E0
5.690253700E-1,-3.130500019E-1,1.000305080E1,1.777950048E0
5.715330620E-1,-3.820500076E-1,9.582000732E0,1.632000089E0
5.740398180E-1,-3.660000265E-1,9.187050819E0,1.534050107E0
5.765459720E-1,-2.719500065E-1,9.055050850E0,1.618050098E0
5.790527390E-1,-1.380000114E-1,9.369000435E0,1.855050087E0
5.815604320E-1,8.595000207E-2,9.934050560E0,2.152050018E0
5.840672030E-1,2.200500071E-1,1.037895012E1,2.326950073E0
5.865733620E-1,3.229500055E-1,1.032600021E1,2.272050142E0
5.890801290E-1,3.330000043E-1,9.879000664E0,1.969950080E0
5.915878210E-1,3.010500073E-1,9.262950897E0,1.651950121E0
5.940946690E-1,2.299500108E-1,8.920950890E0,1.450050116E0
5.966007510E-1,1.750500053E-1,8.947050095E0,1.462050080E0
5.991075960E-1,1.099500060E-1,9.310950279E0,1.635000110E0
6.016152110E-1,9.000000544E-3,9.766050339E0,1.824000120E0
6.041220930E-1,-1.050000042E-1,1.006500053E1,1.936050057E0
6.066279390E-1,-2.119500041E-1,1.004895020E1,1.897950053E0
6.091349370E-1,-2.839500010E-1,9.687000275E0,1.822050095E0
6.116426300E-1,-2.890500128E-1,9.282000542E0,1.666050076E0
6.141494200E-1,-1.999500096E-1,9.097949982E0,1.647000074E0
6.166553430E-1,-8.100000024E-2,9.352050781E0,1.788000107E0
6.191623410E-1,6.195000187E-2,9.847050667E0,2.029950142E0
6.216700330E-1,1.990500093E-1,1.029300022E1,2.224050045E0
6.241768040E-1,2.509500086E-1,1.034295082E1,2.212050200E0
6.266827230E-1,2.610000074E-1,9.946050644E0,2.037000179E0
6.291897210E-1,2.299500108E-1,9.322950363E0,1.744950056E0
6.316974130E-1,1.720500141E-1,8.938050270E0,1.515000105E0
6.342042610E-1,1.030500084E-1,8.929950714E0,1.537050128E0
6.367103430E-1,2.595000155E-2,9.328050613E0,1.752000093E0
6.392171100E-1,-6.599999964E-2,9.840000153E0,1.963050127E0
6.417248220E-1,-1.429500133E-1,1.012995052E1,1.992000103E0
6.442316700E-1,-2.340000123E-1,1.008900070E1,1.845000029E0
6.467377470E-1,-2.580000162E-1,9.735000610E0,1.726050138E0
6.492445140E-1,-2.670000196E-1,9.330000877E0,1.573050022E0
6.517522060E-1,-1.840500087E-1,9.130949974E0,1.519950032E0
6.542590540E-1,-4.500000179E-2,9.321000099E0,1.726050138E0
6.567649240E-1,1.120500043E-1,9.799950600E0,2.065950155E0
6.592719220E-1,2.200500071E-1,1.023495007E1,2.287950039E0
6.617796200E-1,2.970000207E-1,1.032900047E1,2.314950228E0
6.642864680E-1,3.040500283E-1,9.946050644E0,2.106000185E0
6.667925450E-1,2.539499998E-1,9.354000092E0,1.831050038E0
6.692992970E-1,2.269500047E-1,8.956950188E0,1.596000075E0
6.718069890E-1,1.840500087E-1,8.917950630E0,1.503000021E0
6.743137610E-1,9.795000404E-2,9.241950035E0,1.627950072E0
6.768199150E-1,2.100000158E-2,9.759000778E0,1.816950083E0
6.793266820E-1,-1.090500057E-1,1.011105061E1,1.917000055E0
6.818343740E-1,-2.190000117E-1,1.012305069E1,1.816950083E0
6.843411550E-1,-2.869500220E-1,9.759000778E0,1.648950100E0
6.868473090E-1,-3.100500107E-1,9.249000549E0,1.543950081E0
6.893540760E-1,-2.509500086E-1,8.977950096E0,1.579950094E0
6.918617690E-1,-1.279500127E-1,9.172050476E0,1.801950097E0
6.943685400E-1,2.595000155E-2,9.760950089E0,2.157000065E0
6.968747030E-1,1.750500053E-1,1.029000092E1,2.451000214E0
6.993814700E-1,2.659500241E-1,1.042005062E1,2.514000177E0
7.018891620E-1,2.800500095E-1,1.009200001E1,2.242950201E0
7.043959340E-1,2.700000107E-1,9.502950668E0,1.848000050E0
7.069021020E-1,2.149500102E-1,9.052050591E0,1.528950095E0
7.094088700E-1,1.530000120E-1,8.964000702E0,1.438050032E0
7.119165620E-1,9.795000404E-2,9.234000206E0,1.522050023E0
7.144233380E-1,1.950000064E-3,9.687000275E0,1.704000115E0
7.169292610E-1,-1.210500076E-1,1.008195019E1,1.848000050E0
7.194362590E-1,-2.170500159E-1,1.021095085E1,1.924950123E0
7.219439470E-1,-3.250500262E-1,9.931050301E0,1.836000085E0
7.244507180E-1,-3.180000186E-1,9.448050499E0,1.695000052E0
7.269566460E-1,-2.580000162E-1,9.084000587E0,1.612950087E0
7.294636440E-1,-1.120500043E-1,9.108000755E0,1.738050103E0
7.319713160E-1,6.900000572E-2,9.535950661E0,2.047049999E0
7.344780880E-1,2.010000050E-1,1.006305027E1,2.287950039E0
7.369840110E-1,2.970000207E-1,1.035705090E1,2.353049994E0
7.394910090E-1,3.010500073E-1,1.021095085E1,2.233050108E0
7.419987010E-1,2.610000074E-1,9.634050369E0,1.917000055E0
7.445054720E-1,1.890000105E-1,9.096000671E0,1.546050072E0
7.470113950E-1,1.240500063E-1,8.839050293E0,1.318950057E0
7.495183930E-1,1.905000024E-2,9.012000084E0,1.399950027E0
7.520260860E-1,-6.599999964E-2,9.499950409E0,1.668000102E0
7.545328570E-1,-1.519500017E-1,9.972000122E0,1.891050100E0
7.570388090E-1,-2.100000083E-1,1.018995094E1,1.921950102E0
7.595458070E-1,-2.629500031E-1,9.991050720E0,1.864950061E0
7.620534650E-1,-2.580000162E-1,9.541050911E0,1.795050144E0
7.645602360E-1,-2.070000172E-1,9.151050568E0,1.743000031E0
7.670661360E-1,-7.304999977E-2,9.105000496E0,1.812000036E0
7.695731340E-1,4.500000179E-2,9.495000839E0,2.092050076E0
7.720808260E-1,1.579500139E-1,1.004100037E1,2.347950220E0
7.745875970E-1,2.110500038E-1,1.035495090E1,2.443950176E0
7.770935200E-1,2.419500053E-1,1.026405048E1,2.269050121E0
7.796005180E-1,2.220000178E-1,9.784950256E0,1.915050149E0
7.821082100E-1,1.750500053E-1,9.262950897E0,1.611000061E0
7.846149820E-1,1.219500080E-1,8.980950356E0,1.399950027E0
7.871209050E-1,6.405000389E-2,9.072000504E0,1.383000016E0
7.896279030E-1,-1.395000052E-2,9.486000061E0,1.611000061E0
7.921353640E-1,-7.095000148E-2,9.985950470E0,1.861950040E0
7.946423660E-1,-1.570500135E-1,1.024005032E1,1.921950102E0
7.971482840E-1,-2.599500120E-1,1.009605026E1,1.843050122E0
7.996552820E-1,-2.910000086E-1,9.625050545E0,1.735050082E0
8.021629750E-1,-2.650500238E-1,9.103050232E0,1.618050098E0
8.046697130E-1,-1.879500151E-1,8.929950714E0,1.695000052E0
8.071758670E-1,-7.304999977E-2,9.292050362E0,1.956000090E0
8.096826340E-1,6.195000187E-2,9.931050301E0,2.226000071E0
8.121903210E-1,1.480500102E-1,1.037895012E1,2.367000103E0
8.146970930E-1,2.029500157E-1,1.029795074E1,2.245050192E0
8.172032270E-1,1.960500032E-1,9.782999992E0,1.905000091E0
8.197099950E-1,2.010000050E-1,9.177000046E0,1.591950059E0
8.222174560E-1,1.600500047E-1,8.854050636E0,1.381050110E0
8.247244580E-1,1.030500084E-1,8.983050346E0,1.402950048E0
8.272303810E-1,4.095000029E-2,9.400050163E0,1.672950029E0
8.297373790E-1,-4.695000127E-2,9.943050385E0,1.903050065E0
8.322448410E-1,-1.429500133E-1,1.023000050E1,1.953000069E0
8.347518430E-1,-2.629500031E-1,1.009905052E1,1.897950053E0
8.372577660E-1,-3.220500052E-1,9.640950203E0,1.764000058E0
8.397647640E-1,-3.319500089E-1,9.169950485E0,1.648950100E0
8.422724370E-1,-2.220000178E-1,8.992950439E0,1.708950043E0
8.447792090E-1,-5.400000140E-2,9.292050362E0,1.917000055E0
8.472851310E-1,1.240500063E-1,9.895050049E0,2.209050179E0
8.497921290E-1,2.629500031E-1,1.037700081E1,2.427000046E0
8.522997930E-1,3.300000131E-1,1.040295029E1,2.377050161E0
8.548065640E-1,2.939999998E-1,9.913950920E0,2.089950085E0
8.573124670E-1,2.340000123E-1,9.277950287E0,1.699050069E0
8.598192350E-1,1.360500008E-1,8.902050018E0,1.435950041E0
8.623271580E-1,5.505000427E-2,8.973000526E0,1.399950027E0
8.648339290E-1,-2.595000155E-2,9.442950249E0,1.591950059E0
8.673398520E-1,-1.380000114E-1,9.958050728E0,1.789950132E0
8.698468500E-1,-2.170500159E-1,1.018005085E1,1.869000077E0
8.723545420E-1,-2.910000086E-1,1.001295090E1,1.789950132E0
8.748613130E-1,-3.730500042E-1,9.631950378E0,1.750050068E0
8.773672370E-1,-3.300000131E-1,9.265950203E0,1.660950065E0
8.798742350E-1,-2.580000162E-1,9.148050308E0,1.707000136E0
8.823819180E-1,-1.050000042E-1,9.373050690E0,1.909950137E0
8.848886890E-1,7.395000011E-2,9.820950508E0,2.209050179E0
8.873946070E-1,1.890000105E-1,1.022100067E1,2.329050064E0
8.899016050E-1,2.539499998E-1,1.026405048E1,2.230950117E0
8.924092830E-1,2.539499998E-1,9.883050919E0,1.987050056E0
8.949160540E-1,1.960500032E-1,9.334950447E0,1.690050125E0
8.974220060E-1,1.770000011E-1,8.973000526E0,1.470000029E0
8.999290040E-1,1.050000042E-1,8.968950272E0,1.402950048E0
9.024366960E-1,8.805000782E-2,9.321000099E0,1.506000042E0
9.049434670E-1,1.200000010E-2,9.754050255E0,1.764000058E0
9.074493900E-1,-1.210500076E-1,1.006800079E1,1.897950053E0
9.099563880E-1,-2.029500157E-1,1.001505089E1,1.848000050E0
9.124640810E-1,-3.010500073E-1,9.673050880E0,1.750050068E0
9.149708520E-1,-3.130500019E-1,9.256050110E0,1.687050104E0
9.174767750E-1,-2.530499995E-1,9.081000328E0,1.714050055E0
9.199837730E-1,-1.330500096E-1,9.289950371E0,1.861950040E0
9.224914700E-1,3.105000220E-2,9.775950432E0,2.130000114E0
9.249982420E-1,1.750500053E-1,1.022295094E1,2.371950150E0
9.275041650E-1,2.440500110E-1,1.031895065E1,2.386950016E0
9.300111630E-1,2.779500186E-1,1.000095081E1,2.098950148E0
9.325186240E-1,2.580000162E-1,9.487950325E0,1.756950140E0
9.350256550E-1,1.939500123E-1,9.081000328E0,1.510050058E0
9.375315780E-1,1.270500124E-1,9.036000252E0,1.414950013E0
9.400385760E-1,5.700000376E-2,9.298950195E0,1.563000083E0
9.425460380E-1,-7.095000148E-2,9.736950874E0,1.755000114E0
9.450530400E-1,-2.050500065E-1,1.009605026E1,1.872000098E0
9.475591940E-1,-2.939999998E-1,1.012305069E1,1.881000042E0
9.500659610E-1,-3.559500277E-1,9.840000153E0,1.759050131E0
9.525736530E-1,-3.460500240E-1,9.373050690E0,1.630050063E0
9.550804250E-1,-2.460000068E-1,9.079050064E0,1.600950122E0
9.575865780E-1,-1.020000055E-1,9.157950401E0,1.743000031E0
9.600933460E-1,7.605000585E-2,9.630000114E0,2.092050076E0
9.626008070E-1,2.179500163E-1,1.015395069E1,2.329050064E0
9.651078230E-1,2.920500040E-1,1.036905003E1,2.317050219E0
9.676137460E-1,2.920500040E-1,1.009200001E1,2.128050089E0
9.701207440E-1,2.340000123E-1,9.526950836E0,1.810050130E0
9.726284370E-1,1.699500084E-1,8.985000610E0,1.458000064E0
9.751351740E-1,1.000500023E-1,8.839050293E0,1.314000010E0
9.776413280E-1,4.305000231E-2,9.108000755E0,1.446000099E0
9.801480950E-1,-4.200000316E-2,9.613050461E0,1.747050047E0
9.826557870E-1,-1.020000055E-1,1.008705044E1,1.888950109E0
9.851625590E-1,-2.029500157E-1,1.017795086E1,1.845000029E0
9.876687120E-1,-2.359500080E-1,9.876000404E0,1.756950140E0
9.901754800E-1,-2.430000156E-1,9.427950859E0,1.687050104E0
9.926829410E-1,-1.930500120E-1,9.109950066E0,1.656000137E0
9.951899430E-1,-7.304999977E-2,9.127050400E0,1.783050060E0
9.976958660E-1,3.600000218E-2,9.555000305E0,2.068050146E0
1.000202864E0,1.630500108E-1,1.009395027E1,2.335950136E0
1.002710326E0,2.340000123E-1,1.036500072E1,2.446050167E0
1.005217343E0,2.629500031E-1,1.018500042E1,2.250000000E0
1.007723266E0,2.320500165E-1,9.685050011E0,1.921950102E0
1.010230273E0,1.819500029E-1,9.187050819E0,1.606050134E0
1.012737965E0,1.429500133E-1,8.964000702E0,1.402950048E0
1.015244756E0,8.805000782E-2,9.117000580E0,1.402950048E0
1.017750680E0,1.905000024E-2,9.541050911E0,1.624950051E0
1.020257697E0,-7.304999977E-2,1.002900028E1,1.867050052E0
