"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.278205530E-1,-5.472499877E-2,-1.553750038E-2,2.612499893E-2
1.303282450E-1,-3.519999981E-2,-1.182499994E-2,1.636249945E-2
1.328350160E-1,-2.199999988E-3,-1.058750041E-2,2.887499984E-3
1.353411700E-1,2.461249940E-2,-8.249999955E-3,-6.874999963E-3
1.378479560E-1,3.561250120E-2,-3.299999982E-3,-1.292499993E-2
1.403556480E-1,2.832499892E-2,5.224999972E-3,-1.539999992E-2
1.428626500E-1,1.484999992E-2,2.117500082E-2,-1.416249946E-2
1.453684970E-1,1.374999993E-3,3.093750030E-2,-1.292499993E-2
1.478753740E-1,-3.437499981E-3,2.846249938E-2,-1.168750040E-2
1.503830660E-1,3.849999979E-3,1.746249944E-2,-1.168750040E-2
1.528900680E-1,1.856249943E-2,-8.249999955E-4,-6.874999963E-3
1.553959910E-1,2.337500080E-2,-1.924999990E-2,2.887499984E-3
1.579027680E-1,7.562499959E-3,-2.653750032E-2,1.154999994E-2
1.604104610E-1,-2.048750035E-2,-2.529999986E-2,2.254999988E-2
1.629174630E-1,-4.496249929E-2,-1.924999990E-2,2.488750033E-2
1.654233140E-1,-5.348749831E-2,-1.182499994E-2,2.007500082E-2
1.679301580E-1,-3.519999981E-2,-7.012499962E-3,1.031249948E-2
1.704377730E-1,-9.624999948E-4,-5.774999969E-3,-3.162499983E-3
1.729446220E-1,3.437500075E-2,2.749999985E-3,-1.044999994E-2
1.754507750E-1,4.908749834E-2,8.937500417E-3,-1.787500083E-2
1.779575570E-1,4.179999977E-2,1.251249947E-2,-1.663750038E-2
1.804652490E-1,2.213750035E-2,1.374999993E-2,-1.168750040E-2
1.829720200E-1,1.374999993E-3,1.993750036E-2,-8.112499490E-3
1.854781740E-1,-8.387500420E-3,2.117500082E-2,-1.924999990E-3
1.879849170E-1,-8.387500420E-3,1.017499994E-2,-1.924999990E-3
1.904926100E-1,3.849999979E-3,-5.774999969E-3,-6.874999963E-4
1.929993810E-1,7.562499959E-3,-1.924999990E-2,2.887499984E-3
1.955055350E-1,-4.674999975E-3,-2.282499894E-2,1.031249948E-2
1.980123120E-1,-2.419999987E-2,-2.282499894E-2,1.512499992E-2
2.005200040E-1,-4.372499883E-2,-1.306249946E-2,1.512499992E-2
2.030267760E-1,-4.372499883E-2,-2.062499989E-3,1.031249948E-2
2.055328520E-1,-2.048750035E-2,2.749999985E-3,2.887499984E-3
2.080396820E-1,1.251249947E-2,4.124999978E-4,-4.399999976E-3
2.105473740E-1,4.179999977E-2,4.124999978E-4,-9.212499484E-3
2.130541450E-1,5.403750017E-2,4.124999978E-4,-1.044999994E-2
2.155602220E-1,4.056249931E-2,1.512499992E-3,-4.399999976E-3
2.180670710E-1,1.732499897E-2,5.224999972E-3,1.787499990E-3
2.205747640E-1,-7.149999961E-3,8.937500417E-3,4.124999978E-3
2.230815350E-1,-2.172499895E-2,1.374999993E-2,-3.162499983E-3
2.255876120E-1,-1.691249944E-2,1.017499994E-2,-5.637499969E-3
2.280944510E-1,-3.437499981E-3,1.512499992E-3,-9.212499484E-3
2.306021430E-1,5.087499972E-3,-8.249999955E-3,-8.112499490E-3
2.331089050E-1,-9.624999948E-4,-1.306249946E-2,-6.874999963E-4
2.356149820E-1,-1.691249944E-2,-1.306249946E-2,5.362499971E-3
2.381218260E-1,-3.519999981E-2,-7.012499962E-3,1.264999993E-2
2.406295180E-1,-3.396249935E-2,-3.299999982E-3,9.074999951E-3
2.431362890E-1,-1.567500085E-2,-2.062499989E-3,9.074999951E-3
2.456423520E-1,1.608750038E-2,-2.062499989E-3,2.887499984E-3
2.481491620E-1,4.537500069E-2,-2.062499989E-3,-6.874999963E-4
2.506568550E-1,5.637500063E-2,-8.249999955E-4,-5.637499969E-3
2.531636260E-1,4.056249931E-2,-2.062499989E-3,-3.162499983E-3
2.556697030E-1,1.361249946E-2,2.749999985E-3,-1.924999990E-3
2.581765470E-1,-1.196249947E-2,1.141249947E-2,-1.924999990E-3
2.606841620E-1,-2.667500079E-2,1.746249944E-2,-5.637499969E-3
2.631910100E-1,-2.791249938E-2,1.374999993E-2,-9.212499484E-3
2.656970870E-1,-1.567500085E-2,5.224999972E-3,-1.044999994E-2
2.682039310E-1,2.749999985E-4,-5.774999969E-3,-1.044999994E-2
2.707115470E-1,5.087499972E-3,-1.429999992E-2,-1.924999990E-3
2.732183950E-1,-4.674999975E-3,-1.677500084E-2,5.362499971E-3
2.757244720E-1,-2.048750035E-2,-1.553750038E-2,1.388750039E-2
2.782313160E-1,-2.667500079E-2,-5.774999969E-3,1.512499992E-2
2.807390080E-1,-1.567500085E-2,-3.299999982E-3,1.264999993E-2
2.832457660E-1,1.003750041E-2,4.124999978E-4,7.837500423E-3
2.857519200E-1,3.932499886E-2,-5.774999969E-3,5.499999970E-4
2.882586870E-1,4.908749834E-2,-5.774999969E-3,-1.924999990E-3
2.907663790E-1,3.327500075E-2,-8.249999955E-3,-4.399999976E-3
2.932731500E-1,5.087499972E-3,-7.012499962E-3,-6.874999963E-4
2.957793040E-1,-1.924999990E-2,7.699999958E-3,-4.399999976E-3
2.982859940E-1,-3.272499889E-2,1.869999990E-2,-5.637499969E-3
3.007937640E-1,-2.667500079E-2,2.351249941E-2,-9.212499484E-3
3.033005350E-1,-8.249999955E-3,1.141249947E-2,-1.416249946E-2
3.058065730E-1,1.251249947E-2,4.124999978E-4,-1.168750040E-2
3.083133400E-1,1.608750038E-2,-1.182499994E-2,-8.112499490E-3
3.108210950E-1,2.612499986E-3,-1.677500084E-2,1.787499990E-3
3.133278670E-1,-1.567500085E-2,-1.306249946E-2,1.031249948E-2
3.158339390E-1,-2.543750033E-2,-2.062499989E-3,1.636249945E-2
3.183407830E-1,-1.814999990E-2,1.512499992E-3,1.264999993E-2
3.208484560E-1,1.512499992E-3,-3.299999982E-3,9.074999951E-3
3.233552270E-1,2.832499892E-2,-9.349999949E-3,2.887499984E-3
3.258613040E-1,4.056249931E-2,-1.306249946E-2,-6.874999963E-4
3.283681480E-1,3.561250120E-2,-7.012499962E-3,-3.162499983E-3
3.308758410E-1,1.361249946E-2,4.124999978E-4,-1.924999990E-3
3.333826120E-1,-9.487500414E-3,1.251249947E-2,-3.162499983E-3
3.358886890E-1,-2.667500079E-2,1.746249944E-2,-8.112499490E-3
3.383955330E-1,-2.667500079E-2,1.993750036E-2,-1.168750040E-2
3.409032250E-1,-9.487500414E-3,1.141249947E-2,-1.539999992E-2
3.434099970E-1,1.127499994E-2,4.124999978E-4,-1.168750040E-2
3.459160680E-1,1.732499897E-2,-1.306249946E-2,-4.399999976E-3
3.484229130E-1,7.562499959E-3,-1.553750038E-2,6.599999964E-3
3.509305330E-1,-1.319999993E-2,-1.553750038E-2,1.512499992E-2
3.534373810E-1,-2.914999984E-2,-7.012499962E-3,1.883750036E-2
3.559434430E-1,-2.296249941E-2,-2.062499989E-3,1.636249945E-2
3.584502870E-1,-9.624999948E-4,-7.012499962E-3,1.264999993E-2
3.609579030E-1,2.461249940E-2,-9.349999949E-3,2.887499984E-3
3.634647470E-1,3.932499886E-2,-1.058750041E-2,-4.399999976E-3
3.659708240E-1,3.437500075E-2,-8.249999955E-3,-5.637499969E-3
3.684776680E-1,1.361249946E-2,-8.249999955E-4,-5.637499969E-3
3.709852830E-1,-9.487500414E-3,1.141249947E-2,-4.399999976E-3
3.734921310E-1,-2.543750033E-2,2.241249941E-2,-8.112499490E-3
3.759982080E-1,-2.667500079E-2,2.351249941E-2,-1.292499993E-2
3.785050530E-1,-1.072499994E-2,1.374999993E-2,-1.663750038E-2
3.810126680E-1,8.799999952E-3,-2.062499989E-3,-1.663750038E-2
3.835195160E-1,2.227500081E-2,-1.182499994E-2,-5.637499969E-3
3.860255730E-1,1.361249946E-2,-1.801249944E-2,6.599999964E-3
3.885324170E-1,-7.149999961E-3,-1.429999992E-2,1.883750036E-2
3.910400330E-1,-2.667500079E-2,-8.249999955E-3,2.131249942E-2
3.935468810E-1,-2.914999984E-2,-5.774999969E-3,2.007500082E-2
3.960529580E-1,-1.072499994E-2,-7.012499962E-3,1.154999994E-2
3.985597450E-1,1.732499897E-2,-9.349999949E-3,2.887499984E-3
4.010674370E-1,3.684999794E-2,-5.774999969E-3,-6.874999963E-3
4.035742750E-1,3.932499886E-2,1.512499992E-3,-9.212499484E-3
4.060803520E-1,2.227500081E-2,5.224999972E-3,-9.212499484E-3
4.085871350E-1,-9.624999948E-4,1.251249947E-2,-6.874999963E-3
4.110948270E-1,-1.924999990E-2,1.746249944E-2,-8.112499490E-3
4.136016750E-1,-2.296249941E-2,1.869999990E-2,-8.112499490E-3
4.161077520E-1,-9.487500414E-3,1.141249947E-2,-9.212499484E-3
4.186145190E-1,7.562499959E-3,-2.062499989E-3,-9.212499484E-3
4.211222110E-1,1.732499897E-2,-1.182499994E-2,-1.924999990E-3
4.236290600E-1,8.799999952E-3,-1.801249944E-2,4.124999978E-3
4.261351370E-1,-8.249999955E-3,-1.677500084E-2,1.512499992E-2
4.286419810E-1,-2.296249941E-2,-1.058750041E-2,1.759999990E-2
4.311495960E-1,-2.667500079E-2,-5.774999969E-3,1.388750039E-2
4.336564240E-1,-9.487500414E-3,-8.249999955E-4,6.599999964E-3
4.361625010E-1,1.484999992E-2,-8.249999955E-4,-1.924999990E-3
4.386692680E-1,3.808749840E-2,-3.299999982E-3,-4.399999976E-3
4.411769280E-1,3.932499886E-2,-4.537499975E-3,-8.112499490E-3
4.436837760E-1,2.103750035E-2,-2.062499989E-3,-5.637499969E-3
4.461898530E-1,-3.437499981E-3,2.749999985E-3,-3.162499983E-3
4.486966200E-1,-2.172499895E-2,1.498750038E-2,-5.637499969E-3
4.512043450E-1,-2.543750033E-2,1.746249944E-2,-6.874999963E-3
4.537111510E-1,-1.443750039E-2,1.622499898E-2,-1.168750040E-2
4.562173040E-1,6.324999966E-3,2.749999985E-3,-1.292499993E-2
4.587240720E-1,1.856249943E-2,-9.349999949E-3,-8.112499490E-3
4.612317640E-1,1.361249946E-2,-1.553750038E-2,1.787499990E-3
4.637385350E-1,-8.249999955E-3,-1.801249944E-2,1.264999993E-2
4.662446890E-1,-2.172499895E-2,-9.349999949E-3,1.883750036E-2
4.687515330E-1,-2.296249941E-2,-5.774999969E-3,1.883750036E-2
4.712591490E-1,-7.149999961E-3,-8.249999955E-4,1.388750039E-2
4.737659200E-1,1.361249946E-2,-7.012499962E-3,6.599999964E-3
4.762720740E-1,3.327500075E-2,-7.012499962E-3,-3.162499983E-3
4.787788550E-1,3.437500075E-2,-5.774999969E-3,-8.112499490E-3
4.812865470E-1,2.227500081E-2,4.124999978E-4,-8.112499490E-3
4.837933190E-1,2.749999985E-4,8.937500417E-3,-8.112499490E-3
4.862992420E-1,-1.691249944E-2,1.993750036E-2,-9.212499484E-3
4.888062210E-1,-2.172499895E-2,2.241249941E-2,-1.292499993E-2
4.913139130E-1,-1.443750039E-2,1.498750038E-2,-1.416249946E-2
4.938207610E-1,5.087499972E-3,2.749999985E-3,-1.168750040E-2
4.963268380E-1,1.608750038E-2,-1.182499994E-2,-6.874999963E-3
4.988336050E-1,1.608750038E-2,-1.553750038E-2,6.599999964E-3
5.013413120E-1,1.512499992E-3,-1.553750038E-2,1.512499992E-2
5.038481600E-1,-1.567500085E-2,-7.012499962E-3,2.007500082E-2
5.063542370E-1,-2.296249941E-2,-3.299999982E-3,1.636249945E-2
5.088610040E-1,-1.567500085E-2,-2.062499989E-3,9.074999951E-3
5.113687250E-1,7.562499959E-3,-3.299999982E-3,1.787499990E-3
5.138755730E-1,2.956249937E-2,-8.249999955E-3,-4.399999976E-3
5.163816500E-1,3.079999983E-2,-5.774999969E-3,-6.874999963E-3
5.188883990E-1,1.732499897E-2,-2.062499989E-3,-5.637499969E-3
5.213960910E-1,-5.912499968E-3,2.749999985E-3,-3.162499983E-3
5.239029390E-1,-2.048750035E-2,1.017499994E-2,-4.399999976E-3
5.264090160E-1,-2.419999987E-2,1.746249944E-2,-6.874999963E-3
5.289157830E-1,-1.072499994E-2,1.746249944E-2,-8.112499490E-3
5.314234940E-1,1.003750041E-2,6.462499965E-3,-1.044999994E-2
5.339303430E-1,2.832499892E-2,-7.012499962E-3,-5.637499969E-3
5.364364200E-1,2.351249941E-2,-1.429999992E-2,5.499999970E-4
5.389431680E-1,3.849999979E-3,-1.553750038E-2,1.154999994E-2
5.414508600E-1,-1.567500085E-2,-9.349999949E-3,1.883750036E-2
5.439576740E-1,-2.543750033E-2,-5.774999969E-3,1.636249945E-2
5.464638280E-1,-2.048750035E-2,-5.774999969E-3,1.264999993E-2
5.489705950E-1,-3.437499981E-3,-4.537499975E-3,5.362499971E-3
5.514782880E-1,1.732499897E-2,-9.349999949E-3,-1.924999990E-3
5.539852860E-1,3.079999983E-2,-5.774999969E-3,-6.874999963E-3
5.564923550E-1,2.351249941E-2,-2.062499989E-3,-6.874999963E-3
5.589979820E-1,3.849999979E-3,5.224999972E-3,-5.637499969E-3
5.615056720E-1,-1.319999993E-2,1.141249947E-2,-4.399999976E-3
5.640124440E-1,-1.924999990E-2,1.869999990E-2,-6.874999963E-3
5.665186030E-1,-9.487500414E-3,1.993750036E-2,-1.168750040E-2
5.690253700E-1,8.799999952E-3,1.141249947E-2,-1.292499993E-2
5.715330470E-1,2.103750035E-2,-2.062499989E-3,-1.044999994E-2
5.740398180E-1,1.608750038E-2,-1.429999992E-2,-1.924999990E-3
5.765459720E-1,-2.199999988E-3,-1.677500084E-2,1.031249948E-2
5.790527390E-1,-2.296249941E-2,-1.677500084E-2,2.007500082E-2
5.815604320E-1,-2.791249938E-2,-8.249999955E-3,2.254999988E-2
5.840672080E-1,-2.048750035E-2,-4.537499975E-3,1.759999990E-2
5.865733620E-1,3.849999979E-3,-4.537499975E-3,1.031249948E-2
5.890801290E-1,2.708750032E-2,-9.349999949E-3,5.499999970E-4
5.915878210E-1,3.327500075E-2,-1.058750041E-2,-5.637499969E-3
5.940946690E-1,2.227500081E-2,-8.249999955E-3,-4.399999976E-3
5.966007510E-1,2.749999985E-4,1.512499992E-3,-5.637499969E-3
5.991075960E-1,-1.443750039E-2,1.374999993E-2,-4.399999976E-3
6.016152110E-1,-2.172499895E-2,2.241249941E-2,-8.112499490E-3
6.041220930E-1,-1.691249944E-2,2.117500082E-2,-1.044999994E-2
6.066279390E-1,-2.199999988E-3,5.224999972E-3,-1.292499993E-2
6.091349370E-1,1.251249947E-2,-5.774999969E-3,-9.212499484E-3
6.116426300E-1,1.856249943E-2,-1.429999992E-2,-6.874999963E-4
6.141494200E-1,8.799999952E-3,-1.058750041E-2,9.074999951E-3
6.166553430E-1,-5.912499968E-3,-7.012499962E-3,1.636249945E-2
6.191623410E-1,-1.814999990E-2,-2.062499989E-3,1.759999990E-2
6.216700330E-1,-2.048750035E-2,-5.774999969E-3,1.388750039E-2
6.241768040E-1,-7.149999961E-3,-9.349999949E-3,7.837500423E-3
6.266827230E-1,1.251249947E-2,-9.349999949E-3,5.499999970E-4
6.291897210E-1,2.227500081E-2,-7.012499962E-3,-4.399999976E-3
6.316974130E-1,1.979999989E-2,-4.537499975E-3,-8.112499490E-3
6.342042660E-1,5.087499972E-3,1.512499992E-3,-6.874999963E-3
6.367103430E-1,-8.249999955E-3,1.251249947E-2,-5.637499969E-3
6.392171100E-1,-1.814999990E-2,1.622499898E-2,-6.874999963E-3
6.417248220E-1,-1.072499994E-2,1.622499898E-2,-9.212499484E-3
6.442316700E-1,6.324999966E-3,8.937500417E-3,-1.044999994E-2
6.467377470E-1,2.351249941E-2,-5.774999969E-3,-8.112499490E-3
6.492445140E-1,2.227500081E-2,-1.182499994E-2,-6.874999963E-4
6.517522060E-1,7.562499959E-3,-1.306249946E-2,7.837500423E-3
6.542590780E-1,-1.319999993E-2,-1.182499994E-2,1.636249945E-2
6.567649240E-1,-2.791249938E-2,-8.249999955E-3,1.636249945E-2
6.592719220E-1,-2.667500079E-2,-3.299999982E-3,1.388750039E-2
6.617796200E-1,-1.196249947E-2,-8.249999955E-3,4.124999978E-3
6.642864680E-1,1.003750041E-2,-1.182499994E-2,-1.924999990E-3
6.667925450E-1,2.956249937E-2,-8.249999955E-3,-3.162499983E-3
6.692992970E-1,2.956249937E-2,-8.249999955E-4,-5.637499969E-3
6.718069890E-1,1.484999992E-2,3.987499978E-3,-3.162499983E-3
6.743137610E-1,-3.437499981E-3,1.141249947E-2,-4.399999976E-3
6.768199150E-1,-1.196249947E-2,1.869999990E-2,-8.112499490E-3
6.793266820E-1,-1.196249947E-2,1.622499898E-2,-1.292499993E-2
6.818343740E-1,2.612499986E-3,1.374999993E-2,-1.292499993E-2
6.843411550E-1,1.608750038E-2,2.749999985E-3,-1.168750040E-2
6.868473090E-1,2.103750035E-2,-5.774999969E-3,-5.637499969E-3
6.893540760E-1,3.849999979E-3,-1.429999992E-2,5.362499971E-3
6.918617690E-1,-2.172499895E-2,-1.182499994E-2,1.264999993E-2
6.943685400E-1,-3.519999981E-2,-9.349999949E-3,1.636249945E-2
6.968747030E-1,-2.914999984E-2,-5.774999969E-3,1.512499992E-2
6.993814700E-1,-5.912499968E-3,-5.774999969E-3,9.074999951E-3
7.018891620E-1,2.351249941E-2,-4.537499975E-3,1.787499990E-3
7.043959340E-1,4.056249931E-2,-3.299999982E-3,-5.637499969E-3
7.069021020E-1,3.932499886E-2,-3.299999982E-3,-6.874999963E-3
7.094088700E-1,2.213750035E-2,2.749999985E-3,-6.874999963E-3
7.119165670E-1,-2.199999988E-3,1.017499994E-2,-6.874999963E-3
7.144233380E-1,-1.814999990E-2,1.746249944E-2,-9.212499484E-3
7.169292610E-1,-2.186249942E-2,1.993750036E-2,-1.168750040E-2
7.194362590E-1,-8.387500420E-3,1.374999993E-2,-1.168750040E-2
7.219439470E-1,7.562499959E-3,-2.062499989E-3,-1.292499993E-2
7.244507180E-1,1.608750038E-2,-9.349999949E-3,-4.399999976E-3
7.269566460E-1,1.237499993E-2,-1.553750038E-2,3.024999984E-3
7.294636440E-1,-8.387500420E-3,-1.677500084E-2,1.512499992E-2
7.319713160E-1,-2.419999987E-2,-1.058750041E-2,2.007500082E-2
7.344780880E-1,-2.667500079E-2,-4.537499975E-3,1.636249945E-2
7.369840110E-1,-1.319999993E-2,-3.299999982E-3,1.031249948E-2
7.394910090E-1,1.113750041E-2,-4.537499975E-3,5.499999970E-4
7.419987010E-1,3.437500075E-2,-2.062499989E-3,-5.637499969E-3
7.445054720E-1,3.561250120E-2,-3.299999982E-3,-1.044999994E-2
7.470113950E-1,1.966249943E-2,1.649999991E-3,-9.212499484E-3
7.495183930E-1,1.374999993E-4,7.699999958E-3,-6.874999963E-3
7.520260860E-1,-1.567500085E-2,1.622499898E-2,-7.974999957E-3
7.545328570E-1,-2.309999987E-2,1.746249944E-2,-6.874999963E-3
7.570388090E-1,-1.567500085E-2,1.141249947E-2,-9.212499484E-3
7.595458070E-1,2.612499986E-3,-8.249999955E-4,-6.874999963E-3
7.620534650E-1,1.113750041E-2,-1.182499994E-2,-1.924999990E-3
7.645602360E-1,1.113750041E-2,-1.801249944E-2,4.124999978E-3
7.670661360E-1,-4.674999975E-3,-1.677500084E-2,1.154999994E-2
7.695731340E-1,-1.814999990E-2,-8.112499490E-3,1.388750039E-2
7.720808260E-1,-2.419999987E-2,-8.249999955E-4,1.278750040E-2
7.745875970E-1,-1.209999993E-2,4.124999978E-4,7.837500423E-3
7.770935200E-1,9.899999946E-3,-3.299999982E-3,3.024999984E-3
7.796005180E-1,3.189999983E-2,-5.774999969E-3,-3.162499983E-3
7.821082100E-1,4.056249931E-2,-5.774999969E-3,-6.874999963E-3
7.846149820E-1,3.066249937E-2,-2.062499989E-3,-4.399999976E-3
7.871209050E-1,5.087499972E-3,2.749999985E-3,-4.399999976E-3
7.896279030E-1,-1.567500085E-2,1.141249947E-2,-6.874999963E-3
7.921353640E-1,-2.667500079E-2,1.622499898E-2,-7.974999957E-3
7.946423660E-1,-1.814999990E-2,1.264999993E-2,-9.212499484E-3
7.971482840E-1,1.374999993E-3,5.224999972E-3,-9.212499484E-3
7.996552820E-1,1.856249943E-2,-5.774999969E-3,-9.212499484E-3
8.021629420E-1,1.732499897E-2,-9.349999949E-3,-6.874999963E-4
8.046697130E-1,-2.199999988E-3,-1.553750038E-2,6.599999964E-3
8.071758670E-1,-2.186249942E-2,-1.058750041E-2,1.388750039E-2
8.096826290E-1,-2.914999984E-2,-4.537499975E-3,1.388750039E-2
8.121903210E-1,-1.691249944E-2,-2.062499989E-3,1.031249948E-2
8.146970740E-1,1.237499993E-2,-3.299999982E-3,6.599999964E-3
8.172032270E-1,3.313750029E-2,-5.774999969E-3,-6.874999963E-4
8.197099950E-1,3.808749840E-2,-9.349999949E-3,-4.399999976E-3
8.222174560E-1,2.213750035E-2,-7.012499962E-3,-3.162499983E-3
8.247244580E-1,1.374999993E-4,1.649999991E-3,-3.162499983E-3
8.272303810E-1,-1.814999990E-2,1.017499994E-2,-5.637499969E-3
8.297373790E-1,-2.419999987E-2,2.117500082E-2,-9.212499484E-3
8.322448410E-1,-1.567500085E-2,1.869999990E-2,-1.044999994E-2
8.347518430E-1,1.374999993E-4,7.699999958E-3,-1.416249946E-2
8.372577660E-1,1.732499897E-2,-5.774999969E-3,-1.168750040E-2
8.397647450E-1,1.966249943E-2,-1.553750038E-2,-6.874999963E-4
8.422724370E-1,1.374999993E-3,-1.677500084E-2,1.031249948E-2
8.447792090E-1,-1.938750036E-2,-1.306249946E-2,1.759999990E-2
8.472851310E-1,-2.914999984E-2,-8.112499490E-3,1.759999990E-2
8.497921290E-1,-2.062499896E-2,-4.537499975E-3,1.636249945E-2
8.522997930E-1,2.612499986E-3,-5.774999969E-3,7.837500423E-3
8.548065640E-1,2.708750032E-2,-7.012499962E-3,-1.924999990E-3
8.573124670E-1,3.808749840E-2,-3.299999982E-3,-9.212499484E-3
8.598192350E-1,2.956249937E-2,-8.249999955E-4,-1.044999994E-2
8.623271580E-1,1.113750041E-2,5.224999972E-3,-9.212499484E-3
8.648339290E-1,-9.624999948E-3,1.374999993E-2,-9.212499484E-3
8.673398520E-1,-1.938750036E-2,1.993750036E-2,-6.874999963E-3
8.698468500E-1,-1.567500085E-2,1.869999990E-2,-9.212499484E-3
8.723545420E-1,-1.099999994E-3,6.462499965E-3,-1.044999994E-2
8.748613130E-1,9.899999946E-3,-9.349999949E-3,-7.974999957E-3
8.773672370E-1,7.562499959E-3,-1.801249944E-2,-1.924999990E-3
8.798742260E-1,-1.099999994E-3,-1.911249943E-2,9.074999951E-3
8.823819180E-1,-1.691249944E-2,-1.058750041E-2,1.759999990E-2
8.848886890E-1,-2.419999987E-2,-3.299999982E-3,1.759999990E-2
8.873946070E-1,-1.814999990E-2,-3.299999982E-3,1.388750039E-2
8.899016050E-1,-1.099999994E-3,-7.012499962E-3,4.124999978E-3
8.924092830E-1,2.461249940E-2,-9.349999949E-3,-6.874999963E-4
8.949160540E-1,3.684999794E-2,-9.349999949E-3,-4.399999976E-3
8.974220060E-1,3.066249937E-2,-2.062499989E-3,-5.637499969E-3
8.999290040E-1,1.113750041E-2,6.462499965E-3,-5.637499969E-3
9.024366960E-1,-1.086249948E-2,1.374999993E-2,-1.924999990E-3
9.049434670E-1,-1.938750036E-2,1.622499898E-2,-5.637499969E-3
9.074493900E-1,-1.938750036E-2,1.374999993E-2,-9.212499484E-3
9.099563880E-1,-5.912499968E-3,6.462499965E-3,-1.168750040E-2
9.124640810E-1,9.899999946E-3,-8.249999955E-4,-1.044999994E-2
9.149708520E-1,1.608750038E-2,-8.112499490E-3,-3.162499983E-3
9.174767750E-1,5.087499972E-3,-1.058750041E-2,4.124999978E-3
9.199837780E-1,-1.567500085E-2,-1.058750041E-2,1.388750039E-2
9.224914700E-1,-2.419999987E-2,-8.112499490E-3,1.883750036E-2
9.249982420E-1,-2.062499896E-2,-8.112499490E-3,1.512499992E-2
9.275041650E-1,-1.099999994E-3,-1.058750041E-2,1.031249948E-2
9.300111630E-1,2.213750035E-2,-8.112499490E-3,1.787499990E-3
9.325186530E-1,3.561250120E-2,-3.299999982E-3,-3.162499983E-3
9.350256550E-1,3.066249937E-2,2.749999985E-3,-5.637499969E-3
