"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.268149285E1,4.079192000E1,1.675215833E1,4.763621445E2,3.451727152E0,1.121500015E2,2.299999952E0,1.519999981E1
4.368149285E1,4.079190833E1,1.675221833E1,4.765623634E2,3.619011879E0,1.071699982E2,2.200000048E0,1.480000019E1
4.468149285E1,4.079189000E1,1.675227833E1,4.766625970E2,3.784237862E0,1.099300003E2,2.099999905E0,1.480000019E1
4.568149285E1,4.079187167E1,1.675234000E1,4.773628360E2,3.977773428E0,1.157200012E2,1.899999976E0,1.419999981E1
4.668149285E1,4.079185333E1,1.675238500E1,4.778630213E2,4.126528263E0,1.166600037E2,1.899999976E0,1.400000000E1
4.768149285E1,4.079182000E1,1.675241500E1,4.779631913E2,4.200647831E0,1.486000061E2,1.899999976E0,1.389999962E1
4.868149285E1,4.079178833E1,1.675243333E1,4.778633200E2,4.178000450E0,1.538600006E2,1.899999976E0,1.400000000E1
4.968149285E1,4.079175333E1,1.675244333E1,4.781634293E2,4.170794010E0,1.673200073E2,1.899999976E0,1.419999981E1
5.068149285E1,4.079172333E1,1.675244333E1,4.788634953E2,4.192927361E0,1.739799957E2,2.099999905E0,1.430000019E1
5.168149285E1,4.079169000E1,1.675244167E1,4.795635633E2,4.115718842E0,1.805500031E2,2.099999905E0,1.469999981E1
5.268149285E1,4.079165000E1,1.675243833E1,4.802636405E2,4.054466724E0,1.768500061E2,2.099999905E0,1.500000000E1
5.368149285E1,4.079161667E1,1.675244667E1,4.813637407E2,3.936080933E0,1.685800018E2,2.099999905E0,1.530000019E1
5.468149285E1,4.079158333E1,1.675246167E1,4.833638624E2,3.799164772E0,1.584700012E2,2.099999905E0,1.500000000E1
5.568149285E1,4.079155667E1,1.675249000E1,4.852640124E2,3.659674883E0,1.509400024E2,2.200000048E0,1.510000038E1
5.668149285E1,4.079154167E1,1.675250833E1,4.861641044E2,3.491360903E0,1.486199951E2,2.400000095E0,1.610000038E1
5.768149285E1,4.079155000E1,1.675256333E1,4.887642632E2,3.364224434E0,9.268000031E1,2.099999905E0,1.560000038E1
5.868149285E1,4.079155500E1,1.675261000E1,4.911644025E2,3.254073858E0,8.545999908E1,2.000000000E0,1.439999962E1
5.968149285E1,4.079155833E1,1.675264667E1,4.923645133E2,3.033772707E0,8.790000153E1,1.899999976E0,1.469999981E1
6.068149285E1,4.079155667E1,1.675266833E1,4.936645868E2,2.768176079E0,9.272000122E1,1.799999952E0,1.369999981E1
6.168149285E1,4.079155667E1,1.675268667E1,4.951646458E2,2.564860821E0,8.394999695E1,1.799999952E0,1.380000019E1
6.268149285E1,4.079155833E1,1.675270833E1,4.963647119E2,2.311617613E0,7.443000031E1,1.799999952E0,1.369999981E1
6.368149285E1,4.079155833E1,1.675273667E1,4.980648032E2,2.107787609E0,7.358999634E1,1.899999976E0,1.380000019E1
6.468149285E1,4.079156333E1,1.675275667E1,4.997648566E2,1.966753602E0,6.465000153E1,1.899999976E0,1.369999981E1
6.568149285E1,4.079157167E1,1.675277667E1,5.013649027E2,1.871015310E0,7.226999664E1,1.799999952E0,1.339999962E1
6.668149285E1,4.079158333E1,1.675279167E1,5.023649253E2,1.805130839E0,6.716000366E1,1.799999952E0,1.339999962E1
6.768149285E1,4.079159833E1,1.675280167E1,5.028649245E2,1.786086082E0,4.159999847E1,1.799999952E0,1.350000000E1
6.868149285E1,4.079161833E1,1.675281667E1,5.034649288E2,1.817998886E0,3.715000153E1,1.799999952E0,1.350000000E1
6.968149285E1,4.079164167E1,1.675283667E1,5.038649419E2,2.024917126E0,3.927000046E1,1.899999976E0,1.350000000E1
7.068149285E1,4.079167167E1,1.675285833E1,5.039649457E2,2.277645826E0,3.859000015E1,1.899999976E0,1.400000000E1
7.168149285E1,4.079169833E1,1.675287833E1,5.038649514E2,2.513388634E0,3.144000053E1,1.899999976E0,1.389999962E1
7.268149285E1,4.079172333E1,1.675290500E1,5.038649823E2,2.812957048E0,3.731999969E1,1.899999976E0,1.310000038E1
7.368149285E1,4.079175000E1,1.675293500E1,5.036650203E2,3.020390034E0,4.352000046E1,1.899999976E0,1.310000038E1
7.468149285E1,4.079177333E1,1.675296500E1,5.033650656E2,3.163482666E0,4.149000168E1,1.799999952E0,1.319999981E1
7.568149285E1,4.079179167E1,1.675299500E1,5.029651219E2,3.347753286E0,6.933999634E1,2.000000000E0,1.350000000E1
7.668149285E1,4.079179833E1,1.675304167E1,5.028652575E2,3.558789492E0,8.294000244E1,2.200000048E0,1.419999981E1
7.768149285E1,4.079179500E1,1.675309667E1,5.010654420E2,3.743060112E0,9.401999664E1,2.000000000E0,1.339999962E1
7.868149285E1,4.079178333E1,1.675315167E1,5.000656448E2,3.926815748E0,9.843000031E1,1.799999952E0,1.360000038E1
7.968149285E1,4.079177500E1,1.675320833E1,4.996658457E2,4.044172287E0,9.783999634E1,1.799999952E0,1.330000019E1
8.068149285E1,4.079177167E1,1.675326833E1,4.991660463E2,4.195500851E0,9.688999939E1,1.799999952E0,1.360000038E1
8.168149285E1,4.079176667E1,1.675332833E1,4.986662505E2,4.349917412E0,9.709999847E1,2.000000000E0,1.400000000E1
8.268149285E1,4.079176500E1,1.675339500E1,4.984664689E2,4.507937431E0,9.212000275E1,2.299999952E0,1.460000038E1
8.368149285E1,4.079176500E1,1.675346667E1,4.982666998E2,4.759121895E0,9.066999817E1,2.500000000E0,1.539999962E1
8.468149285E1,4.079177000E1,1.675354833E1,4.975669518E2,5.077734947E0,8.763999939E1,2.400000095E0,1.519999981E1
8.568149285E1,4.079177333E1,1.675362667E1,4.972671968E2,5.311418533E0,8.894999695E1,2.400000095E0,1.510000038E1
8.668149285E1,4.079177500E1,1.675369000E1,4.951673972E2,5.548191071E0,8.754000092E1,2.200000048E0,1.510000038E1
8.768149285E1,4.079178000E1,1.675376500E1,4.934676277E2,5.780330658E0,8.862999725E1,2.099999905E0,1.469999981E1
8.868149285E1,4.079178333E1,1.675384833E1,4.923678888E2,5.975924969E0,8.525000000E1,2.299999952E0,1.500000000E1
8.968149285E1,4.079179167E1,1.675392667E1,4.919681228E2,6.166372299E0,8.158000183E1,2.299999952E0,1.589999962E1
9.068149285E1,4.079179833E1,1.675400500E1,4.908683605E2,6.315641880E0,7.711000061E1,2.200000048E0,1.539999962E1
