"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.572809520E-1,-5.190000534E-1,9.289950371E0,3.000000238E0
1.597888750E-1,-4.420500100E-1,9.567000389E0,3.016050100E0
1.622959540E-1,-2.770500183E-1,9.807000160E0,2.949000120E0
1.648021850E-1,-6.599999964E-2,9.864000320E0,2.812950134E0
1.673091830E-1,1.390500069E-1,9.772950172E0,2.599950075E0
1.698171830E-1,3.450000286E-1,9.567000389E0,2.485050201E0
1.723242560E-1,4.879500270E-1,9.382950783E0,2.499000072E0
1.748304100E-1,5.430000424E-1,9.189000130E0,2.473050117E0
1.773374850E-1,4.429500103E-1,9.096000671E0,2.391000032E0
1.798452350E-1,2.749500275E-1,9.169950485E0,2.367000103E0
1.823523140E-1,2.400000021E-2,9.316050529E0,2.506050110E0
1.848586990E-1,-2.100000083E-1,9.378000259E0,2.679000139E0
1.873657700E-1,-4.210500121E-1,9.270000458E0,2.856000185E0
1.898735390E-1,-5.790000558E-1,9.199050903E0,3.117000103E0
1.923805410E-1,-5.500500202E-1,9.346950531E0,3.313050270E0
1.948867720E-1,-4.249500334E-1,9.534000397E0,3.358950138E0
1.973938460E-1,-2.029500157E-1,9.697050095E0,3.289050102E0
1.999017700E-1,5.700000376E-2,9.748950005E0,3.220050097E0
2.024088480E-1,2.820000052E-1,9.667950630E0,3.013950109E0
2.049149970E-1,4.450500309E-1,9.466950417E0,2.806050062E0
2.074220720E-1,5.550000072E-1,9.241950035E0,2.599950075E0
2.099298420E-1,5.460000038E-1,9.097949982E0,2.431950092E0
2.124369200E-1,4.020000100E-1,9.028950691E0,2.260050058E0
2.149433190E-1,1.770000011E-1,9.145950317E0,2.092050076E0
2.174501630E-1,-4.695000127E-2,9.390000343E0,2.152050018E0
2.199580860E-1,-2.430000156E-1,9.462000847E0,2.358000040E0
2.224651650E-1,-4.849500358E-1,9.376049995E0,2.604000092E0
2.249713960E-1,-5.190000534E-1,9.342000008E0,2.851050138E0
2.274784710E-1,-4.660500288E-1,9.526950836E0,3.079050064E0
2.299863940E-1,-3.180000186E-1,9.699000359E0,3.280050039E0
2.324934730E-1,-1.140000075E-1,9.747000694E0,3.358950138E0
2.349996270E-1,1.030500084E-1,9.651000023E0,3.283950090E0
2.375067020E-1,2.800500095E-1,9.495000839E0,3.210000038E0
2.400144710E-1,4.020000100E-1,9.298950195E0,3.145950079E0
2.425215500E-1,4.830000103E-1,9.184050560E0,2.968050241E0
2.450277040E-1,4.330500066E-1,9.130949974E0,2.772000074E0
2.475350090E-1,2.730000019E-1,9.121950150E0,2.551950216E0
2.500427840E-1,3.299999982E-2,9.241950035E0,2.358000040E0
2.525498630E-1,-1.720500141E-1,9.412050247E0,2.320050001E0
2.550560160E-1,-3.559500277E-1,9.438000679E0,2.413050175E0
2.575630910E-1,-4.969500303E-1,9.361050606E0,2.571000099E0
