"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.142373342E2,4.079093667E1,1.677773667E1,4.431466861E2,5.697975159E0,1.873500061E2,1.799999952E0,9.399999619E0
2.152373342E2,4.079088167E1,1.677772167E1,4.431467580E2,6.402114868E0,1.874299927E2,1.799999952E0,9.500000000E0
2.162373342E2,4.079082000E1,1.677770500E1,4.433468392E2,6.833966732E0,1.891799927E2,1.799999952E0,9.500000000E0
2.172373342E2,4.079075333E1,1.677768333E1,4.435469152E2,7.237509251E0,1.970299988E2,1.899999976E0,9.699999809E0
2.182373342E2,4.079069167E1,1.677764833E1,4.434469374E2,7.547886848E0,2.055599976E2,1.899999976E0,1.010000038E1
2.192373342E2,4.079063500E1,1.677760333E1,4.433469163E2,7.558181286E0,2.152299957E2,1.899999976E0,1.060000038E1
2.202373342E2,4.079058000E1,1.677754500E1,4.438468488E2,7.792379856E0,2.201399994E2,1.899999976E0,1.000000000E1
2.212373342E2,4.079053167E1,1.677748667E1,4.433467666E2,7.911280632E0,2.204100037E2,1.899999976E0,1.000000000E1
2.222373342E2,4.079048167E1,1.677742167E1,4.430466666E2,8.035842896E0,2.218200073E2,1.700000048E0,9.600000381E0
2.232373342E2,4.079043167E1,1.677735500E1,4.430465613E2,8.005989075E0,2.224299927E2,1.799999952E0,9.600000381E0
2.242373342E2,4.079038000E1,1.677728500E1,4.431464488E2,8.152685165E0,2.216699982E2,1.799999952E0,9.500000000E0
2.252373342E2,4.079032500E1,1.677721500E1,4.432463437E2,8.140332222E0,2.218099976E2,1.799999952E0,9.500000000E0
2.262373342E2,4.079026833E1,1.677715000E1,4.438462583E2,8.109963417E0,2.222400055E2,1.799999952E0,9.500000000E0
2.272373342E2,4.079021000E1,1.677708667E1,4.440461820E2,8.111507416E0,2.237200012E2,1.799999952E0,9.199999809E0
2.282373342E2,4.079015667E1,1.677701833E1,4.442460786E2,8.145479202E0,2.206000061E2,1.799999952E0,9.199999809E0
2.292373342E2,4.079010000E1,1.677696000E1,4.444460146E2,7.998268604E0,2.205500031E2,1.799999952E0,9.199999809E0
2.302373342E2,4.079004500E1,1.677690333E1,4.448459525E2,7.731127739E0,2.263699951E2,1.899999976E0,9.100000381E0
2.312363342E2,4.078999833E1,1.677683333E1,4.445458291E2,7.709509373E0,2.285299988E2,1.899999976E0,9.199999809E0
2.322363342E2,4.078994833E1,1.677676667E1,4.445457238E2,7.841278553E0,2.269100037E2,1.899999976E0,9.300000191E0
2.332363342E2,4.078989667E1,1.677670167E1,4.447456275E2,7.740907669E0,2.235200043E2,1.700000048E0,9.100000381E0
2.342363342E2,4.078984500E1,1.677664000E1,4.448455420E2,7.823777676E0,2.204199982E2,1.600000024E0,9.000000000E0
2.352363342E2,4.078978500E1,1.677658833E1,4.450455068E2,7.681199551E0,2.151999969E2,1.799999952E0,9.199999809E0
2.362363342E2,4.078973000E1,1.677653500E1,4.456454554E2,7.075886250E0,2.152899933E2,1.600000024E0,9.100000381E0
2.372363342E2,4.078968667E1,1.677648167E1,4.456453785E2,6.647122860E0,2.273800049E2,1.500000000E0,9.000000000E0
2.382363342E2,4.078965333E1,1.677641833E1,4.461452475E2,6.387187958E0,2.410899963E2,1.500000000E0,9.000000000E0
2.392363342E2,4.078962333E1,1.677635000E1,4.464450930E2,6.645063877E0,2.409100037E2,1.700000048E0,9.000000000E0
2.402363342E2,4.078959167E1,1.677628000E1,4.461449369E2,7.010002136E0,2.366199951E2,1.799999952E0,9.199999809E0
2.412363342E2,4.078955833E1,1.677621333E1,4.461447952E2,7.244200706E0,2.353800049E2,1.799999952E0,9.000000000E0
2.422363342E2,4.078952333E1,1.677613500E1,4.465446195E2,7.707965374E0,2.378800049E2,1.799999952E0,9.100000381E0
2.432363342E2,4.078948667E1,1.677605667E1,4.465444475E2,7.891206264E0,2.427799988E2,1.799999952E0,8.899999619E0
2.442363342E2,4.078945833E1,1.677598000E1,4.471442627E2,8.047681808E0,2.435200043E2,1.799999952E0,8.800000191E0
2.452363342E2,4.078942000E1,1.677590500E1,4.479441050E2,7.363615990E0,2.393999939E2,1.799999952E0,8.899999619E0
2.462363342E2,4.078938667E1,1.677583333E1,4.480439472E2,6.778891563E0,2.443999939E2,1.799999952E0,8.899999619E0
2.472363342E2,4.078936333E1,1.677576000E1,4.482437621E2,6.244095325E0,2.513500061E2,1.799999952E0,8.699999809E0
2.482363342E2,4.078935000E1,1.677568500E1,4.482435498E2,5.982616425E0,2.569800110E2,1.799999952E0,8.800000191E0
2.492363342E2,4.078934000E1,1.677560667E1,4.488433195E2,6.167401791E0,2.615199890E2,1.799999952E0,8.699999809E0
2.502363342E2,4.078933500E1,1.677553167E1,4.493430890E2,6.348583698E0,2.667999878E2,1.799999952E0,8.699999809E0
2.512363342E2,4.078933833E1,1.677545333E1,4.496428295E2,6.561164379E0,2.703599854E2,1.799999952E0,8.699999809E0
2.522363342E2,4.078934500E1,1.677537500E1,4.496425627E2,6.797421455E0,2.735400085E2,1.799999952E0,8.800000191E0
2.532363342E2,4.078934833E1,1.677529500E1,4.499422978E2,6.816981316E0,2.744800110E2,1.799999952E0,8.699999809E0
2.542363342E2,4.078935333E1,1.677521333E1,4.504420239E2,7.093387127E0,2.776700134E2,1.600000024E0,8.399999619E0
2.552363342E2,4.078936667E1,1.677513333E1,4.501417372E2,6.405717850E0,2.804599915E2,1.700000048E0,8.500000000E0
2.562363342E2,4.078938333E1,1.677506000E1,4.500414646E2,6.149900913E0,2.842799988E2,1.799999952E0,8.399999619E0
2.572363342E2,4.078939333E1,1.677499333E1,4.502412280E2,5.717534542E0,2.842900085E2,1.799999952E0,8.500000000E0
2.582363342E2,4.078940333E1,1.677493500E1,4.501410183E2,5.346419811E0,2.857999878E2,1.799999952E0,8.300000191E0
2.592363342E2,4.078941667E1,1.677488000E1,4.500408121E2,5.098838329E0,2.862999878E2,1.700000048E0,8.300000191E0
2.602363342E2,4.078942667E1,1.677482333E1,4.499406077E2,4.924347401E0,2.851900024E2,1.799999952E0,8.199999809E0
2.612363342E2,4.078944167E1,1.677476833E1,4.496403978E2,4.500730991E0,2.922399902E2,1.799999952E0,8.300000191E0
2.622363342E2,4.078945833E1,1.677471833E1,4.493402004E2,4.875448704E0,2.915799866E2,1.799999952E0,8.100000381E0
2.632363342E2,4.078947333E1,1.677466667E1,4.493400012E2,5.267152309E0,2.937799988E2,1.799999952E0,8.199999809E0
2.642363342E2,4.078949000E1,1.677461000E1,4.493397823E2,5.513704300E0,2.962000122E2,1.899999976E0,8.399999619E0
2.652363342E2,4.078951833E1,1.677455333E1,4.490395378E2,5.481276989E0,3.102300110E2,1.799999952E0,8.699999809E0
2.662363342E2,4.078955833E1,1.677451833E1,4.488393376E2,5.172958374E0,3.320599976E2,1.799999952E0,9.100000381E0
2.672363342E2,4.078961000E1,1.677449667E1,4.495391547E2,5.203327179E0,3.542399902E2,1.799999952E0,9.100000381E0
2.682363342E2,4.078966500E1,1.677449833E1,4.500390397E2,5.713931561E0,8.930000305E0,1.899999976E0,9.199999809E0
2.692363342E2,4.078972167E1,1.677451333E1,4.508389640E2,6.600797653E0,1.039999962E1,1.899999976E0,9.100000381E0
2.702363342E2,4.078978167E1,1.677452833E1,4.513388810E2,6.947720528E0,1.275000000E1,1.899999976E0,9.000000000E0
2.712363342E2,4.078984667E1,1.677454333E1,4.512387871E2,7.403249741E0,1.439000034E1,1.899999976E0,8.800000191E0
2.722363342E2,4.078991667E1,1.677455833E1,4.511386822E2,7.730098248E0,1.368000031E1,1.899999976E0,8.699999809E0
2.732363342E2,4.078998833E1,1.677457500E1,4.508385790E2,7.966355801E0,1.115999985E1,1.899999976E0,8.699999809E0
2.742363342E2,4.079005833E1,1.677459667E1,4.506384956E2,7.975620747E0,1.172000027E1,2.000000000E0,8.899999619E0
2.752363342E2,4.079013167E1,1.677461333E1,4.501383888E2,7.963782310E0,1.271000004E1,1.899999976E0,9.000000000E0
2.762363342E2,4.079020667E1,1.677463333E1,4.495382890E2,7.825322151E0,1.319999981E1,2.000000000E0,9.199999809E0
2.772363342E2,4.079027167E1,1.677465667E1,4.488382219E2,7.628697872E0,1.459000015E1,2.000000000E0,9.199999809E0
2.782363342E2,4.079033667E1,1.677467667E1,4.489381441E2,7.282804489E0,1.314000034E1,1.899999976E0,9.000000000E0
2.792363342E2,4.079040167E1,1.677469167E1,4.488380501E2,6.783009529E0,1.276000023E1,1.899999976E0,9.300000191E0
2.802363342E2,4.079046000E1,1.677471167E1,4.488379869E2,6.588444233E0,1.402999973E1,1.899999976E0,9.300000191E0
2.812363342E2,4.079051667E1,1.677473333E1,4.490379327E2,6.853526592E0,1.217000008E1,1.899999976E0,9.399999619E0
2.822363342E2,4.079058167E1,1.677475000E1,4.493378441E2,7.112431526E0,1.052000046E1,1.899999976E0,9.500000000E0
2.832363342E2,4.079064333E1,1.677476833E1,4.494377682E2,7.421779633E0,1.052999973E1,2.000000000E0,9.399999619E0
2.842363342E2,4.079070833E1,1.677478667E1,4.497376850E2,7.543768883E0,1.235999966E1,1.899999976E0,9.500000000E0
2.852363342E2,4.079078167E1,1.677480667E1,4.503375889E2,7.576196194E0,1.502000046E1,1.700000048E0,9.000000000E0
2.862363342E2,4.079085167E1,1.677483333E1,4.503375216E2,7.771275997E0,1.482999992E1,1.899999976E0,9.199999809E0
2.872363342E2,4.079091500E1,1.677485500E1,4.504374528E2,7.759952068E0,1.243999958E1,1.899999976E0,9.100000381E0
2.882363342E2,4.079098000E1,1.677487500E1,4.501373750E2,7.726495266E0,1.277999973E1,2.000000000E0,9.199999809E0
2.892363342E2,4.079104333E1,1.677489500E1,4.503373008E2,7.580828667E0,1.377999973E1,1.899999976E0,9.100000381E0
2.902363342E2,4.079110667E1,1.677491667E1,4.500372320E2,7.246774197E0,1.432999992E1,1.899999976E0,9.199999809E0
2.912363342E2,4.079116667E1,1.677493333E1,4.496371544E2,6.958014965E0,1.417000008E1,1.899999976E0,9.100000381E0
2.922363342E2,4.079122667E1,1.677495000E1,4.492370768E2,6.080413818E0,1.385000038E1,1.899999976E0,8.899999619E0
2.932363342E2,4.079127667E1,1.677496833E1,4.490370264E2,5.171928883E0,1.323999977E1,1.899999976E0,9.000000000E0
2.942363342E2,4.079131667E1,1.677498500E1,4.487369926E2,3.616438389E0,1.543999958E1,1.799999952E0,8.699999809E0
2.952363342E2,4.079133333E1,1.677499667E1,4.488369937E2,1.647625804E0,2.129999924E1,1.799999952E0,8.699999809E0
2.962363342E2,4.079134833E1,1.677501333E1,4.486370145E2,2.115508318E0,3.952000046E1,1.799999952E0,8.800000191E0
2.972363342E2,4.079136000E1,1.677504167E1,4.482370802E2,2.843325615E0,6.045999908E1,1.799999952E0,8.699999809E0
2.982363342E2,4.079137000E1,1.677508667E1,4.481372033E2,4.054466724E0,8.077999878E1,1.700000048E0,8.699999809E0
2.992363342E2,4.079137000E1,1.677513833E1,4.481373697E2,4.186235905E0,9.390000153E1,1.799999952E0,8.899999619E0
3.002363342E2,4.079136500E1,1.677519333E1,4.480375578E2,4.688089848E0,9.650000000E1,1.899999976E0,9.100000381E0
3.012363342E2,4.079135500E1,1.677525833E1,4.482377890E2,5.534293175E0,9.652999878E1,1.899999976E0,9.100000381E0
3.022363342E2,4.079134500E1,1.677533167E1,4.482380471E2,6.394908905E0,9.720999908E1,1.899999976E0,9.300000191E0
3.032363342E2,4.079133167E1,1.677541667E1,4.479383501E2,7.189125061E0,9.661000061E1,1.899999976E0,9.399999619E0
3.042363342E2,4.079132833E1,1.677550833E1,4.481386526E2,7.891721249E0,9.802999878E1,1.899999976E0,9.300000191E0
3.052363342E2,4.079132167E1,1.677560500E1,4.482389785E2,8.154229164E0,9.798000336E1,1.899999976E0,9.000000000E0
3.062363342E2,4.079131333E1,1.677570167E1,4.480393081E2,8.420855522E0,9.844999695E1,2.000000000E0,9.000000000E0
3.072363342E2,4.079130333E1,1.677579833E1,4.484396413E2,8.655569077E0,9.844999695E1,2.000000000E0,8.899999619E0
3.082363342E2,4.079129167E1,1.677589833E1,4.483399889E2,8.899032593E0,9.706999969E1,2.000000000E0,8.899999619E0
3.092363342E2,4.079127833E1,1.677600667E1,4.481403670E2,9.285589218E0,9.697000122E1,2.000000000E0,9.000000000E0
3.102363342E2,4.079126667E1,1.677611667E1,4.479407468E2,9.298972130E0,9.661000061E1,2.000000000E0,8.899999619E0
3.112363342E2,4.079125167E1,1.677622500E1,4.473411285E2,9.656703949E0,9.744999695E1,2.000000000E0,9.000000000E0
3.122363342E2,4.079124333E1,1.677634000E1,4.468415172E2,9.696336746E0,9.722000122E1,2.000000000E0,9.000000000E0
3.132363342E2,4.079122833E1,1.677645500E1,4.466419204E2,9.912520409E0,9.704000092E1,2.000000000E0,9.199999809E0
3.142363342E2,4.079121833E1,1.677657833E1,4.459423395E2,1.007517242E1,9.673000336E1,1.899999976E0,9.000000000E0
3.152363342E2,4.079121000E1,1.677669833E1,4.458427442E2,9.962449074E0,9.537999725E1,1.899999976E0,9.000000000E0
3.162363342E2,4.079120167E1,1.677681167E1,4.451431274E2,9.964507103E0,9.638999939E1,1.899999976E0,9.000000000E0
3.172363342E2,4.079118833E1,1.677693333E1,4.444435484E2,9.956272125E0,9.775000000E1,1.899999976E0,8.899999619E0
3.182363342E2,4.079117833E1,1.677705000E1,4.449439461E2,9.785899162E0,9.858999634E1,1.899999976E0,8.699999809E0
3.192363342E2,4.079116833E1,1.677716167E1,4.451443276E2,9.746265411E0,9.823999786E1,1.899999976E0,8.699999809E0
3.202363342E2,4.079115500E1,1.677727500E1,4.452447218E2,9.580010414E0,9.806999969E1,1.899999976E0,8.800000191E0
3.212363342E2,4.079114500E1,1.677738167E1,4.448450872E2,9.481698036E0,9.841999817E1,1.899999976E0,8.699999809E0
3.222363342E2,4.079113167E1,1.677749167E1,4.441454706E2,8.948446274E0,9.827999878E1,1.899999976E0,8.800000191E0
3.232363342E2,4.079111833E1,1.677759167E1,4.432458218E2,7.733701229E0,9.877999878E1,1.899999976E0,8.899999619E0
3.242363342E2,4.079110667E1,1.677767333E1,4.429461104E2,6.117473602E0,1.014800034E2,1.899999976E0,8.899999619E0
3.252363342E2,4.079109500E1,1.677773333E1,4.437463291E2,5.207444668E0,1.186500015E2,1.899999976E0,9.100000381E0
3.262363342E2,4.079106667E1,1.677776667E1,4.443464984E2,4.430213928E0,1.473800049E2,1.799999952E0,9.000000000E0
3.272363342E2,4.079103000E1,1.677777000E1,4.439465894E2,4.318004608E0,1.706199951E2,1.799999952E0,9.199999809E0
3.282363342E2,4.079098500E1,1.677775833E1,4.434466502E2,4.992290974E0,1.831100006E2,1.799999952E0,9.199999809E0
3.292363342E2,4.079092667E1,1.677774667E1,4.431467402E2,6.103061199E0,1.872299957E2,1.799999952E0,8.899999619E0
3.302363342E2,4.079087167E1,1.677772833E1,4.435468014E2,6.675432682E0,1.884299927E2,1.799999952E0,9.000000000E0
3.312363342E2,4.079081000E1,1.677771167E1,4.438468826E2,7.091328144E0,1.893899994E2,1.899999976E0,9.199999809E0
3.322363342E2,4.079074833E1,1.677769333E1,4.441469584E2,7.104711056E0,1.959299927E2,1.899999976E0,9.399999619E0
3.332363342E2,4.079068667E1,1.677765833E1,4.443469805E2,7.108314037E0,2.064100037E2,1.899999976E0,9.699999809E0
3.342363342E2,4.079062667E1,1.677761500E1,4.444469721E2,7.207140446E0,2.118899994E2,1.899999976E0,9.800000191E0
3.352363342E2,4.079057333E1,1.677756667E1,4.441469331E2,7.434133053E0,2.153600006E2,1.899999976E0,1.010000038E1
3.362363342E2,4.079052500E1,1.677750000E1,4.432468241E2,7.421265125E0,2.213999939E2,1.899999976E0,9.699999809E0
3.372363342E2,4.079048000E1,1.677743167E1,4.425467025E2,7.736789703E0,2.223200073E2,1.799999952E0,9.600000381E0
3.382363342E2,4.079042333E1,1.677736667E1,4.424466171E2,7.753260612E0,2.249199982E2,1.799999952E0,9.199999809E0
3.392363342E2,4.079037000E1,1.677731000E1,4.433465512E2,7.643110275E0,2.243699951E2,1.899999976E0,9.000000000E0
3.402363342E2,4.079032167E1,1.677725000E1,4.437464637E2,7.621491909E0,2.212500000E2,1.799999952E0,8.800000191E0
3.412363342E2,4.079027167E1,1.677718667E1,4.435463691E2,7.436706543E0,2.232400055E2,1.799999952E0,9.000000000E0
3.422363342E2,4.079021833E1,1.677712333E1,4.435462818E2,7.533988953E0,2.239900055E2,1.799999952E0,9.100000381E0
3.432363342E2,4.079016667E1,1.677706000E1,4.437461909E2,7.645683765E0,2.265399933E2,1.799999952E0,9.300000191E0
3.442363342E2,4.079011333E1,1.677699167E1,4.441460875E2,7.779511452E0,2.254199982E2,1.799999952E0,9.399999619E0
3.452363342E2,4.079006333E1,1.677692667E1,4.442459875E2,7.956576347E0,2.269900055E2,1.899999976E0,9.600000381E0
3.462363342E2,4.079001333E1,1.677685833E1,4.446458768E2,7.875249863E0,2.286399994E2,1.899999976E0,9.399999619E0
3.472363342E2,4.078996500E1,1.677679500E1,4.447457786E2,7.593182087E0,2.287599945E2,1.899999976E0,9.500000000E0
3.482363342E2,4.078992000E1,1.677673833E1,4.448456946E2,7.598329544E0,2.265899963E2,1.799999952E0,9.199999809E0
3.492363342E2,4.078987000E1,1.677667667E1,4.452456053E2,7.562298775E0,2.230299988E2,1.799999952E0,9.300000191E0
3.502363342E2,4.078982500E1,1.677661667E1,4.454455106E2,7.052209377E0,2.192599945E2,1.799999952E0,9.500000000E0
3.512363342E2,4.078978167E1,1.677657000E1,4.458454551E2,6.709403992E0,2.117500000E2,1.899999976E0,9.500000000E0
3.522363342E2,4.078973000E1,1.677653333E1,4.461454500E2,6.361966610E0,2.013300018E2,1.799999952E0,9.199999809E0
3.532363342E2,4.078968167E1,1.677650833E1,4.464454753E2,5.229063034E0,2.017500000E2,1.799999952E0,9.100000381E0
3.542363342E2,4.078964000E1,1.677648333E1,4.462454859E2,4.547570705E0,2.049400024E2,1.799999952E0,8.699999809E0
3.552363342E2,4.078960333E1,1.677646500E1,4.465455071E2,4.270650387E0,2.040000000E2,1.700000048E0,8.699999809E0
3.562363342E2,4.078956667E1,1.677645500E1,4.464455551E2,4.029245377E0,1.919400024E2,1.799999952E0,8.800000191E0
3.572363342E2,4.078952667E1,1.677645500E1,4.462456426E2,4.116748333E0,1.721499939E2,1.799999952E0,8.699999809E0
3.582363342E2,4.078949167E1,1.677647167E1,4.464457728E2,4.350432396E0,1.560700073E2,1.700000048E0,8.600000381E0
3.592363342E2,4.078945833E1,1.677650500E1,4.469459530E2,4.639706135E0,1.383699951E2,1.700000048E0,8.399999619E0
3.602363342E2,4.078943167E1,1.677654667E1,4.467461455E2,5.152369499E0,1.332100067E2,1.799999952E0,8.399999619E0
3.612363342E2,4.078939667E1,1.677659333E1,4.461463723E2,5.653193951E0,1.409900055E2,1.799999952E0,8.399999619E0
3.622363342E2,4.078935500E1,1.677663333E1,4.460465923E2,5.755623817E0,1.508500061E2,1.799999952E0,8.300000191E0
3.632363342E2,4.078931000E1,1.677667000E1,4.456468088E2,5.915702343E0,1.515899963E2,1.899999976E0,8.199999809E0
3.642363342E2,4.078925833E1,1.677670333E1,4.452470291E2,6.369687557E0,1.522899933E2,1.899999976E0,8.399999619E0
3.652363342E2,4.078920500E1,1.677673833E1,4.452472584E2,6.850438118E0,1.513899994E2,1.899999976E0,8.500000000E0
3.662363342E2,4.078914833E1,1.677677667E1,4.452475058E2,7.355380535E0,1.508600006E2,1.899999976E0,8.600000381E0
3.672363342E2,4.078908833E1,1.677682333E1,4.450477873E2,7.794438839E0,1.509799957E2,1.899999976E0,8.500000000E0
3.682363342E2,4.078902833E1,1.677686667E1,4.449480580E2,7.978709221E0,1.509100037E2,1.899999976E0,8.500000000E0
3.692363342E2,4.078896500E1,1.677691333E1,4.447483468E2,8.282910347E0,1.498999939E2,1.899999976E0,8.600000381E0
3.702363342E2,4.078890000E1,1.677696333E1,4.442486499E2,8.306072235E0,1.496300049E2,1.899999976E0,8.600000381E0
3.712363342E2,4.078883000E1,1.677701333E1,4.440489640E2,8.332838058E0,1.495700073E2,1.899999976E0,8.500000000E0
3.722363342E2,4.078876833E1,1.677706500E1,4.440492652E2,8.713217735E0,1.496399994E2,1.899999976E0,8.600000381E0
3.732363342E2,4.078870167E1,1.677711500E1,4.438495720E2,8.739468575E0,1.495599976E2,1.899999976E0,8.600000381E0
3.742363342E2,4.078863500E1,1.677716667E1,4.439498841E2,9.205806732E0,1.496999969E2,1.899999976E0,8.800000191E0
3.752363342E2,4.078856333E1,1.677722333E1,4.442502233E2,9.763766289E0,1.501000061E2,2.000000000E0,8.600000381E0
3.762363342E2,4.078848333E1,1.677728000E1,4.444505806E2,1.034025478E1,1.506900024E2,2.000000000E0,8.600000381E0
3.772363342E2,4.078840167E1,1.677734500E1,4.440509685E2,1.032532787E1,1.503200073E2,1.899999976E0,8.699999809E0
3.782363342E2,4.078832333E1,1.677740500E1,4.441513329E2,1.007054043E1,1.506399994E2,1.899999976E0,8.600000381E0
3.792363342E2,4.078824333E1,1.677746667E1,4.439517064E2,9.728764534E0,1.510800018E2,1.899999976E0,8.800000191E0
3.802363342E2,4.078816500E1,1.677752000E1,4.434520494E2,9.231542587E0,1.538999939E2,2.000000000E0,8.500000000E0
3.812363342E2,4.078808833E1,1.677756500E1,4.436523619E2,8.504755020E0,1.616699982E2,1.899999976E0,8.399999619E0
3.822363342E2,4.078802167E1,1.677757833E1,4.435525506E2,7.917972088E0,1.745899963E2,1.899999976E0,8.600000381E0
3.832363342E2,4.078795333E1,1.677756167E1,4.432526464E2,7.886573792E0,1.893000031E2,1.899999976E0,8.800000191E0
3.842363342E2,4.078789833E1,1.677751667E1,4.436526218E2,7.233906269E0,2.019299927E2,1.899999976E0,8.800000191E0
3.852363342E2,4.078786667E1,1.677743667E1,4.436524336E2,6.679550171E0,2.353399963E2,1.899999976E0,8.699999809E0
3.862363342E2,4.078785500E1,1.677735333E1,4.435521908E2,6.522560120E0,2.576799927E2,1.899999976E0,8.800000191E0
3.872363342E2,4.078784833E1,1.677726667E1,4.434519264E2,6.375349522E0,2.682399902E2,1.899999976E0,8.899999619E0
3.882363342E2,4.078785667E1,1.677718667E1,4.433516507E2,6.390790939E0,2.755599976E2,1.899999976E0,8.899999619E0
3.892363342E2,4.078787167E1,1.677711333E1,4.431513818E2,6.373290539E0,2.804100037E2,1.799999952E0,8.899999619E0
3.902363342E2,4.078788667E1,1.677704167E1,4.428511183E2,6.337259769E0,2.831499939E2,1.799999952E0,8.600000381E0
3.912363342E2,4.078789833E1,1.677696500E1,4.429508460E2,6.670800209E0,2.824100037E2,1.799999952E0,8.500000000E0
3.922363342E2,4.078791000E1,1.677689000E1,4.429505791E2,6.529766083E0,2.853999939E2,1.799999952E0,8.300000191E0
3.932363342E2,4.078792500E1,1.677682000E1,4.431503210E2,6.510721207E0,2.884100037E2,1.899999976E0,8.600000381E0
3.942363342E2,4.078794167E1,1.677674333E1,4.431500377E2,6.519986153E0,2.909599915E2,1.899999976E0,8.699999809E0
3.952363342E2,4.078796167E1,1.677666333E1,4.431497365E2,6.674917698E0,2.912799988E2,1.899999976E0,8.899999619E0
3.962363342E2,4.078798333E1,1.677658833E1,4.430494477E2,6.668226242E0,2.896900024E2,1.899999976E0,8.899999619E0
3.972363342E2,4.078800333E1,1.677651667E1,4.430491732E2,6.455131531E0,2.902500000E2,1.899999976E0,9.000000000E0
3.982363342E2,4.078802667E1,1.677645167E1,4.430489129E2,6.275493145E0,2.922699890E2,1.899999976E0,9.000000000E0
3.992363342E2,4.078805000E1,1.677639000E1,4.425486634E2,5.988792896E0,2.935299988E2,1.899999976E0,9.000000000E0
4.002363342E2,4.078807000E1,1.677633167E1,4.425484319E2,5.146707535E0,2.927699890E2,1.899999976E0,9.100000381E0
4.012363342E2,4.078808667E1,1.677628500E1,4.423482452E2,3.967993498E0,2.928299866E2,1.799999952E0,8.800000191E0
4.022363342E2,4.078809667E1,1.677624500E1,4.424480946E2,3.553642273E0,2.885799866E2,1.799999952E0,8.899999619E0
4.032363342E2,4.078810833E1,1.677620333E1,4.426479349E2,3.385328054E0,2.884400024E2,1.799999952E0,8.899999619E0
4.042363342E2,4.078811333E1,1.677616000E1,4.425477845E2,3.757472277E0,2.857500000E2,1.700000048E0,9.000000000E0
4.052363342E2,4.078812667E1,1.677611333E1,4.427476051E2,4.354549885E0,2.899400024E2,1.700000048E0,8.699999809E0
4.062363342E2,4.078814333E1,1.677606333E1,4.426474077E2,4.955230713E0,2.907500000E2,1.799999952E0,9.000000000E0
4.072363342E2,4.078816333E1,1.677601000E1,4.429471923E2,5.460173130E0,2.907900085E2,1.799999952E0,8.699999809E0
4.082363342E2,4.078818667E1,1.677595167E1,4.433469534E2,5.837464809E0,2.924100037E2,1.899999976E0,8.899999619E0
4.092363342E2,4.078820833E1,1.677588500E1,4.433466914E2,6.108723164E0,2.939899902E2,1.899999976E0,8.899999619E0
4.102363342E2,4.078823000E1,1.677581667E1,4.437464240E2,6.131371021E0,2.936199951E2,1.899999976E0,9.000000000E0
4.112363342E2,4.078825333E1,1.677575333E1,4.437461691E2,6.136518478E0,2.967300110E2,1.799999952E0,8.800000191E0
4.122363342E2,4.078827667E1,1.677568167E1,4.444458874E2,6.306891441E0,2.945000000E2,1.899999976E0,9.000000000E0
4.132363342E2,4.078830167E1,1.677561333E1,4.446456127E2,5.978498459E0,2.974200134E2,1.799999952E0,8.800000191E0
4.142363342E2,4.078832167E1,1.677555333E1,4.447453758E2,5.609957695E0,2.924599915E2,1.899999976E0,9.000000000E0
4.152363342E2,4.078834167E1,1.677549000E1,4.447451282E2,5.574956417E0,2.918500061E2,1.899999976E0,9.000000000E0
4.162363342E2,4.078835833E1,1.677542833E1,4.448448932E2,5.922393799E0,2.924100037E2,1.899999976E0,9.100000381E0
4.172363342E2,4.078837833E1,1.677536333E1,4.449446402E2,6.130341530E0,2.934599915E2,1.899999976E0,9.199999809E0
4.182363342E2,4.078840000E1,1.677529833E1,4.449443835E2,6.232256889E0,2.926900024E2,2.000000000E0,9.399999619E0
4.192363342E2,4.078842167E1,1.677522667E1,4.452441054E2,6.498368263E0,2.903800049E2,2.000000000E0,9.300000191E0
4.202363342E2,4.078844500E1,1.677516167E1,4.450438451E2,6.697565556E0,2.906799927E2,1.899999976E0,9.199999809E0
4.212363342E2,4.078846667E1,1.677509167E1,4.450435723E2,6.615724564E0,2.909400024E2,1.899999976E0,9.300000191E0
4.222363342E2,4.078849000E1,1.677502167E1,4.448432959E2,6.509177208E0,2.918999939E2,1.899999976E0,9.399999619E0
4.232363342E2,4.078850833E1,1.677494667E1,4.448430144E2,6.423218727E0,2.939500122E2,1.899999976E0,9.100000381E0
4.242363342E2,4.078853167E1,1.677487333E1,4.448427272E2,6.403659344E0,2.942699890E2,1.899999976E0,8.899999619E0
4.252363342E2,4.078855667E1,1.677480333E1,4.448424472E2,6.510206699E0,2.947099915E2,1.899999976E0,8.899999619E0
4.262363342E2,4.078858167E1,1.677473333E1,4.450421671E2,6.478808403E0,2.947200012E2,1.899999976E0,8.800000191E0
4.272363342E2,4.078860667E1,1.677465833E1,4.452418710E2,6.315126896E0,2.946600037E2,1.899999976E0,9.000000000E0
4.282363342E2,4.078862833E1,1.677459000E1,4.455416036E2,6.284758568E0,2.936600037E2,2.000000000E0,9.300000191E0
4.292363342E2,4.078865500E1,1.677452500E1,4.461413359E2,5.890995979E0,2.987099915E2,1.899999976E0,9.399999619E0
4.302363342E2,4.078868500E1,1.677446167E1,4.469410664E2,5.757168293E0,3.132099915E2,1.799999952E0,9.199999809E0
