"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.023733424E1,4.079665500E1,1.676782000E1,4.538022130E2,5.296491623E0,1.594700012E2,2.200000048E0,1.289999962E1
3.123733424E1,4.079661500E1,1.676783333E1,4.536023436E2,5.306271553E0,1.668600006E2,2.400000095E0,1.319999981E1
3.223733424E1,4.079658667E1,1.676784167E1,4.536024326E2,5.195091248E0,1.698899994E2,2.500000000E0,1.330000019E1
3.323733424E1,4.079657167E1,1.676783833E1,4.536024548E2,4.887287617E0,1.711199951E2,2.500000000E0,1.289999962E1
3.423733424E1,4.079655500E1,1.676783833E1,4.537024913E2,4.548600197E0,1.771100006E2,2.500000000E0,1.310000038E1
3.523733424E1,4.079653500E1,1.676784167E1,4.539025459E2,4.242855072E0,1.672799988E2,1.899999976E0,1.050000000E1
3.623733424E1,4.079650500E1,1.676785667E1,4.545026600E2,4.023068905E0,1.602899933E2,1.899999976E0,1.010000038E1
3.723733424E1,4.079647167E1,1.676787667E1,4.545027975E2,3.857328415E0,1.519499969E2,2.099999905E0,1.060000038E1
3.823733424E1,4.079643667E1,1.676790167E1,4.549029549E2,3.732250929E0,1.520200043E2,2.000000000E0,1.010000038E1
3.923733424E1,4.079640000E1,1.676792667E1,4.546031158E2,3.707544088E0,1.550000000E2,1.899999976E0,1.019999981E1
4.023733424E1,4.079635667E1,1.676795000E1,4.545032860E2,3.762619495E0,1.575099945E2,2.000000000E0,1.019999981E1
4.123733424E1,4.079631167E1,1.676798000E1,4.543034814E2,3.881005526E0,1.572799988E2,2.000000000E0,1.019999981E1
4.223733424E1,4.079626333E1,1.676800333E1,4.542036626E2,4.118807316E0,1.596100006E2,2.000000000E0,1.030000019E1
4.323733424E1,4.079621333E1,1.676803333E1,4.544038689E2,4.538820744E0,1.587100067E2,2.000000000E0,1.050000000E1
4.423733424E1,4.079616000E1,1.676806000E1,4.545040717E2,4.975819588E0,1.591499939E2,2.000000000E0,1.080000019E1
4.523733424E1,4.079610000E1,1.676808500E1,4.544042838E2,5.376273632E0,1.617700043E2,2.000000000E0,1.069999981E1
4.623733424E1,4.079603833E1,1.676811667E1,4.544045211E2,7.445456982E0,1.615099945E2,2.000000000E0,1.060000038E1
4.723733424E1,4.079596667E1,1.676813667E1,4.548047427E2,7.525753498E0,1.629600067E2,2.000000000E0,1.089999962E1
4.823733424E1,4.079589500E1,1.676815667E1,4.555049642E2,7.747084141E0,1.649499969E2,2.000000000E0,1.119999981E1
4.923733424E1,4.079582333E1,1.676818000E1,4.561051965E2,8.023489952E0,1.656199951E2,2.000000000E0,1.119999981E1
5.023733424E1,4.079574667E1,1.676820167E1,4.565054344E2,8.048196793E0,1.665700073E2,2.000000000E0,1.139999962E1
5.123733424E1,4.079567500E1,1.676822167E1,4.561056560E2,8.595346451E0,1.660000000E2,2.000000000E0,1.119999981E1
5.223733424E1,4.079560167E1,1.676824500E1,4.564058919E2,8.626229286E0,1.733500061E2,1.899999976E0,1.100000000E1
5.323733424E1,4.079552500E1,1.676824833E1,4.560060707E2,8.632921219E0,1.857299957E2,1.899999976E0,1.110000038E1
5.423733424E1,4.079544500E1,1.676823667E1,4.555062084E2,8.771381378E0,1.976499939E2,1.899999976E0,1.100000000E1
5.523733424E1,4.079537333E1,1.676818833E1,4.551062098E2,8.745130539E0,2.150099945E2,1.899999976E0,1.110000038E1
5.623733424E1,4.079532333E1,1.676810667E1,4.549060561E2,8.854251862E0,2.307500000E2,1.899999976E0,1.110000038E1
5.723733424E1,4.079527667E1,1.676801500E1,4.559058630E2,9.296398163E0,2.355899963E2,1.899999976E0,1.119999981E1
5.823733424E1,4.079523000E1,1.676791167E1,4.568056322E2,9.589789391E0,2.370700073E2,1.899999976E0,1.080000019E1
5.923733424E1,4.079518333E1,1.676780833E1,4.575054015E2,9.876489639E0,2.374400024E2,1.899999976E0,1.080000019E1
6.023733424E1,4.079512833E1,1.676770333E1,4.571051837E2,1.004274559E1,2.381900024E2,1.899999976E0,1.089999962E1
6.123733424E1,4.079507667E1,1.676760000E1,4.577049639E2,1.029290009E1,2.354799957E2,1.899999976E0,1.089999962E1
6.223733424E1,4.079502000E1,1.676751167E1,4.573048035E2,1.026664925E1,2.250899963E2,1.899999976E0,1.080000019E1
6.323733424E1,4.079494833E1,1.676743500E1,4.570047135E2,1.024194241E1,2.143399963E2,1.799999952E0,1.100000000E1
6.423733424E1,4.079487167E1,1.676737500E1,4.567046882E2,1.021980953E1,2.107100067E2,1.899999976E0,1.110000038E1
6.523733424E1,4.079479000E1,1.676731667E1,4.566046793E2,1.013024807E1,2.087599945E2,1.899999976E0,1.069999981E1
6.623733424E1,4.079470500E1,1.676727500E1,4.562047313E2,1.026767921E1,2.039299927E2,1.899999976E0,1.069999981E1
6.723733424E1,4.079461333E1,1.676722833E1,4.558047819E2,1.029341507E1,1.971499939E2,2.000000000E0,1.069999981E1
6.823733424E1,4.079452333E1,1.676719833E1,4.560048826E2,1.002627373E1,1.926300049E2,1.700000048E0,1.080000019E1
6.923733424E1,4.079444167E1,1.676717667E1,4.551049918E2,9.448241234E0,1.892799988E2,1.899999976E0,1.110000038E1
7.023733424E1,4.079436500E1,1.676716667E1,4.547051277E2,8.700349808E0,1.856399994E2,1.799999952E0,1.060000038E1
7.123733424E1,4.079429000E1,1.676716333E1,4.542052814E2,8.196950912E0,1.800000000E2,1.899999976E0,1.050000000E1
7.223733424E1,4.079421500E1,1.676716500E1,4.543054512E2,8.393060684E0,1.757799988E2,1.899999976E0,1.050000000E1
7.323733424E1,4.079414167E1,1.676718000E1,4.544056603E2,8.724026680E0,1.740099945E2,1.899999976E0,1.030000019E1
7.423733424E1,4.079406833E1,1.676720000E1,4.544058855E2,8.338500023E0,1.742299957E2,1.899999976E0,1.030000019E1
7.523733424E1,4.079399667E1,1.676721000E1,4.548060749E2,8.083197594E0,1.718899994E2,1.799999952E0,1.019999981E1
7.623733424E1,4.079392167E1,1.676721833E1,4.555062662E2,7.828410149E0,1.717899933E2,1.799999952E0,1.019999981E1
7.723733424E1,4.079384833E1,1.676723833E1,4.560064914E2,8.074447632E0,1.747100067E2,1.899999976E0,1.030000019E1
7.823733424E1,4.079377333E1,1.676724833E1,4.560066881E2,8.304528236E0,1.805700073E2,1.899999976E0,1.050000000E1
7.923733424E1,4.079369500E1,1.676724333E1,4.561068437E2,8.641671181E0,1.852100067E2,1.899999976E0,1.069999981E1
8.023733424E1,4.079361667E1,1.676723333E1,4.565069832E2,8.891311646E0,1.850899963E2,1.799999952E0,1.050000000E1
8.123733424E1,4.079353500E1,1.676722333E1,4.567071300E2,9.017418861E0,1.841699982E2,1.899999976E0,1.050000000E1
8.223733424E1,4.079345333E1,1.676721833E1,4.568072930E2,9.350958824E0,1.865399933E2,1.700000048E0,1.039999962E1
8.323733424E1,4.079337000E1,1.676720833E1,4.567074435E2,9.761192322E0,1.869499969E2,1.500000000E0,1.010000038E1
8.423733424E1,4.079327833E1,1.676719667E1,4.564076069E2,9.746265411E0,1.880200043E2,1.799999952E0,1.000000000E1
8.523733424E1,4.079318833E1,1.676718000E1,4.562077505E2,9.951125145E0,1.880399933E2,1.899999976E0,1.030000019E1
8.623733424E1,4.079310000E1,1.676716167E1,4.564078851E2,1.007054043E1,1.872899933E2,1.899999976E0,1.039999962E1
8.723733424E1,4.079300333E1,1.676715000E1,4.565080595E2,1.038040352E1,1.883399963E2,1.899999976E0,1.050000000E1
8.823733424E1,4.079291000E1,1.676713167E1,4.565082050E2,1.052503967E1,1.890899963E2,1.899999976E0,1.080000019E1
8.923733424E1,4.079281667E1,1.676710500E1,4.564083238E2,1.065011787E1,1.890599976E2,2.000000000E0,1.100000000E1
9.023733424E1,4.079272000E1,1.676708667E1,4.566084766E2,1.064805889E1,1.886900024E2,1.899999976E0,1.100000000E1
9.123733424E1,4.079262333E1,1.676706333E1,4.571086134E2,1.052761364E1,1.884700012E2,1.899999976E0,1.100000000E1
9.223733424E1,4.079253000E1,1.676703833E1,4.587087375E2,9.617585182E0,1.894600067E2,1.899999976E0,1.100000000E1
9.323733424E1,4.079245333E1,1.676701833E1,4.591088412E2,7.844881535E0,1.917500000E2,1.899999976E0,1.100000000E1
9.423733424E1,4.079240333E1,1.676700500E1,4.594089079E2,5.571353436E0,1.981900024E2,1.899999976E0,1.080000019E1
9.523733424E1,4.079236833E1,1.676697833E1,4.591088987E2,4.932582855E0,2.087299957E2,1.899999976E0,1.089999962E1
9.623733424E1,4.079233333E1,1.676694000E1,4.593088520E2,4.945451260E0,2.168000031E2,1.899999976E0,1.089999962E1
9.723733424E1,4.079229833E1,1.676689833E1,4.599087945E2,5.098323822E0,2.208699951E2,1.799999952E0,9.899999619E0
9.823733424E1,4.079226333E1,1.676686167E1,4.601087531E2,4.971187115E0,2.201199951E2,1.899999976E0,9.899999619E0
9.923733424E1,4.079223333E1,1.676682833E1,4.607087115E2,4.803387642E0,2.198899994E2,1.899999976E0,1.019999981E1
1.002373342E2,4.079220333E1,1.676679667E1,4.605086753E2,4.222781181E0,2.114700012E2,1.899999976E0,1.019999981E1
1.012373342E2,4.079216667E1,1.676677333E1,4.601086805E2,4.183147430E0,2.005700073E2,1.799999952E0,9.899999619E0
1.022373342E2,4.079213000E1,1.676675833E1,4.598087126E2,4.214545727E0,1.847899933E2,1.799999952E0,1.000000000E1
1.032373342E2,4.079209000E1,1.676676333E1,4.598088164E2,4.592351437E0,1.731999969E2,1.799999952E0,1.000000000E1
1.042373342E2,4.079204500E1,1.676678000E1,4.601089688E2,5.278476238E0,1.585800018E2,1.799999952E0,1.019999981E1
1.052373342E2,4.079199833E1,1.676681333E1,4.601091785E2,5.860627174E0,1.440200043E2,1.799999952E0,1.010000038E1
1.062373342E2,4.079195667E1,1.676687500E1,4.604094685E2,6.507118225E0,1.297599945E2,1.899999976E0,1.010000038E1
1.072373342E2,4.079193000E1,1.676695333E1,4.605097793E2,6.918381214E0,1.134700012E2,1.899999976E0,1.050000000E1
1.082373342E2,4.079191167E1,1.676704333E1,4.603101094E2,7.003310680E0,9.943000031E1,1.899999976E0,1.039999962E1
1.092373342E2,4.079192000E1,1.676714167E1,4.601104079E2,7.566416740E0,7.972000122E1,1.799999952E0,1.050000000E1
1.102373342E2,4.079195000E1,1.676722000E1,4.602105944E2,7.456265926E0,6.290999985E1,1.899999976E0,1.050000000E1
1.112373342E2,4.079199833E1,1.676728000E1,4.604106817E2,7.050664902E0,4.495000076E1,1.899999976E0,1.030000019E1
1.122373342E2,4.079206500E1,1.676731000E1,4.608106322E2,6.849408627E0,2.600000000E1,1.899999976E0,1.010000038E1
1.132373342E2,4.079213333E1,1.676732500E1,4.604105307E2,7.159786224E0,9.239999771E0,1.899999976E0,1.000000000E1
1.142373342E2,4.079219667E1,1.676734000E1,4.602104402E2,6.916837215E0,1.142000008E1,1.899999976E0,1.000000000E1
1.152373342E2,4.079225667E1,1.676735667E1,4.599103623E2,6.516383171E0,2.364999962E1,1.899999976E0,1.030000019E1
1.162373342E2,4.079231167E1,1.676739667E1,4.599103706E2,6.510206699E0,4.365999985E1,1.899999976E0,1.030000019E1
1.172373342E2,4.079235000E1,1.676746500E1,4.592105067E2,6.368658066E0,6.081000137E1,1.899999976E0,1.019999981E1
1.182373342E2,4.079236167E1,1.676755167E1,4.586107603E2,6.695506573E0,8.204000092E1,1.899999976E0,1.030000019E1
1.192373342E2,4.079236167E1,1.676764000E1,4.576110448E2,7.156697750E0,9.337000275E1,2.000000000E0,1.039999962E1
1.202373342E2,4.079235667E1,1.676772833E1,4.566113403E2,7.258612633E0,9.594999695E1,2.000000000E0,1.069999981E1
1.212373342E2,4.079235000E1,1.676781833E1,4.557116449E2,7.343542099E0,9.680999756E1,2.000000000E0,1.069999981E1
1.222373342E2,4.079235333E1,1.676790667E1,4.591119221E2,7.556636810E0,9.623999786E1,2.000000000E0,1.060000038E1
1.232373342E2,4.079235167E1,1.676799500E1,4.600122103E2,7.809880257E0,9.411000061E1,1.799999952E0,1.080000019E1
1.242373342E2,4.079234833E1,1.676808500E1,4.604125076E2,8.239158630E0,8.923999786E1,1.700000048E0,1.030000019E1
1.252373342E2,4.079234500E1,1.676818500E1,4.609128370E2,8.158347130E0,8.855999756E1,1.899999976E0,1.039999962E1
1.262373342E2,4.079233833E1,1.676828500E1,4.613131738E2,8.281880379E0,9.034999847E1,2.000000000E0,1.030000019E1
1.272373342E2,4.079233500E1,1.676839167E1,4.620135247E2,8.381221771E0,9.566000366E1,2.000000000E0,1.030000019E1
1.282373342E2,4.079232000E1,1.676848833E1,4.621138689E2,8.285998344E0,1.029599991E2,1.899999976E0,1.030000019E1
1.292373342E2,4.079229667E1,1.676858000E1,4.624142154E2,8.166068077E0,1.068399963E2,2.000000000E0,1.130000019E1
1.302373342E2,4.079227333E1,1.676866500E1,4.621145403E2,8.169156075E0,1.049700012E2,2.000000000E0,1.119999981E1
1.312373342E2,4.079225500E1,1.676876000E1,4.621148865E2,8.194377899E0,1.022600021E2,2.099999905E0,1.100000000E1
1.322373342E2,4.079224000E1,1.676885833E1,4.619152362E2,8.446077347E0,1.004700012E2,1.799999952E0,1.039999962E1
1.332373342E2,4.079222833E1,1.676896000E1,4.618155892E2,8.437841415E0,9.845999908E1,1.700000048E0,1.030000019E1
1.342373342E2,4.079221667E1,1.676906167E1,4.618159423E2,8.155773163E0,9.847000122E1,1.600000024E0,9.800000191E0
1.352373342E2,4.079221000E1,1.676916500E1,4.616162898E2,8.147023201E0,9.723999786E1,1.899999976E0,9.899999619E0
1.362373342E2,4.079220333E1,1.676926667E1,4.617166319E2,8.137243271E0,9.644999695E1,1.899999976E0,9.899999619E0
1.372373342E2,4.079219667E1,1.676937000E1,4.619169794E2,8.598434448E0,9.676000214E1,2.000000000E0,1.030000019E1
1.382373342E2,4.079218500E1,1.676947500E1,4.621173432E2,9.011241913E0,9.780999756E1,2.000000000E0,1.010000038E1
1.392373342E2,4.079217667E1,1.676957500E1,4.623176836E2,9.095141411E0,9.737999725E1,2.000000000E0,1.019999981E1
1.402373342E2,4.079217000E1,1.676968333E1,4.622180471E2,9.383385658E0,9.729000092E1,1.899999976E0,1.019999981E1
1.412373342E2,4.079215833E1,1.676980167E1,4.622184539E2,9.469345093E0,9.670999908E1,2.000000000E0,1.039999962E1
1.422373342E2,4.079214500E1,1.676991500E1,4.623188482E2,9.640232086E0,9.704000092E1,2.099999905E0,1.019999981E1
1.432373342E2,4.079213000E1,1.677003333E1,4.625192622E2,9.629938126E0,9.719000244E1,2.099999905E0,1.039999962E1
1.442373342E2,4.079211167E1,1.677015500E1,4.628196943E2,9.760162354E0,9.709999847E1,2.000000000E0,1.030000019E1
1.452373342E2,4.079210833E1,1.677026667E1,4.627200613E2,1.015083694E1,9.763999939E1,2.000000000E0,1.030000019E1
1.462373342E2,4.079209500E1,1.677038333E1,4.627204663E2,1.040510941E1,9.745999908E1,2.000000000E0,1.080000019E1
1.472373342E2,4.079208667E1,1.677050333E1,4.626208712E2,1.052092266E1,9.741999817E1,2.000000000E0,1.089999962E1
1.482373342E2,4.079207000E1,1.677063667E1,4.625213372E2,1.086218262E1,9.770999908E1,2.000000000E0,1.030000019E1
1.492373342E2,4.079205167E1,1.677076500E1,4.624217907E2,1.076335621E1,9.780999756E1,2.099999905E0,1.030000019E1
1.502373342E2,4.079203500E1,1.677089167E1,4.605222352E2,1.099858475E1,9.901000214E1,2.000000000E0,1.039999962E1
1.512373342E2,4.079201667E1,1.677101500E1,4.589226727E2,1.095895100E1,9.898000336E1,2.000000000E0,1.039999962E1
1.522373342E2,4.079199667E1,1.677114500E1,4.574231352E2,1.081740189E1,9.862999725E1,2.000000000E0,1.039999962E1
1.532373342E2,4.079198500E1,1.677127500E1,4.562235795E2,1.081071091E1,9.830999756E1,2.000000000E0,1.060000038E1
1.542373342E2,4.079197167E1,1.677139833E1,4.549240060E2,1.098983383E1,9.819000244E1,2.000000000E0,1.080000019E1
1.552373342E2,4.079195667E1,1.677152833E1,4.541244576E2,1.097078991E1,9.801000214E1,2.099999905E0,1.080000019E1
1.562373342E2,4.079194333E1,1.677165833E1,4.540249056E2,1.073247337E1,9.691000366E1,2.000000000E0,1.060000038E1
1.572373342E2,4.079193167E1,1.677178167E1,4.537253284E2,1.052709866E1,9.786000061E1,2.000000000E0,1.089999962E1
1.582373342E2,4.079191833E1,1.677190333E1,4.534257495E2,1.024245739E1,9.787000275E1,2.000000000E0,1.080000019E1
1.592373342E2,4.079190333E1,1.677202833E1,4.528261850E2,1.006590748E1,9.719999695E1,2.000000000E0,1.100000000E1
1.602373342E2,4.079189667E1,1.677214000E1,4.522265593E2,1.006796646E1,9.723999786E1,2.000000000E0,1.100000000E1
1.612373342E2,4.079188833E1,1.677225833E1,4.521269587E2,1.014929295E1,9.723000336E1,2.000000000E0,1.100000000E1
1.622373342E2,4.079187833E1,1.677237333E1,4.523273510E2,1.015032196E1,9.700000000E1,2.000000000E0,1.080000019E1
1.632373342E2,4.079186833E1,1.677249167E1,4.523277541E2,1.033562183E1,9.694999695E1,2.000000000E0,1.100000000E1
1.642373342E2,4.079185667E1,1.677261500E1,4.516281769E2,1.036650562E1,9.726000214E1,2.000000000E0,1.060000038E1
1.652373342E2,4.079184500E1,1.677273833E1,4.514285997E2,1.050805378E1,9.708000183E1,2.000000000E0,1.050000000E1
1.662373342E2,4.079183333E1,1.677285833E1,4.516290118E2,1.069078064E1,9.751999664E1,2.000000000E0,1.050000000E1
1.672373342E2,4.079181833E1,1.677298500E1,4.513294526E2,1.072166348E1,9.708999634E1,2.000000000E0,1.030000019E1
1.682373342E2,4.079181167E1,1.677311667E1,4.514298913E2,1.076078320E1,9.622000122E1,2.000000000E0,1.060000038E1
1.692373342E2,4.079180167E1,1.677324333E1,4.514303212E2,1.077313614E1,9.658999634E1,2.000000000E0,1.069999981E1
1.702373342E2,4.079178833E1,1.677337000E1,4.508307584E2,1.074637032E1,9.823000336E1,2.000000000E0,1.089999962E1
1.712373342E2,4.079177167E1,1.677349167E1,4.498311868E2,1.056261444E1,9.901999664E1,1.899999976E0,1.060000038E1
1.722373342E2,4.079175333E1,1.677361500E1,4.490316242E2,1.042209530E1,9.894000244E1,2.000000000E0,1.039999962E1
1.732373342E2,4.079173333E1,1.677373333E1,4.483320491E2,1.022804546E1,9.933000183E1,2.000000000E0,1.050000000E1
1.742373342E2,4.079171333E1,1.677384833E1,4.479324633E2,9.863621712E0,9.925000000E1,2.000000000E0,1.039999962E1
1.752373342E2,4.079170167E1,1.677396167E1,4.479328539E2,9.828105927E0,9.951999664E1,2.000000000E0,1.000000000E1
1.762373342E2,4.079168667E1,1.677407667E1,4.478332572E2,9.941345215E0,9.973999786E1,2.000000000E0,9.899999619E0
1.772373342E2,4.079167333E1,1.677419667E1,4.476336729E2,9.916123390E0,1.007799988E2,2.000000000E0,9.699999809E0
1.782373342E2,4.079165500E1,1.677431167E1,4.476340834E2,9.827590942E0,1.065100021E2,2.000000000E0,1.000000000E1
1.792373342E2,4.079163000E1,1.677441167E1,4.476344602E2,9.639718056E0,1.135400009E2,2.000000000E0,1.010000038E1
1.802373342E2,4.079159000E1,1.677450333E1,4.479348430E2,9.099774361E0,1.171399994E2,2.000000000E0,1.010000038E1
1.812373342E2,4.079155167E1,1.677458833E1,4.479352007E2,8.944328308E0,1.203099976E2,2.000000000E0,1.010000038E1
1.822373342E2,4.079151333E1,1.677466667E1,4.480355369E2,8.601008415E0,1.200100021E2,1.899999976E0,9.899999619E0
1.832373342E2,4.079147167E1,1.677476167E1,4.486359341E2,8.336441040E0,1.185899963E2,1.899999976E0,9.899999619E0
1.842373342E2,4.079143667E1,1.677485000E1,4.482362952E2,8.363206863E0,1.168700027E2,1.899999976E0,9.800000191E0
1.852373342E2,4.079140333E1,1.677495000E1,4.482366902E2,8.525343895E0,1.119899979E2,1.899999976E0,9.500000000E0
1.862373342E2,4.079138000E1,1.677505167E1,4.478370687E2,8.505784988E0,1.069700012E2,1.899999976E0,9.699999809E0
1.872373342E2,4.079136000E1,1.677515833E1,4.471374560E2,8.747189522E0,1.001699982E2,1.899999976E0,9.800000191E0
1.882373342E2,4.079134833E1,1.677526333E1,4.465378197E2,9.171320915E0,9.693000031E1,2.000000000E0,9.699999809E0
1.892373342E2,4.079133833E1,1.677537000E1,4.460381852E2,9.382356644E0,9.579000092E1,2.000000000E0,1.000000000E1
1.902373342E2,4.079133000E1,1.677548000E1,4.456385577E2,9.410666466E0,9.648000336E1,2.000000000E0,1.000000000E1
1.912373342E2,4.079132000E1,1.677559000E1,4.449389339E2,9.691704750E0,9.750000000E1,2.000000000E0,1.039999962E1
1.922373342E2,4.079130500E1,1.677570333E1,4.443393317E2,9.821928978E0,9.788999939E1,2.000000000E0,1.030000019E1
1.932373342E2,4.079129500E1,1.677581667E1,4.440397186E2,9.832223892E0,9.777999878E1,2.000000000E0,1.000000000E1
1.942373342E2,4.079128333E1,1.677593333E1,4.437401199E2,1.000722980E1,9.790000153E1,2.000000000E0,9.899999619E0
1.952373342E2,4.079126667E1,1.677605833E1,4.431405589E2,1.004274559E1,9.780999756E1,2.000000000E0,9.899999619E0
1.962373342E2,4.079125167E1,1.677617333E1,4.429409621E2,1.013642502E1,9.895999908E1,2.000000000E0,9.899999619E0
1.972373342E2,4.079123833E1,1.677629500E1,4.426413832E2,1.036238766E1,9.761000061E1,1.799999952E0,9.800000191E0
1.982373342E2,4.079122667E1,1.677641833E1,4.426418059E2,1.037885857E1,9.748999786E1,1.700000048E0,9.600000381E0
1.992373342E2,4.079121500E1,1.677654167E1,4.427422287E2,1.028826809E1,9.647000122E1,1.700000048E0,9.899999619E0
2.002373342E2,4.079120333E1,1.677666167E1,4.434426407E2,1.026047325E1,9.676000214E1,1.899999976E0,9.699999809E0
2.012373342E2,4.079119167E1,1.677678167E1,4.430430527E2,1.028517914E1,9.720999908E1,2.000000000E0,9.899999619E0
2.022373342E2,4.079118500E1,1.677690000E1,4.436434484E2,1.031400394E1,9.719999695E1,2.000000000E0,9.899999619E0
2.032373342E2,4.079117500E1,1.677702000E1,4.442438567E2,1.020282364E1,9.709999847E1,2.000000000E0,9.899999619E0
2.042373342E2,4.079116667E1,1.677714333E1,4.450442722E2,1.016267586E1,9.722000122E1,2.000000000E0,9.699999809E0
2.052373342E2,4.079115667E1,1.677726000E1,4.454446698E2,1.004274559E1,9.823000336E1,1.799999952E0,9.399999619E0
2.062373342E2,4.079114000E1,1.677737333E1,4.454450713E2,9.762221336E0,9.791999817E1,2.000000000E0,9.600000381E0
2.072373342E2,4.079112667E1,1.677748333E1,4.451454547E2,9.297942162E0,9.902999878E1,2.000000000E0,9.500000000E0
2.082373342E2,4.079111833E1,1.677758667E1,4.454458057E2,7.778482437E0,9.955000305E1,1.899999976E0,9.000000000E0
2.092373342E2,4.079110333E1,1.677766500E1,4.451460908E2,5.889966488E0,1.022399979E2,1.899999976E0,9.300000191E0
2.102373342E2,4.079108667E1,1.677772000E1,4.448463044E2,4.759121895E0,1.199700012E2,1.899999976E0,9.199999809E0
2.112373342E2,4.079105667E1,1.677775500E1,4.445464827E2,4.153293610E0,1.431999969E2,1.899999976E0,9.300000191E0
2.122373342E2,4.079102833E1,1.677776167E1,4.444465662E2,3.992700338E0,1.706499939E2,1.799999952E0,9.500000000E0
2.132373342E2,4.079098667E1,1.677775167E1,4.438466251E2,4.866698742E0,1.863099976E2,1.799999952E0,9.800000191E0
