"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.031132191E2,4.079155667E1,1.676698333E1,4.606106945E2,9.083817482E0,1.840000000E2,1.799999952E0,7.599999905E0
2.041132191E2,4.079147000E1,1.676697167E1,4.601108470E2,9.528022766E0,1.849499969E2,1.799999952E0,7.599999905E0
2.051132191E2,4.079138333E1,1.676696167E1,4.605110048E2,9.792590141E0,1.850800018E2,1.799999952E0,7.699999809E0
2.061132191E2,4.079129667E1,1.676695167E1,4.605111626E2,9.925388336E0,1.860399933E2,1.799999952E0,7.599999905E0
2.071132191E2,4.079120500E1,1.676693833E1,4.603113206E2,1.009524727E1,1.832500000E2,1.799999952E0,7.500000000E0
2.081132191E2,4.079111500E1,1.676693167E1,4.601114965E2,9.776634216E0,1.808099976E2,1.799999952E0,7.500000000E0
2.091132191E2,4.079103000E1,1.676693667E1,4.596116990E2,9.371547699E0,1.793500061E2,1.799999952E0,7.500000000E0
2.101132191E2,4.079094667E1,1.676694333E1,4.596119032E2,8.972638130E0,1.804100037E2,1.799999952E0,7.699999809E0
2.111132191E2,4.079087333E1,1.676694167E1,4.595120586E2,7.907677650E0,1.840000000E2,1.799999952E0,7.599999905E0
2.121132191E2,4.079080333E1,1.676692167E1,4.593121477E2,7.260157108E0,1.886199951E2,1.899999976E0,7.599999905E0
2.131132191E2,4.079073667E1,1.676690833E1,4.593122509E2,7.045517921E0,1.853999939E2,1.799999952E0,7.400000095E0
2.141132191E2,4.079068500E1,1.676691500E1,4.601123857E2,5.828714371E0,1.661799927E2,1.799999952E0,7.400000095E0
2.151132191E2,4.079064833E1,1.676695167E1,4.595125842E2,5.433922291E0,1.491100006E2,1.799999952E0,7.500000000E0
2.161132191E2,4.079063000E1,1.676700667E1,4.590128015E2,4.838388920E0,1.215999985E2,1.799999952E0,7.500000000E0
2.171132191E2,4.079062667E1,1.676708333E1,4.587130557E2,6.096884727E0,9.641999817E1,1.700000048E0,7.599999905E0
2.181132191E2,4.079063167E1,1.676717000E1,4.583133238E2,6.840143681E0,9.387999725E1,1.799999952E0,7.800000191E0
2.191132191E2,4.079063000E1,1.676725333E1,4.580135959E2,7.541195393E0,1.004100037E2,1.799999952E0,7.599999905E0
2.201132191E2,4.079062167E1,1.676734500E1,4.586139093E2,7.829954624E0,1.025199966E2,1.799999952E0,7.699999809E0
2.211132191E2,4.079060500E1,1.676744333E1,4.591142625E2,8.615420341E0,1.034199982E2,1.799999952E0,7.800000191E0
2.221132191E2,4.079058000E1,1.676755333E1,4.593146716E2,9.366914749E0,1.038499985E2,1.799999952E0,7.900000095E0
2.231132191E2,4.079055333E1,1.676767500E1,4.592151219E2,1.022958946E1,1.042600021E2,1.799999952E0,7.900000095E0
2.241132191E2,4.079052667E1,1.676780167E1,4.586155882E2,1.091262627E1,1.043300018E2,1.899999976E0,8.199999809E0
2.251132191E2,4.079050333E1,1.676793000E1,4.582160527E2,1.151176262E1,1.036699982E2,1.899999976E0,8.100000381E0
2.261132191E2,4.079048000E1,1.676806833E1,4.583165493E2,1.215156269E1,1.035199966E2,1.899999976E0,8.100000381E0
2.271132191E2,4.079045333E1,1.676821167E1,4.582170693E2,1.259370899E1,1.039300003E2,1.899999976E0,8.100000381E0
2.281132191E2,4.079042833E1,1.676836167E1,4.583176072E2,1.276202297E1,1.039100037E2,1.899999976E0,8.199999809E0
2.291132191E2,4.079040333E1,1.676850833E1,4.578181343E2,1.304769325E1,1.036900024E2,1.899999976E0,8.300000191E0
2.301132191E2,4.079037333E1,1.676865833E1,4.566186831E2,1.345432377E1,1.042699966E2,1.799999952E0,8.199999809E0
2.311132191E2,4.079034333E1,1.676881333E1,4.566192480E2,1.365712452E1,1.039599991E2,1.799999952E0,8.199999809E0
2.321132191E2,4.079031500E1,1.676896500E1,4.565197985E2,1.395308971E1,1.038199997E2,1.799999952E0,8.100000381E0
2.331132191E2,4.079028667E1,1.676913000E1,4.564203919E2,1.426501179E1,1.039499969E2,1.899999976E0,8.199999809E0
2.341132191E2,4.079025500E1,1.676930333E1,4.565210195E2,1.453472614E1,1.043799973E2,1.899999976E0,7.900000095E0
2.351132191E2,4.079021667E1,1.676947000E1,4.561216402E2,1.477304268E1,1.043700027E2,1.799999952E0,7.800000191E0
2.361132191E2,4.079018333E1,1.676964167E1,4.565222660E2,1.497687244E1,1.042699966E2,1.899999976E0,7.699999809E0
2.371132191E2,4.079015000E1,1.676981000E1,4.571228811E2,1.495731258E1,1.039499969E2,1.799999952E0,7.800000191E0
2.381132191E2,4.079011167E1,1.676998000E1,4.563235125E2,1.498304939E1,1.041800003E2,1.799999952E0,7.699999809E0
2.391132191E2,4.079007500E1,1.677015500E1,4.564241564E2,1.523886585E1,1.040500031E2,1.899999976E0,7.699999809E0
2.401132191E2,4.079004667E1,1.677032667E1,4.563247713E2,1.533820724E1,1.040199966E2,1.899999976E0,7.699999809E0
2.411132191E2,4.079001667E1,1.677050333E1,4.561254059E2,1.554512596E1,1.030800018E2,1.899999976E0,7.900000095E0
2.421132191E2,4.078998333E1,1.677068667E1,4.555260692E2,1.558424473E1,1.040500031E2,1.799999952E0,7.699999809E0
2.431132191E2,4.078994500E1,1.677086500E1,4.545267274E2,1.585704708E1,1.038600006E2,1.799999952E0,7.900000095E0
2.441132191E2,4.078990833E1,1.677104667E1,4.536273927E2,1.559711266E1,1.040299988E2,1.799999952E0,7.599999905E0
2.451132191E2,4.078987333E1,1.677122333E1,4.531280383E2,1.574535275E1,1.034499969E2,1.799999952E0,7.599999905E0
2.461132191E2,4.078983667E1,1.677139667E1,4.531286767E2,1.492488575E1,1.040100021E2,1.899999976E0,7.500000000E0
2.471132191E2,4.078981000E1,1.677156500E1,4.537292771E2,1.456921291E1,1.042300034E2,1.899999976E0,7.599999905E0
2.481132191E2,4.078978000E1,1.677172667E1,4.531298634E2,1.436435318E1,1.032900009E2,1.899999976E0,7.800000191E0
2.491132191E2,4.078975667E1,1.677189333E1,4.529304512E2,1.412861061E1,1.014000015E2,1.799999952E0,7.800000191E0
2.501132191E2,4.078973333E1,1.677206000E1,4.526310389E2,1.401434231E1,1.007699966E2,1.899999976E0,8.000000000E0
2.511132191E2,4.078971333E1,1.677221833E1,4.520315925E2,1.347542763E1,1.002300034E2,1.899999976E0,8.000000000E0
2.521132191E2,4.078968833E1,1.677236833E1,4.519321303E2,1.332770252E1,1.024000015E2,1.899999976E0,8.000000000E0
2.531132191E2,4.078966000E1,1.677252000E1,4.522326807E2,1.317225647E1,1.054400024E2,1.899999976E0,8.000000000E0
2.541132191E2,4.078963167E1,1.677267167E1,4.526332310E2,1.338123322E1,1.069300003E2,1.899999976E0,7.900000095E0
2.551132191E2,4.078959500E1,1.677282333E1,4.521337997E2,1.348829556E1,1.070599976E2,1.799999952E0,7.800000191E0
2.561132191E2,4.078955833E1,1.677298333E1,4.526343951E2,1.385838127E1,1.059899979E2,1.799999952E0,7.599999905E0
2.571132191E2,4.078952500E1,1.677314333E1,4.528349833E2,1.397676754E1,1.054499969E2,1.799999952E0,7.599999905E0
2.581132191E2,4.078949167E1,1.677330000E1,4.525355607E2,1.419809818E1,1.049899979E2,1.799999952E0,7.500000000E0
2.591132191E2,4.078946500E1,1.677346833E1,4.521361611E2,1.438803005E1,1.044199982E2,1.899999976E0,7.599999905E0
2.601132191E2,4.078943167E1,1.677363500E1,4.517367706E2,1.441736984E1,1.043600006E2,1.899999976E0,7.599999905E0
2.611132191E2,4.078939500E1,1.677380667E1,4.515374036E2,1.441376686E1,1.042699966E2,1.899999976E0,7.900000095E0
2.621132191E2,4.078936167E1,1.677397167E1,4.511380078E2,1.443538475E1,1.046800003E2,1.899999976E0,7.800000191E0
2.631132191E2,4.078933333E1,1.677413000E1,4.503385797E2,1.440295696E1,1.044599991E2,1.899999976E0,8.000000000E0
2.641132191E2,4.078929667E1,1.677429833E1,4.501392019E2,1.436383820E1,1.042399979E2,1.899999976E0,7.900000095E0
2.651132191E2,4.078926167E1,1.677446000E1,4.495397990E2,1.436075020E1,1.037300034E2,1.899999976E0,8.000000000E0
2.661132191E2,4.078923000E1,1.677462167E1,4.497403888E2,1.433141041E1,1.035699997E2,1.899999976E0,8.000000000E0
2.671132191E2,4.078920167E1,1.677478667E1,4.498409821E2,1.432060146E1,1.033600006E2,1.899999976E0,7.800000191E0
2.681132191E2,4.078917333E1,1.677494667E1,4.495415592E2,1.407404995E1,1.014199982E2,1.799999952E0,7.800000191E0
2.691132191E2,4.078915333E1,1.677511167E1,4.488421342E2,1.403544521E1,9.800000000E1,1.799999952E0,7.599999905E0
2.701132191E2,4.078914000E1,1.677527500E1,4.484426892E2,1.390727997E1,9.416000366E1,1.700000048E0,7.699999809E0
2.711132191E2,4.078912500E1,1.677543833E1,4.474432479E2,1.365712452E1,8.876000214E1,1.799999952E0,7.699999809E0
2.721132191E2,4.078912833E1,1.677559667E1,4.470437504E2,1.341469097E1,8.391000366E1,1.899999976E0,7.800000191E0
2.731132191E2,4.078914000E1,1.677575833E1,4.470442454E2,1.311254883E1,7.983999634E1,2.000000000E0,8.000000000E0
2.741132191E2,4.078916500E1,1.677591167E1,4.473446844E2,1.222104931E1,7.706999969E1,1.899999976E0,8.000000000E0
2.751132191E2,4.078919833E1,1.677605000E1,4.478450568E2,1.168059158E1,7.584999847E1,1.899999976E0,8.000000000E0
2.761132191E2,4.078922833E1,1.677618000E1,4.472454098E2,1.098828983E1,7.537999725E1,1.799999952E0,7.599999905E0
2.771132191E2,4.078925667E1,1.677630333E1,4.477457449E2,1.006848145E1,7.591999817E1,1.899999976E0,7.400000095E0
2.781132191E2,4.078927667E1,1.677641333E1,4.479460553E2,8.941754341E0,7.844999695E1,1.899999976E0,7.300000191E0
2.791132191E2,4.078929000E1,1.677650167E1,4.474463105E2,7.901500702E0,8.406999969E1,1.899999976E0,7.199999809E0
2.801132191E2,4.078929667E1,1.677658833E1,4.484465750E2,7.248833179E0,9.712999725E1,1.799999952E0,7.199999809E0
2.811132191E2,4.078927333E1,1.677666667E1,4.479468782E2,6.904998779E0,1.193300018E2,1.799999952E0,7.400000095E0
2.821132191E2,4.078922333E1,1.677671500E1,4.478471432E2,6.687271118E0,1.396100006E2,1.799999952E0,7.699999809E0
2.831132191E2,4.078916500E1,1.677675333E1,4.468473942E2,7.002795696E0,1.479299927E2,1.700000048E0,7.599999905E0
2.841132191E2,4.078910833E1,1.677679333E1,4.468476469E2,7.249862671E0,1.493200073E2,1.799999952E0,7.199999809E0
2.851132191E2,4.078905167E1,1.677684167E1,4.469479265E2,7.477369785E0,1.501100006E2,1.700000048E0,7.099999905E0
2.861132191E2,4.078899167E1,1.677688333E1,4.468481919E2,7.728039265E0,1.512200012E2,1.700000048E0,7.000000000E0
2.871132191E2,4.078893167E1,1.677693000E1,4.466484733E2,7.976135731E0,1.507599945E2,1.700000048E0,7.099999905E0
2.881132191E2,4.078886833E1,1.677697833E1,4.467487675E2,8.253570557E0,1.505500031E2,1.700000048E0,7.000000000E0
2.891132191E2,4.078880167E1,1.677703000E1,4.467490796E2,8.561889648E0,1.503399963E2,1.700000048E0,7.099999905E0
2.901132191E2,4.078873500E1,1.677707500E1,4.470493703E2,8.791970253E0,1.498000031E2,1.700000048E0,7.099999905E0
2.911132191E2,4.078866500E1,1.677712500E1,4.473496844E2,8.889252663E0,1.493000031E2,1.700000048E0,7.099999905E0
2.921132191E2,4.078859833E1,1.677718333E1,4.475500179E2,9.080214500E0,1.491999969E2,1.700000048E0,7.099999905E0
2.931132191E2,4.078852667E1,1.677724333E1,4.470503678E2,9.238749504E0,1.487599945E2,1.799999952E0,7.000000000E0
2.941132191E2,4.078845333E1,1.677730167E1,4.463507160E2,9.250587463E0,1.484100037E2,1.700000048E0,7.000000000E0
2.951132191E2,4.078838333E1,1.677735833E1,4.461510515E2,9.169261932E0,1.482299957E2,1.700000048E0,7.000000000E0
2.961132191E2,4.078831167E1,1.677741667E1,4.457513960E2,9.028742790E0,1.482200012E2,1.700000048E0,6.900000095E0
2.971132191E2,4.078824167E1,1.677747833E1,4.459517476E2,8.920136452E0,1.484499969E2,1.700000048E0,7.099999905E0
2.981132191E2,4.078816667E1,1.677752333E1,4.457520565E2,8.481593132E0,1.532200012E2,1.700000048E0,6.900000095E0
2.991132191E2,4.078810000E1,1.677756000E1,4.467523203E2,7.850543499E0,1.654199982E2,1.799999952E0,7.000000000E0
3.001132191E2,4.078803500E1,1.677756833E1,4.466524893E2,7.427441597E0,1.800099945E2,1.799999952E0,7.199999809E0
3.011132191E2,4.078797333E1,1.677755667E1,4.470525866E2,7.185007572E0,1.975000000E2,1.700000048E0,7.199999809E0
3.021132191E2,4.078792000E1,1.677751333E1,4.470525637E2,6.770656109E0,2.143999939E2,1.799999952E0,7.500000000E0
3.031132191E2,4.078788333E1,1.677744333E1,4.468524186E2,6.587415218E0,2.288800049E2,1.799999952E0,7.599999905E0
3.041132191E2,4.078785667E1,1.677736500E1,4.467522247E2,6.185931683E0,2.448600006E2,1.899999976E0,7.800000191E0
3.051132191E2,4.078785500E1,1.677728167E1,4.461519601E2,6.369172573E0,2.654200134E2,1.899999976E0,7.900000095E0
3.061132191E2,4.078786333E1,1.677719833E1,4.453516737E2,6.376893520E0,2.762999878E2,1.799999952E0,8.100000381E0
3.071132191E2,4.078787000E1,1.677712000E1,4.442514069E2,6.561678886E0,2.789299927E2,1.899999976E0,8.199999809E0
3.081132191E2,4.078788000E1,1.677704000E1,4.435511276E2,6.819554806E0,2.818999939E2,1.799999952E0,8.399999619E0
3.091132191E2,4.078790000E1,1.677696333E1,4.435508370E2,6.829849243E0,2.831199951E2,1.799999952E0,8.199999809E0
3.101132191E2,4.078791833E1,1.677688167E1,4.439505341E2,7.093901634E0,2.827999878E2,1.799999952E0,8.399999619E0
3.111132191E2,4.078793833E1,1.677679667E1,4.442502167E2,7.107284546E0,2.862000122E2,1.799999952E0,8.300000191E0
3.121132191E2,4.078795667E1,1.677671667E1,4.451499191E2,7.026473045E0,2.899200134E2,1.799999952E0,8.399999619E0
3.131132191E2,4.078797667E1,1.677664000E1,4.448496286E2,6.933823109E0,2.915100098E2,1.899999976E0,8.600000381E0
3.141132191E2,4.078800000E1,1.677656167E1,4.449493254E2,6.948235512E0,2.883599854E2,1.899999976E0,8.800000191E0
3.151132191E2,4.078802500E1,1.677648833E1,4.445490346E2,6.823672295E0,2.913999939E2,1.899999976E0,8.899999619E0
3.161132191E2,4.078804833E1,1.677642167E1,4.440487690E2,6.599253654E0,2.915799866E2,1.899999976E0,9.000000000E0
3.171132191E2,4.078806833E1,1.677635333E1,4.434485053E2,6.029456139E0,2.923500061E2,1.899999976E0,8.800000191E0
3.181132191E2,4.078808500E1,1.677629000E1,4.435482649E2,4.996923447E0,2.913599854E2,1.799999952E0,8.300000191E0
3.191132191E2,4.078809833E1,1.677624000E1,4.435480748E2,4.190353394E0,2.945700073E2,1.899999976E0,8.399999619E0
3.201132191E2,4.078810833E1,1.677619333E1,4.438479027E2,4.054981709E0,2.913200073E2,1.799999952E0,8.300000191E0
3.211132191E2,4.078812000E1,1.677614667E1,4.440477270E2,4.200133324E0,2.883599854E2,1.799999952E0,8.100000381E0
3.221132191E2,4.078813167E1,1.677609667E1,4.441475405E2,4.655147552E0,2.893099976E2,1.799999952E0,8.300000191E0
3.231132191E2,4.078814667E1,1.677604667E1,4.445473467E2,4.940303802E0,2.898800049E2,1.799999952E0,8.399999619E0
3.241122191E2,4.078816333E1,1.677599500E1,4.449471440E2,5.167810917E0,2.895799866E2,1.799999952E0,8.300000191E0
3.251122191E2,4.078818500E1,1.677594167E1,4.452469249E2,5.187370777E0,2.925799866E2,1.799999952E0,8.399999619E0
3.261122191E2,4.078820833E1,1.677588833E1,4.458467022E2,5.355684757E0,2.941700134E2,1.799999952E0,7.699999809E0
3.271122191E2,4.078822667E1,1.677582333E1,4.461464528E2,5.650105953E0,2.931400146E2,1.799999952E0,7.500000000E0
3.281122191E2,4.078824500E1,1.677575333E1,4.462461874E2,5.644958496E0,2.918699951E2,1.799999952E0,7.699999809E0
3.291122191E2,4.078826333E1,1.677568500E1,4.459459273E2,5.828199863E0,2.909299927E2,1.799999952E0,7.800000191E0
3.301122191E2,4.078828167E1,1.677561500E1,4.460456618E2,5.798860550E0,2.927399902E2,1.899999976E0,8.000000000E0
3.311122191E2,4.078830167E1,1.677555667E1,4.462454303E2,5.885334015E0,2.938699951E2,1.799999952E0,7.800000191E0
3.321122191E2,4.078832500E1,1.677549333E1,4.465451754E2,5.884304523E0,2.934800110E2,1.799999952E0,7.699999809E0
3.331122191E2,4.078834500E1,1.677543000E1,4.469449277E2,5.897172451E0,2.933200073E2,1.799999952E0,7.699999809E0
3.341122191E2,4.078836667E1,1.677536333E1,4.472446657E2,5.910040379E0,2.923299866E2,1.799999952E0,7.699999809E0
3.351122191E2,4.078839167E1,1.677529833E1,4.471444017E2,5.927026272E0,2.924299927E2,1.799999952E0,7.699999809E0
3.361122191E2,4.078842000E1,1.677523333E1,4.468441305E2,5.922908783E0,2.927099915E2,1.799999952E0,7.500000000E0
3.371122191E2,4.078844167E1,1.677516833E1,4.465438738E2,5.927026272E0,2.929100037E2,1.799999952E0,7.599999905E0
3.381122191E2,4.078845833E1,1.677510000E1,4.463436174E2,5.825111389E0,2.939700012E2,1.799999952E0,7.500000000E0
3.391122191E2,4.078847667E1,1.677503667E1,4.462433734E2,5.643929005E0,2.938200073E2,1.799999952E0,7.599999905E0
3.401122191E2,4.078850000E1,1.677497667E1,4.459431292E2,5.525028229E0,2.941499939E2,1.799999952E0,7.500000000E0
3.411122191E2,4.078851333E1,1.677491333E1,4.460428961E2,5.550249577E0,2.930100098E2,1.799999952E0,7.400000095E0
3.421122191E2,4.078853500E1,1.677484833E1,4.463426395E2,5.565176487E0,2.921000061E2,1.799999952E0,7.500000000E0
3.431122191E2,4.078855667E1,1.677478333E1,4.464423828E2,5.858053684E0,2.927000122E2,1.799999952E0,7.599999905E0
3.441122191E2,4.078857500E1,1.677472333E1,4.466421495E2,5.775183201E0,2.944200134E2,1.799999952E0,7.599999905E0
3.451122191E2,4.078859667E1,1.677465833E1,4.468418928E2,5.757682800E0,2.954299927E2,1.799999952E0,7.699999809E0
3.461122191E2,4.078861667E1,1.677459500E1,4.469416452E2,5.668121338E0,2.956600037E2,1.799999952E0,7.900000095E0
3.471122191E2,4.078864000E1,1.677453167E1,4.473413902E2,5.434437275E0,2.973900146E2,1.899999976E0,8.000000000E0
3.481122191E2,4.078865833E1,1.677448000E1,4.482411838E2,5.060749054E0,3.052699890E2,1.799999952E0,7.800000191E0
3.491122191E2,4.078868500E1,1.677444000E1,4.490409966E2,4.883169651E0,3.204500122E2,1.799999952E0,7.699999809E0
3.501122191E2,4.078872333E1,1.677441667E1,4.497408376E2,4.763754368E0,3.362999878E2,1.799999952E0,7.199999809E0
3.511122191E2,4.078876500E1,1.677440833E1,4.505407196E2,4.593895912E0,3.527099915E2,1.799999952E0,7.099999905E0
3.521122191E2,4.078881167E1,1.677441667E1,4.506406443E2,4.808020115E0,7.340000153E0,1.799999952E0,7.099999905E0
3.531122191E2,4.078885500E1,1.677443333E1,4.511406031E2,4.892949581E0,1.280000019E1,1.799999952E0,7.000000000E0
3.541122191E2,4.078889833E1,1.677445167E1,4.521405673E2,4.977364063E0,1.623999977E1,1.700000048E0,7.000000000E0
3.551122191E2,4.078894500E1,1.677446833E1,4.526405189E2,4.850227356E0,1.775000000E1,1.799999952E0,7.199999809E0
3.561122191E2,4.078898833E1,1.677449000E1,4.525404938E2,4.622205734E0,1.764999962E1,1.799999952E0,7.099999905E0
3.571122191E2,4.078902333E1,1.677450333E1,4.526404601E2,4.113659859E0,1.140999985E1,1.700000048E0,7.099999905E0
3.581122191E2,4.078905500E1,1.677450000E1,4.524403801E2,3.583496094E0,3.498599854E2,1.799999952E0,7.199999809E0
3.591122191E2,4.078907667E1,1.677447833E1,4.522402629E2,2.784132481E0,3.142999878E2,1.700000048E0,7.199999809E0
3.601122191E2,4.078908167E1,1.677445167E1,4.524401661E2,2.131464720E0,2.697099915E2,1.700000048E0,7.300000191E0
3.611122191E2,4.078907500E1,1.677442667E1,4.524401002E2,2.252939224E0,2.368000031E2,1.700000048E0,7.199999809E0
3.621122191E2,4.078906500E1,1.677441000E1,4.528400684E2,1.059813023E0,2.368000031E2,1.700000048E0,7.199999809E0
3.631122191E2,4.078906333E1,1.677440667E1,4.531400613E2,0.000000000E0,2.368000031E2,1.700000048E0,7.300000191E0
3.641122191E2,4.078906167E1,1.677440667E1,4.534400650E2,0.000000000E0,2.368000031E2,1.700000048E0,7.800000191E0
3.651122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.700000048E0,8.399999619E0
3.661122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.799999952E0,8.699999809E0
3.671122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.799999952E0,8.300000191E0
3.681122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.799999952E0,8.399999619E0
3.691122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.799999952E0,8.300000191E0
3.701122191E2,4.078906500E1,1.677441333E1,4.534400792E2,0.000000000E0,2.368000031E2,1.799999952E0,8.399999619E0
3.711122191E2,4.078904333E1,1.677443333E1,4.540401910E2,2.156686068E0,1.830299988E2,1.600000024E0,7.300000191E0
3.721122191E2,4.078901833E1,1.677443500E1,4.540402510E2,2.676040888E0,1.821799927E2,1.600000024E0,7.199999809E0
3.731122191E2,4.078899000E1,1.677444000E1,4.534403291E2,3.226278782E0,1.853000031E2,1.700000048E0,7.000000000E0
3.741122191E2,4.078896000E1,1.677444000E1,4.532403948E2,3.434741497E0,1.851600037E2,1.700000048E0,7.199999809E0
3.751122191E2,4.078892667E1,1.677443667E1,4.530404570E2,3.773428679E0,1.862100067E2,1.700000048E0,7.199999809E0
3.761122191E2,4.078888500E1,1.677443333E1,4.525405375E2,4.041598797E0,1.859199982E2,1.700000048E0,7.000000000E0
3.771122191E2,4.078884833E1,1.677442833E1,4.521406016E2,4.165132046E0,1.855000000E2,1.700000048E0,7.099999905E0
3.781122191E2,4.078881333E1,1.677442500E1,4.521406675E2,3.937624931E0,1.884900055E2,1.700000048E0,7.099999905E0
3.791122191E2,4.078878000E1,1.677441833E1,4.513407190E2,3.708058834E0,1.878999939E2,1.700000048E0,7.099999905E0
3.801122191E2,4.078875000E1,1.677441833E1,4.509407846E2,3.733280182E0,1.809700012E2,1.700000048E0,6.900000095E0
3.811122191E2,4.078872167E1,1.677442500E1,4.509408681E2,3.570628166E0,1.629700012E2,1.700000048E0,7.099999905E0
3.821122191E2,4.078869333E1,1.677444500E1,4.503409945E2,3.802253008E0,1.466799927E2,1.700000048E0,6.800000191E0
3.831122191E2,4.078867000E1,1.677447667E1,4.496411475E2,4.166676521E0,1.276299973E2,1.799999952E0,6.900000095E0
3.841122191E2,4.078865333E1,1.677452333E1,4.488413342E2,4.604704857E0,1.164400024E2,1.799999952E0,7.099999905E0
3.851122191E2,4.078863500E1,1.677457833E1,4.484415514E2,4.760150909E0,1.153099976E2,1.799999952E0,7.300000191E0
3.861122191E2,4.078861667E1,1.677463167E1,4.480417632E2,4.740591526E0,1.141399994E2,1.799999952E0,7.500000000E0
3.871122191E2,4.078859833E1,1.677468667E1,4.482419804E2,5.142589569E0,1.150500031E2,1.799999952E0,7.400000095E0
3.881122191E2,4.078857833E1,1.677474167E1,4.485422012E2,5.308330059E0,1.140800018E2,1.799999952E0,7.300000191E0
3.891122191E2,4.078856000E1,1.677479667E1,4.486424184E2,5.345904827E0,1.138399963E2,1.799999952E0,7.300000191E0
3.901122191E2,4.078853667E1,1.677485000E1,4.481426412E2,5.342816830E0,1.164400024E2,1.799999952E0,7.400000095E0
3.911122191E2,4.078851500E1,1.677490833E1,4.478428764E2,5.659370899E0,1.162500000E2,1.799999952E0,7.300000191E0
3.921122191E2,4.078849667E1,1.677497167E1,4.473431204E2,5.757168293E0,1.149700012E2,1.799999952E0,7.199999809E0
3.931122191E2,4.078847667E1,1.677503833E1,4.476433788E2,5.941438675E0,1.129000015E2,1.799999952E0,7.099999905E0
3.941122191E2,4.078845500E1,1.677510167E1,4.480436301E2,5.859083176E0,1.128399963E2,1.799999952E0,7.099999905E0
3.951122191E2,4.078843333E1,1.677516833E1,4.484438921E2,5.860112667E0,1.137200012E2,1.799999952E0,6.900000095E0
3.961122191E2,4.078841000E1,1.677522833E1,4.481441363E2,5.988278389E0,1.125599976E2,1.799999952E0,6.800000191E0
3.971122191E2,4.078838667E1,1.677529500E1,4.477444020E2,6.006808281E0,1.140400009E2,1.799999952E0,6.900000095E0
3.981122191E2,4.078836333E1,1.677536167E1,4.476446676E2,6.038206577E0,1.134000015E2,1.799999952E0,6.800000191E0
3.991122191E2,4.078834333E1,1.677543000E1,4.475449314E2,6.269831181E0,1.117699966E2,1.799999952E0,6.800000191E0
4.001122191E2,4.078832000E1,1.677549500E1,4.474451917E2,6.239977360E0,1.126200027E2,1.799999952E0,6.800000191E0
4.011122191E2,4.078829833E1,1.677556333E1,4.469454590E2,6.389246941E0,1.126500015E2,1.799999952E0,6.900000095E0
4.021122191E2,4.078827333E1,1.677563667E1,4.465457498E2,6.308950424E0,1.130599976E2,1.799999952E0,7.000000000E0
4.031122191E2,4.078825167E1,1.677570833E1,4.464460279E2,6.427336216E0,1.119899979E2,1.799999952E0,7.099999905E0
4.041122191E2,4.078822833E1,1.677577667E1,4.459462989E2,6.423733234E0,1.121500015E2,1.799999952E0,6.800000191E0
4.051122191E2,4.078820667E1,1.677585000E1,4.459465824E2,6.443292618E0,1.111999969E2,1.799999952E0,7.000000000E0
4.061122191E2,4.078818667E1,1.677592500E1,4.458468676E2,6.477264404E0,1.115500031E2,1.799999952E0,6.800000191E0
4.071122191E2,4.078816333E1,1.677599833E1,4.455471547E2,6.492706299E0,1.123799973E2,1.799999952E0,6.900000095E0
4.081122191E2,4.078814167E1,1.677607000E1,4.458474328E2,6.290420055E0,1.128899994E2,1.799999952E0,6.699999809E0
4.091122191E2,4.078811833E1,1.677613500E1,4.457476931E2,6.106664658E0,1.127399979E2,1.799999952E0,6.800000191E0
4.101122191E2,4.078810167E1,1.677619333E1,4.454479173E2,5.297521114E0,1.124899979E2,1.799999952E0,6.900000095E0
4.111122191E2,4.078808667E1,1.677624500E1,4.453481164E2,4.394698143E0,1.119499969E2,1.799999952E0,6.900000095E0
4.121122191E2,4.078807500E1,1.677628333E1,4.454482654E2,3.683866978E0,1.123199997E2,1.700000048E0,7.000000000E0
4.131122191E2,4.078806167E1,1.677632333E1,4.454484233E2,3.723500490E0,1.115000000E2,1.700000048E0,7.000000000E0
4.141122191E2,4.078805000E1,1.677636833E1,4.453485937E2,4.255208492E0,1.106100006E2,1.700000048E0,7.199999809E0
4.151122191E2,4.078803667E1,1.677641500E1,4.452487730E2,4.649486065E0,1.108799973E2,1.700000048E0,7.000000000E0
4.161122191E2,4.078802167E1,1.677646667E1,4.450489722E2,5.187370777E0,1.110599976E2,1.700000048E0,7.000000000E0
4.171122191E2,4.078800167E1,1.677653167E1,4.446492252E2,5.849818230E0,1.101699982E2,1.799999952E0,6.800000191E0
4.181122191E2,4.078798333E1,1.677660000E1,4.443494852E2,6.108208656E0,1.114300003E2,1.799999952E0,6.800000191E0
4.191122191E2,4.078796500E1,1.677667000E1,4.443497506E2,6.390790939E0,1.115899963E2,1.799999952E0,6.900000095E0
